,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X300124.SZ,X002371.SZ,X600031.SH,X002129.SZ,X003816.SZ,X300014.SZ,X002049.SZ,X002241.SZ,X000063.SZ,X000338.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X600741.SH,X300142.SZ,X000661.SZ,X002180.SZ,X600522.SH,X000157.SZ,X600702.SH,X600884.SH,X002074.SZ,X000733.SZ,X002236.SZ,X000799.SZ,X600584.SH,X002008.SZ,X000977.SZ,X002414.SZ,X600779.SH,X600563.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.537026756012019,0,0,0.0195579100410459,0,0,0.0970398823687976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680596346502244,0,0,0,0,0,0,0,0,0,0,0,0,0.0972463398725018,0,0,0,0,0,0,0,0,0,0,-0.0412968695599205,0,0,0,-0.00428618082994653,-0.011867732810622,0,0,0,0,0,0
X000858.SZ,0.167376849253205,0,0.00609643210953425,0,0.157009025049513,0.0486731701631046,0,0,0.0439621975143349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145958071537744,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0201783441934759,-0.0302299542084506,0,0.0794105780938514,0,0.0191353158178698,0,0,0.0534925388769469,0,0,0,0,0,0,0,0,0,0,0.0183915233158596,0,0,0,0.0227364702964152,0,0
X002415.SZ,0,0.0232682506990173,0,0.0291670587384888,0,0.113075100049995,0,0,0,0,0,0,0.0263727829316016,0,0,0,0,0,0,0,0,0,0.0335049060507295,-0.0717559251749896,0,0,0,0,-0.151518183574547,0,0,-0.0193533968920985,0,0.105787342545436,0,0,0,0,0,0,0,0,0,0,0.113889175120329,0,0.123346051835349,0,0,0,0,0,0.0194126175195579,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.272908650813833,0,0,0.0382897431694888,0,0,0,0,0,0,0,0,0,0,0.127112578334839,0,0,-0.374374588770473,0,0,0,-0.115578277012326,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.118964563634687,0,0,0,0.0659494890857253,0.0192383583585869,0,0,0,0,0.00203166718694185,8.67361737988404e-19,0,0,0,0,0,0
X000568.SZ,0.430918797594415,0,0,0.00577791459658626,0,0.0061307442574934,0,0,0,0,0,0,0,0,0,0,0,0.0627783242002006,0,0,0,0,0,0.126268588152909,0,0,0,0,-0.0538193074982696,0,0,0.00136670348103514,0,0.106754719189527,0,0,0,0,0,0,0,0.181136992990025,0,0,0,0,0,0.00777256441188844,0,0,0,0,0.0307274466103797,0,0,0,0,0,0
X002475.SZ,0.036676982701954,0,0,0,0,0,0,0,0,0,0,0,0,0.261884272278205,0,0,0,0,0,0.230131770042529,0,0,0.156092264600832,0,0,0,0,0,0,0,0,-0.0104112299363206,0,0,0.0561085452735367,-0.248728136730003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0789522722951222,0.0385793226915976,0,0,0,0.00429003516869113,0,0
X600276.SH,0.102524254485641,0,0.0328722514234874,0,0,0,0,0,0.271494602473865,0,0,0.066516374161834,0,-0.043822101937735,0,0,0,-0.0916124798543548,0,0,0.314509545737524,0,0,0,0,0,0,0,0,0,-0.0569524904120342,0,0,0.0611253577564339,0.037244659367762,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298879161959594,0,0,0,-0.0527103192320203,0,0
X002304.SZ,0,0,0,0,0.017545608511286,0,0,0,0,0,0,0,0.0406140327768741,0.0132756410444524,0,0,0,0.0286574853497813,0,0,0,0.0018834669853384,0,0.234757050529235,0,0,0,0,0,0,0,0.0303320313629402,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0720410337925802,0,0.200497606166508,0,0,0,0,-0.0274377221804366,0.0379779122047883,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.00751322721576958,0.123551231865959,0,0,0,0,0,0,0,0,0,0,0,0,0.118434966879885,0.186571262627135,0,0,0,0,0,0.019292616164348,0,0,0,0,0,0,0.120919057484735,0,0.0834508331065994,0,0,0,0,0.107909586650311,0,0,0,0,0.0683303491433964,0,0,0,0,-0.00100223532684472,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0199019937862495,2.88363176065781e-05,0,0,0,0,0,0,0,0,0,-0.0119008238427281,0,0,0,0,0,0.0176967428762102,0,0,0,0.00762862155179183,0.202369157056657,0,0,0.20767170680291,0,0,0,0,0,0.123013062377414,0,0,0,0,0,0,0,0,0,0,0.0124399785539438,0,0,0,0,-0.000938203940279554,0,0,0,0,-0.00692223835048919,0,0
X000651.SZ,0,0,0,0,0.0238207210321142,0,0,0.105486861390876,0,0.0127624861354696,0,0,0.149602157244244,0,0.165645322595316,0,0,0,0,0,0,0,0,0.0218850248935464,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.0388065471673397,0,0,-0.0847287800777723,0,0,0,0,0,0,0,0.00247479261208718,0,0,0.0498250964311874,0,0,0,-0.0140334611085275,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.00256709502790938,0,0.0241541520535944,0,0,0,0,0,0,-0.00817004174547978,0,0,0,0,0,0,0,0.0441200764498952,0,0,0,0.0370923213869285,0.109025093224659,0,0,0.387412296421056,0,0,0.0189943446634286,-0.0363172727717207,0,0,0,0,0,0,0,0,0,0,0,0.0728491147073116,0,0,0.00393442776234977,0,0,-0.0388353684484977,0.0500734260158386,0,0,0,0.0312531818286742,0,0
X300124.SZ,0,0,0,0,0,0,0,0.053223768391276,0,0,0,0,0,0,0.68308791615927,0,0,0,0.204512138399539,0,0,0,0,0,0,0,0,0.0824283323075281,0,0,0,0,-0.105677026232967,0,4.33680868994202e-19,0,0,0.106444797762957,0,0,0,0.0312040325283626,0.0718115791022755,0,0,0.261977053072658,0,0,0.165556995631994,0,0,0.0549567876774235,-0.0587699458212615,0,0,0,-0.000161164314258024,0,0
X002371.SZ,0,0,0,0.0459764943079197,0,0,0,0,0,0,0,0,0,0,0,0.277728492999386,0,0.195704530386571,0.117784863957091,0,0,0,0,-6.93889390390723e-18,0.104904352143915,0,0,0.38174584977798,0,0,0.0190711103493665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202607827837729,0,0,0,-0.034815368411711,-0.026962737592708,0,0,0,-0.0692030286580567,0,0
X600031.SH,0,-0.0181539318957162,0,0,0,0,0,-0.091735341140127,0,0,0.131237082991032,0,0.0360746386219149,0.00977651001225033,0,0,0,0,0,0,0,0.158507806336382,0,0,0,0,0,0.135721541985761,0,0,0,0,0,0,-0.0785942222583946,0.291140302310405,0,0,0,0,0,0,0,0,0,0.205238478541418,0,-0.0286344394462606,0,0,0,0,-0.000943986695932381,0,0,0,0.0417312326708651,0,0
X002129.SZ,0.0466413631920769,0,0,0,0,0,0,0,0,0,0,0,0,0.165778577179128,0,0,0,0,0,0,0,0,0,0.00171881952853405,0,0,0,0.158661014964194,0,0,-0.0751307135734132,0,0,0,0,0,0,0.03428036068866,0,0,0,0.0731133820604841,0,0,0.0699425812324985,0,0.0624690869896491,-0.051909277397514,0,0,0,0,-0.0228630548019135,0,0,0,-0.0769512007291203,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0014019991593315,0,0,0,0,0,0,0,0,0.124617121678054,0.00327773048811307,0.106135378563126,0,0,0,0,0,0,0.0728076707989192,0.0558656815976345,0,0,0,0,-3.46944695195361e-18,-0.0668008172768102,0,0,0,0,0,0.0667700308042379,0,0,0,0.058825166248757,0,0,0,-0.032178461383449,0,0,0,0,-0.0862860878838046,0,0
X300014.SZ,0,0,0,0,0,0.0845931739476111,0,0,0,0,0,0,0.0358304699307127,0.000930707483573719,0,0,0,0,0,0,0,0,0,0,0.0444536982953803,0,0,0,0,0,0.132557876257284,0.0285578305609311,0.245275100597668,-0.0551012493507373,0.0496016601309682,0,0,0,0.398501679166857,0,0,0,0,0,-0.23906850172685,0,0.127650905401024,0.169481543417551,0,0,0,0,0,0,0,0,0.0240941367651667,0,0
