,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X002129.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002180.SZ,X600702.SH,X002074.SZ,X000157.SZ,X600522.SH,X002236.SZ,X000799.SZ,X000733.SZ,X600884.SH,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X000977.SZ,X601799.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.494100396104906,0,0,0.0672804102132122,0,0.0555800583321045,0,0,-0.0348993005481117,0,0,0,0,0,0,0,0,0,0.00319267389718968,0,0.100708719727976,0,-0.000558441374844216,0,0,0,0,0,0,0.00929290278628249,0,0,0,0.0500389475756245,0,0,0,0,0,0,0,0,0,0,0.0500565234816362,0,0,0,0,0,0,-0.0156448941083725,0,0,0,0,0,0
X000858.SZ,0.246650480709685,0,0,0,0.0996716528522669,0.0224315223296025,0.136737196873116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858868781315372,0,0,0,0,0,0,0,-0.0298872032016319,0,0,0,0.074945162979932,0,0,-0.0167688691529268,0,0.0861462548817464,0,0,0,0,0,0,0,0.0327908309912106,0,0,0,0.0305545369959655,-0.0237964590062591,0,0,0,0,0,0
X002415.SZ,0,0.189936964571024,0,0,0,0.103469606506977,0.021353334949007,0,0,0,0,0,-0.117723873521899,0,0,0,0,0.127669706081011,0,0,0,0,0,0.04266179255522,0,0,0,0,0,0,-0.143694297725424,0,0,0,-0.160239861113569,0,0,0,0.0553163766645203,0,0.0296103858276161,0.0541988750843132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.410531589911846,0,0.0677491166768088,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.438933229154005,0,0,0.0273214967619302,0,0,0,0,0,0,0,0,0,0,0.0764446725088263,-0.036146885787286,0,0,0,0.0584410200036241,0,0,0.0288149249065196,0,0,0.133216421946393,0,0,0,0,0.0671835981226945,0.0460273020183957,0,0,0,0,0.0592495318256384,0,0
X000568.SZ,0.216119491043708,0.182279013892916,0,0.0235736633273038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251644459473941,0,0,0,-0.0300879742099848,0,-0.0286779841776295,0,0.00382696117717881,3.46944695195361e-18,0,0.140825537966253,0,0,0,0,-0.0719845751463897,0,0,0,0,-0.0656277528923481,0,0,0.0890847069744998,0,0.030438136464181,0,0,0,1.0842021724855e-19,0.0274117790697969,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0635045681078233,0,0,0,0,0,0,0,0,0.287014647677614,0.248177249324728,0,0,0,0,0.0287758561113121,0.0114268187838651,0,0,0,0,0,0,0,0,0,0,0,-0.0957205076873169,-0.18466183179276,0.0883825157467912,0,0,0,-0.0289947236136773,0,0,0,0,0,0,0.207399009881581,0,0,-0.0505371394001108,0,0,0,0,-0.0367618273939405,0,0
X002304.SZ,0,0.142715718942829,0.0539559451629672,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.132442298278993,0,0,0,0.18755250087225,0,0.0883126436982973,0.013904139325325,0,0,0,0,0,0,0,-0.0233870999544853,-0.0554041889870568,0,0,-0.0024486272255316,-0.0271771641322912,0,0,0,0,0,-0.0765821891436372,0,0,0,0,0,0,0,0.00367074712268007,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0875666528686571,0,0,0.315146200345303,0,0,0,0,8.67361737988404e-19,-0.227418784217991,0,0,0,0.172225298075294,0,-0.0191121083045035,0,0,0,0,-0.0851988292126974,0,0,0,0,0,0,0.0506624148349443,0.0562669190861345,0,-0.0371783227018605,0,0.034143145861658,0,0,0,0,0,0,0,0,0.142005821474738,0,0,0,0,-0.0295487343113733,0,0,0,0,-0.0245205674838264,0,0
X600690.SH,0,0.08685149256565,0,0,0,0,0.0305132411876417,0.12090012979328,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.303745428599893,0.0743265745394414,0,0,0,0,0,0,0,0,0,0,0,-0.0774813035309559,0.0735226927092303,0.194687170312042,0,0.0627000560709474,0,0,-0.0349818128893976,-0.0283734120434031,0,0,0,0.0333386761931431,0,0,0,0,0,0,-0.00395115381594838,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0618938095629139,0,0,0,0.0647591697642528,0,0,0,0.103745934785085,0.178618845710987,-0.0639682996460985,0,0,0,0.0710502984164214,0,0.0177785538487049,-1.0842021724855e-19,0,0,0,-0.060248508780548,-0.0575224581101027,0,0,0,0,0.0508715059462032,0,0,-0.0198276896535359,0,0,-0.0340400960068987,0,0,0,0,0,0,0,0,0,0.0527763100950824,0,0,0,-0.0090958631679754,0,0,0,0,0.00702825098575611,0,0
