,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X002236.SZ,X002049.SZ,X600183.SH,X600741.SH,X000066.SZ,X600522.SH,X600066.SH,X600839.SH,X601877.SH,X600460.SH,X002456.SZ,X002156.SZ,X600487.SH,X000661.SZ,X000800.SZ,X002085.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.187871732388128,0,0,0,0,0.149416881469872,-0.0125300762770567,0,0,-0.00558553199607665,0,0,0,0,0,0,0.248728368887638,0,0,0,0,0,0,0.0251970104611821,0,0,0,0,0,0,0,-0.0140666429733704,0,0,0,0,0,0,0,0,0,-0.009263513931082,-0.0221618056610095,0,0,0,0,0,0,0,0,-0.0150994802876941,0,0,0,-0.069464977298984,0,0
X000858.SZ,0.463063743572778,0,0,0,0,0,0.102640260560777,0,0,0.21072878665238,0.088286425693248,0,0,0,0,0,0,0.0125516326421229,0,0.0992029268102089,0,0,0,0,0,-0.057786850207457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752252752592126,0.0318780858505443,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0329709589390392,0,0,0,0,0,0,0,0,0,0.17380488795384,0.0491871784674013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361504947884559,0,0.352794059751691,-0.0233701868513115,0,0,0,0,0,0,0,0.0458757426893172,0,0,0.117387795313581,0,0,0,0,-0.133880809105948,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798392669415769,0,0,0.0482728472289518,0,0.381780115177713,0.109072671871767,0,0.0692203645203379,0,0,0,0,0,0,0,0,0,0.184223227551158,0,-0.0159676265962326,0,0,0.0591154961044762,0,0,0,-0.00382397176418841,0,0,0,0,0,0,0,-0.00344540170315996,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0654762323788647,0.189778474473247,0,0.0464776323802583,0,0,0,0,0,0.0542252964972868,0,0,0,0,0,0.203087104545583,0,0,0,0,0.0610530170723237,0,0,0,0,0,0,0,0,0,0,0,0.0110343925171333,0,0,0,0,0,0,0,0,0,0,0.0419652443358109,0,0,-0.0420588109160757,0,0,0,0,-0.0558457221446502,0,0
X600690.SH,0,0,0,0.13175176049164,0,0,0.0298753391509115,0.340832658404383,0,0,0,0,0,0,0,0.178902999682336,0,0,0,0.000725640191798394,0,0,0,0,-0.0303602684949483,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180475593676284,0,0,0,0,0,0.0720732779649658,0,0,0,0,-0.0159438785056732,-0.0604053983764691,0,-0.00321718598411424,0,0,0,0,0.0319814240337682,0,0
X600809.SH,0,0.0372514097635851,0,0,0,0,0,0,0,0.462517456669433,0,0,0,0,0,0.0377627054420231,0,0,0,0.381473716400152,0,0,0,0,0,0,0,-0.0200946026772195,0,0,0,0,0,0,0,0,0,-0.0169215308458133,0,0,0,0,0,0,0,0,0,0,0.0209300220732849,0,0,0.0283174346973776,0,0,-0.0350200413585995,0,0.00808297766059983,0,0
X000651.SZ,0,0,0,0,0,0.276534584124744,0,0,0,0,0.0342222378625656,0,0,0,0,0,0,0.179784999489205,0,0,0,0,0,0,-0.0815116254601326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208562245727214,0,-0.0124201307120193,-0.0140831808329978,0,-0.0144416435916546,0,0,0,0,0,0,-0.0423994828305996,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.389594612289486,0,0,0,0,0,0,0,0,0,-0.0309736451995698,0,0,0,0.37287702553165,0,0,0,0,0,0.0379839305163391,0,0.0615061381659359,0,0,0,0,0,4.33680868994202e-19,0,0,-0.110358080204303,0.00671634623541094,0,0,0,0.152400129396051,0,0,0.0442395173839636,0,0,0,0,-0.0151889214329951,0,0
X000568.SZ,0,0.418860932083168,0,0,0,0,0.199705586435949,0,0,0,0,0,0.013387311332454,0,-0.053302835631051,0,0,0.0392983644027201,0,0.166061882387835,0.0241084217327918,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227871707943431,0,0,0,0,0.037960274605875,8.470329472543e-22,0,0,0,0,0,0.0662426591046709,0,0,0,0,-0.00401421044694158,0,0,0,0,-0.0199584228316458,0,0
X600104.SH,0,0,0,0,0,0,0.380416544717666,0,0,0.156051366992711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282286528373219,-0.244397999340742,0,0,0,0,0,0,0,0,-0.0762757595260074,0,0.747245398322293,-0.204908557086182,0,0,0,0,0,0,0,0,0.0223346136735807,0,0,0,0,0,0.000507636444798107,0,0,0,0.0683739475359944,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.078510211910272,0,0,0,0,0,0.164195261742513,0.208498112095627,0,0,0,0,0.0278166443004722,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275592134212372,0,0.0722082803245393,0,0,0,0,0,0,0,0.0139390042523408,-0.116970468246398,0,0,0,0,0,0,-0.0979852663777776,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.022032880815867,0,0,0,0,0,0.00289392399242115,0,0.0769828917964673,0,0,0,0.417840552641001,0,0,0.243351943884766,0,0.0283394410268467,0,0,0,0,0.0310213555947539,0,0,0,0,0,0,0.0286703037497208,0,0,0,0,0,0,0,0,0,0,0.0361095368940165,0,0,-0.135446025219608,0.198349787281686,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.000537492637122213,0,0,0.0324713679740023,0,0,0,0,0,0,0.0201066130730039,0,0.397950684580193,0,0.0186746021754155,0,0,0,0,0,0,0,0.0286783571698646,0,0.150282325962878,0,0,0,0,0,0,0.0785480996972188,0,0.0663397181359252,-1.73472347597681e-18,-0.0366637229131927,0,0,0,0,0,0,-0.066893618231509,0,0,0,0,0.0104478799486324,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.100270745367291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216667375155351,0.121149404649517,0,0,0,0,0,0.179195820395735,0.353518156226965,0,0,0.126711958439306,0,0,-0.030545153646851,0,-0.155232338225974,0,-0.0167248423939715,0,0,0,0,0,0,-0.0047860755485622,0,0,0,0,-0.00863153360256843,0,0
X600031.SH,0,0,0,0,0.167775529922079,0.17615505593354,0.194197651614202,0,0,0.01688164094311,0,0,0,0,0.0689306740457359,0,0.0666855221489431,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.054884627431561,0,0,0,0,0,0,0,-0.0471769984227984,0,0,0,0,0,0,-0.00567269130940473,0,0,0,0,0,0,0,0,0,0,-0.11902969373528,0,0
