,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600271.SH,X600118.SH,X600031.SH,X600372.SH,X002241.SZ,X000157.SZ,X600089.SH,X000338.SZ,X002292.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600066.SH,X000559.SZ,X002129.SZ,X300124.SZ,X600177.SH,X601877.SH,X300003.SZ,X600582.SH,X600839.SH,X000016.SZ,X600435.SH,X000568.SZ,X002456.SZ,X002294.SZ,X000550.SZ,X000623.SZ,X002008.SZ,X002179.SZ,X600498.SH,X002465.SZ,X000581.SZ,X000800.SZ,X000869.SZ,X000977.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.156632086804604,0,0.0333461168163877,0,0.0432397030035511,0,0,0,0.137929145376104,0.0493202081166715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226397124608959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604564483952612,0,0,0,0,0,0,0.0129960690375964,0.00841982293184783,0,-0.07945509969183,0,0,0,0
X600104.SH,0.0658937299575691,0,0,0,0.139984102816563,0.329297448082472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25515400169361,0,0,0,-0.024711187759563,0,0,0,0,0,0,0,0,0,0,0,-0.117204807037518,0,0,0.0323300790728396,0,0,0,0,0.00794973322892949,-0.0214690498808107,0.0046868390093105,0.00451769285623233,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.107636161386969,0,0,0,0,0,0,0.160715245732373,0,0,0.171069306339509,0,0,0,0,0,0,0,0,0,0,0,0.105825310362579,0,0,0,0,0,0,0.0580018269168868,0.107161887246243,0,0,0,0,0,0,0,0,0.0868723790783672,0,0,0,0,0.0874087706649587,0,0,0.00596249528646935,0.0155933203627235,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0526456422965732,0.0268826742257041,0,0,0,0.0559653113204211,0,0,0,0,0,0.0843985097174455,0,0,0,0,0,0,0,0.0225846568380057,0,0,0.0175313964362288,0,0,0,0,0,0,0.437470391042769,0,0,0,0,0,0,0.0592596998591317,0,0,0,0,0,0,0,-0.0238024004641207,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.125746644454021,0,0,0,0,0.149720046664875,0,0.146793441916158,0,0,0,0,0,0,6.93889390390723e-18,0.0514764640058812,0,0,0,0,0.0929093253278116,0,0,0,0,0,0,0,0,0,0,0,-0.0622796921139742,0,0,0,0,0,0,0.0870872861730771,0.0279935685290974,0,-0.00396138195893831,0.021508848874521,0,0,0,0,0,0
X002304.SZ,0.0738182909601547,0.28034372767485,0,0,0,0,0.262900209600419,0,0,0,0,0,0,0,0,0,0,0.113239834365422,0,0.00670793553228629,0,0,0,0,0,0,0.0836802860981036,0,0.109148106896161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130949097013694,0.037740836882727,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0253378367808801,0,0.312370739493513,0,0.117040492708658,0,0,0,0,0,0,0,0,0,0,0.00377019950856829,0,0.139415951165792,0,0.00877247203637017,0,0,0,0,0,0,0.00982646855959492,0,0,0,0,0,0,0.45679789328939,0,0,0,0,0,0,0,0,0,0,0.0623068010384262,0,0,0,-0.000391669416030231,0.0133660288204508,0,0,0,0,0,0
X600276.SH,0,0,0,-6.93889390390723e-18,0,0,0.0322731407645106,0,0.0402892036719475,0,0,0,0,0,0.0868297920698705,0,0.136614191268148,0,0,0,0,0,0.11143327049079,0,0,0.0390815165524005,-3.46944695195361e-18,0,0,0.187761005038509,0,0,0,0.0498284184226059,0,0,0.0560314895299784,0,0,0,0.00158237254552725,0,0,0,0,0,0,0,0,0,0,0,0.0270951369708378,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0437771612993072,0.0420288783456294,0,0,0,0,0.14708165781823,0,0,0,0.0649302272790242,0,0,0,0.00779988676068733,0,0.1123338682732,0,0,0,0,0,0,0.105291477095657,0,0,0,0,0,0,0.160237776727535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00445797614765198,0,0,0,0,0,0
X000063.SZ,0.226976870734132,0,-0.01668026765592,0,0.0249600705121096,0,0,0,0.0267438197145751,0,0,-0.013063489614076,0,0.199715893791341,0,0,0,0,0,0.294529128599222,0,0,0.0633337788389942,0,0,0,6.93889390390723e-18,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0236643623534609,0,0,0,0,0,0.0490060163804497,0.00198921831159399,0,0,0,0,0,0,-0.0127086306247854,-0.0316656507178692,0,0,0,0,0,0
