,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000596.SZ,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000977.SZ,X000733.SZ,X002074.SZ,X600522.SH,X000799.SZ,X600584.SH,X600460.SH,X300003.SZ,X000066.SZ,X600779.SH,X002236.SZ,X600884.SH,X600183.SH,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.14743662498333,0.0188386897776158,0,0.161711796276561,0,0.217881295071998,0.0781804809033815,0,0,0,0,0,0.0409250861703799,0,0,0.0332977559475498,0,0,0,0,0,0,0,0,0,0,0,0,0.0354215337429203,0.126159487793787,0,0,-0.0307252801600478,0,0,0,0,0,0,0,0,0,-0.0197969846267843,0,0,0,0.0600637411446933,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0255958323163872,0.0808366615078405,0.201589367215048,0,0.583103835875466,0.0603990686840966,0,0.163341786538797,0,0,0.0400638953309653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448114696111338,0,0,0,0,0,0,0.00524173347498086,0,-0.0278221550460384,0.00493662539780481,0,0,0,0,0,0
X000568.SZ,0,0.580077330017591,0,0,0,0,0.294034346285044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.260495319487548,0,0,0.118532812639628,0,0,0,0,-0.060082498051955,0,0,0,-0.0223302878671762,0,0,-0.0326356891749172,0,0,0,0,0,0,0,-0.0983712078667196,0.124351706525461,0,-0.0101683026350055,0,0,-0.0158948852179922,0,0,0,0,0,0
X002415.SZ,0,0.152254083207768,0,0,0,0.123196963287635,0,0,0,0,0,0,0,0,0.0220922109943839,0,0,0,0,0,0,0,0,0.0755250055723529,0,0,0,0,0,0,-0.0251027138988363,0,4.33680868994202e-19,0,-0.153823682804454,0.165831490210152,0,0,-0.0120812149894385,0,0,0,0,0,0,0.000137273613889904,0,0,0,0,0,0,-0.0246538439791478,0,0,0,0,0,0
X600809.SH,0,0,0.0575864846491414,0.142736427682487,0,0,0.226371705046154,0.108502492723058,0,0,0.0265631359612655,0,0,0,0,0,0,0,0,-0.0108173413638539,0,0,0,0,0,0,0,0,0,-0.00920179653889971,0,0,0,0,0,0,-0.0543088193455878,0,-0.0652270611227091,0.230245119602936,0,0,0,0,0.0634437151845111,0,0,-0.0332058793644241,0,0,0,0,-0.000514829413710913,0,0,0,0,0,0
X600276.SH,0,0,0.172165926266494,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576243097586797,0,0,0,0,0,0,-0.00176260653744606,0,0,0.127245939266489,0,0.00847644223894802,0,0,-0.196887085269443,0,0.267009658322437,0,0,0,0,0,0,0.0286236184075469,0,0.0519649109991079,0.100392275022588,0.00692920928012866,0,0,0,0,0,0,-0.044660049979162,0.0395222186457454,0,0,0,0,0,0
X002304.SZ,0,0.333321190833686,0.295608824947333,0,0,0,0,0,0,0,0,0,0,0,0,0.22457547222345,0,0,0,0,-0.0130977374095073,0,0,0,0,0,0,0,0,0,0,0,-0.0419385432882756,0,0,0,0,0,-0.0342800561684584,0,0,0,0,-0.0537582672788716,0.0493800726891366,0,0,0,0.0283097758057289,0,-0.0215598454092003,-0.0178174704686859,0.0153915952342187,0,0,0,0,0,0
X600690.SH,0,0,0.0385932607179258,0.130207905124589,0.0183024094914262,0,0,0,0,0,0,0,0.317211854702688,0,0,0.0341546104324201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299599906368205,0,0,0,0,0,0,0,0,0.0745613688099374,0,0,0,0.0333731676874938,0.0126165198504477,0,0,0.0045236319121165,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.414807726820617,0,0,0,0.117788926620345,0,0,0.0417267455669707,0,-0.0143747536560545,0.0621852489697815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046877568735988,0.154090684367353,0,0.192529429270801,0,0,0,0,0,0,0,0,0,0.0439889129257024,0,0.571849861672248,0,-0.00660275097786813,0,0,0,0,0,0
X000651.SZ,0,0.276376030266456,0,0,0,0,0,0.234224971783362,0,0,0,0,0.0659370318952663,0,0,0,0,0,0,0,-0.0113403662247825,0,0,0,0,0,0,0,0,0,0,0,0.0201635593765798,0,0,-0.0342181367336607,0,0,0,0,0,0,-0.000979006073141708,0,0,0,-0.0108713202934475,0,0,-0.0388334032079401,0,-0.00403783808819341,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0892589148807703,0,0,0,0,0,0.107418269491145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156107295074306,0.0181321569950011,0.0346084255641135,0,0,0,0,0,0,0,0.0224064587353994,0,0,0,-0.0674943874259887,0,0,0,0,0,0.261120897778277,0,0.0518918052267341,-0.0188906538830313,0,0,0,0,0,0,0
X600104.SH,0,0,0.0676328278656344,0,0,0,0,0.067687255101122,0,0,0,0,0.07413341127498,0.0223639077938366,0,0,0,0,0,0.0922149905941566,-0.0528485077336214,0,0,0,0,0,0,0.0310108966247979,-0.0239299748174494,0,-0.00106006812151916,0,0,0,0,0,0,0,0.0589413286572126,0,0,0,0,-0.0608103119992571,0,0.0217831892756502,0,0,0,0,-0.00975516056984717,0.0419354509723579,-0.012200112577541,0,0,0,0,0,0
X600031.SH,0,0.0165824151394609,0,0,0,0,0.0492670911156345,0.172018680143106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424352208765586,0,0,0,0,0,0.309886139124979,0.103280121848816,0,0,0,0,0,0,0,0,0.0124443489362412,0,0,0,0.0963386840355287,0,0,0,0,-0.261396650974081,0,0,0,0,0
X000725.SZ,0,0.0352175872120309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171656324657433,0,0,0.134099956010745,0,0,0.0841426489052265,0.116708193870352,0,0,0,0,0,0,0.0510980209531933,0,0,0,-0.0589710921852413,0,0.109126776526969,0.157450559575734,0.0218072725969793,-0.0776145312836888,0,0,0,0,0.0665603961151359,0,0,-0.0185160929622568,0.0242279691330609,0,0,0,0,0,0
X300014.SZ,0,0,0.105304935092253,0,0,0,0,0,0.0260342993367799,0,0,0,0,0,0,0,0,0,0,0.0356833321449705,0.0614581628226316,-0.00954440594097309,0,0,0.325993500010921,0,0,0,0,0,0.00363013588635798,0,0,0,-0.333138045378152,0,0,0.474476382106859,0,0,-0.438775407957752,0,0,0.142716039223132,0,0,0,0,0,0,-0.0731237340199816,0.0811713336462488,-0.0755746439227424,0,0,0,0,0,0
X000596.SZ,0,3.46944695195361e-18,0,0,0,0,0.226824391080777,0,0,0,0,0,0.0407212918185495,0,0,0,0.0595170111836125,0,0,0,0,0,0,0,0,0,0,0,0.0790040694658314,0,0,0,0,0,0,0.0630209032732019,0,0,0,0.127783539407693,0,0,-0.060814716062751,0,0.0878100406674675,0,0,0,0,0,0,-0.023025951880802,0.005942240428389,0,0,0,0,0,0
X000063.SZ,0,0,0,0.181983351484155,0,0,0,0,0,0,0,0,-0.104419548441922,0,0,0.102890707738903,0,0.163156503104126,0,0,0.126396279097009,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154616295666827,0.209203270471218,0,0,0,0,0,0,0,0,0,0,0,0.30681374619934,0,0,0,0.0527722542401575,-0.0451886090016339,0,0,0,0,0,0
X002129.SZ,0,0,0.0230789491109972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629597598027751,0,0,0,0.144017657359478,0,0,0,0,0,0,0,0,0.013620349173275,0,0.0324319352629364,0.0981502842780027,0,0,0.0896436277519074,0,0,0.364102114538792,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0248456140065498,0,0.0361078292375946,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00173167420162828,0,0.0861670491235961,0,0,-0.0238299695242664,0,0,0.0749526049697738,0,0,0,0,0,0,0,0,0.0471015192858489,0,0,0,0.040278995606669,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0396429591422245,0,0,0,0.0149841121002752,8.60364428916996e-05,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,-0.0391899696872513,0,0,0,0,0,0,3.46944695195361e-18,0.0174683641435267,0.266831423177555,0,0.0401347523486217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558339401737882,0,0.499508308760229,0.299913635103433,0,0,0.339056397195964,0,0,0,0,-0.115047359389932,0,0,0.25243993134516,0,0,0.0121878677841351,0.0643779775546983,0,0.0496597376361284,-0.0238461867249653,0,0,0,0,0,0
X002371.SZ,0,0,0.0271477778344278,0,0,0,0.304415843762179,0,0.025014258404804,0,0,0,-0.0163767996020266,0,0,0,0,0.0909416259080545,0,0,0,0,0,0.218028846188756,0,0,0,0,0.0929569022910267,3.46944695195361e-18,0,0,0,0,0,0.115058762041104,0,0,0,0,0,0.388221884910712,0,-0.0374642662431116,0,0,0,0.0733332262455021,-0.134176029435112,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0666047614417798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551474407685713,0,0,8.67361737988404e-19,0,0,0,0,0.155824995981258,0,0,0,-0.00134267494361727,0,0,0,0,0.0787482462621819,0,0,0,0,0,0,-0.199834314268707,0.00808679882068808,0.0143059202094427,0,0,0,0,0,0
