,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X002236.SZ,X600271.SH,X300142.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X002506.SZ,X600498.SH,X600183.SH,X600487.SH,X002371.SZ,X000625.SZ,X600177.SH,X600867.SH,X000977.SZ,X300014.SZ,X000066.SZ,X600776.SH,X300146.SZ,X600066.SH,X600522.SH,X002241.SZ,X000050.SZ,X002129.SZ,X002049.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.109348590549138,0.095107155116979,0,0,0,0,0,0,0.0794864935269145,0,0,0,0,0,0,0,0,0,0,0.0109902173784175,0,0.164370854152933,0,0.0765830145654712,0,0,0,-0.0297008068925504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770427097487394,0,0,0,0,0,-0.0138042773736025,-0.0178657546309038,0,0.123623051074932,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33678607230611,0,0,0,0,0,0,0.118904879838612,0,0,0,0,0,0,0,0,0,0,0,0.0102108495305732,0,0,0,0.270483580091389,0,0,0,0,0,0,0.026278238229929,0,3.46944695195361e-18,0,0,0,-0.0565552776114171,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.130195338641784,0.0516575390513332,0,0,0,0.317917599984998,0.25126733079523,0,0.202727321140079,0,0,0.123798090448025,0,0,0,0,0,0,-0.030005070415021,0,0,0,0,0,0.0568392387733583,0,0,0,0,0,-0.00758824647956372,0,0,0,-0.0372236803056727,0,0,0,0,-0.00261914103292428,-0.078167412127649,-0.0593265204858596,0,0,0,-0.0128902479886761,0,0,0,0,-0.00144903928531023,0,0
X600104.SH,0,0,0.10938409856637,0,0,0.0349720618184502,0,0,0,0,0,0,0,0,0.180672178240942,0,0,0,0,0,0,0,0,0,0,0,0.0694086572366852,0,0,0,0,0,-0.00650286918602716,0,0,0.239252044510976,0,0,0.05109250569161,0,0.0102871682849035,0,0,0,0,0,0.0340180999459224,0,0,0,0,0.00246763286943042,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0111741312559349,0.198406802050885,0,0,0,0,0.139413260057896,0,0,0,0,0,0,0.295493724291588,0,0.118204608251674,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.00544492951086112,0,0,0,-0.0630259979239731,0,0,0,0,0.00479849243986155,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.357544234427463,0,0,0,0,0,0,-0.00946416063386839,-0.103599448271025,0,0.589165837196449,0,0,0.0251668760557582,0,0,0,-0.183778056746621,0,0,0,0.135125961662265,0,8.67361737988404e-19,0,0,-0.101184781211559,0,0,0.0275063267395972,0.0822138852043323,0,0,0,0,0,0,-0.0187216692786176,0,-0.00179971643106271,8.470329472543e-22,0,0,0,0.00517524454575549,0,0
X002304.SZ,0,0.125938333374217,0.281378821678581,0,0,0,0,0,0,0,0,0,0,0,-0.0236204584719088,0.206208461545208,0.115231807566475,0,0,0,0,0,0,0,0,0,0,0,-0.0685608279327197,0,0,0,0,0.0905975330142492,0.0788801390660035,0,0,0,0,0,0,-0.0365801402789905,0,0,0,0,-0.00549355759560632,0,0,0,0,-0.020175067649411,0,0,0,0,0.0240114322706671,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364238036561324,0,0,0,0,0,0,0,0,0,0.12422685092474,0,0.238868019341832,0,0,0,0,0,0,0.246427657312009,0,0.22575247549739,0,-0.00231665906872594,0,0,0,0,0,0,0,0.015194959705344,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910388150993524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536765134206887,0,0,0.091200557341156,0,0,0,0.0818635294682312,0.235949363345457,0,0.109874712754547,0.0456229113747682,0,0,0,0,0,0,0.0627784245502629,0,0
X000568.SZ,0,0.2511244941947,0,0,0,0.0175806486957464,0,0.0205746251647432,0,0,0,0,0.0220495035695957,0,0,0.231103095799875,0,0,0,0,0.0500876935399222,0,0,0,0.0402922775078004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895540226192092,0,0,0,0,0,0.0808812939199389,0,0,0,0,0,-0.0411015579499948,0,0,0,0,-0.0141617180422005,0,0
X600690.SH,0,0,0,0,0,0.154995145147083,0,-0.0565458133923274,0,0,0,0.0450274784240201,0,0.0227487018946391,0.102437763267829,0,0.0823248020380993,0.0795755111730656,0,0,0.00874675182912376,0,0.0552721411704123,0,0,0,0,0.15045641383044,0.0548908638581811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054946486253438,0.0397442814938639,0,0,0,0.0292784848237367,0,0
X600031.SH,0,0,0.361723725024237,0,0,0,0,0,0,0,0,0,0,0.15489451978527,0,0,0,0.0258422602743526,0,0.191003992063469,0,0,0,0,0,0,0,0,0.0104323168234166,0,-0.0592332094170253,0,0,0,0,0.0829887342426761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497225745439375,0.125513884652164,0,0,0,0.0837169701374447,0,0
X002475.SZ,0,0,0.00199416826868324,0,0.0597242333025546,0.117407054576078,0.0685130481147823,0.278733031401646,0,0,0,0,0,0,0.239486135112491,0,0,0,0,0,0.172783675581026,0,0,0,0,0,0,0,0,0,0,0,0,0.0606891318798917,0,0.0850764000864744,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129203745555004,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.563102689295801,0,0,0,0,0,0,0,0,0,0,0,0,0.090374189630104,0,0,0,0,0,-0.0253346687282271,0,0,0,0,0,0,0,0,0.0629306398266567,0,0,0,0.359940091476442,0,0,0,0,0.0691828058963745,0,0,-0.0139250337304283,0,0,0,0,0.0428127508918461,0,0
X600741.SH,0,0,0.353633502463445,0,0,0,0,0.0285970316347061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487461780600211,0,0,0,0,0,0.130354331710375,0,0.187957199855475,0,0,0.158213863359729,0,0,0,0,0,0.165882033681115,0,0,0,0,0,0,0.0204266052938965,0,0,0,0,0,0.014434871915087,0,0,0,0.0228634605182734,0,0
X600809.SH,0,0.312435745239944,0,0,0,0,0,0,0,0.128526768496716,0,0,0,0.0887922518739213,0,0,0.165652130908717,0.03661056227942,0,0,0.0271909989951999,0,0,0,0.126951974457293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146488973837101,0,0.0966904856688093,0,-0.05202668010849,0,0,0,0.0286595895894374,0,0,0,0,-0.0432212625566323,0,0,0,0,-0.00391914528205643,0,0
