,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X600031.SH,X000338.SZ,X300003.SZ,X000063.SZ,X002236.SZ,X600809.SH,X002008.SZ,X600271.SH,X601877.SH,X000596.SZ,X002456.SZ,X600867.SH,X300124.SZ,X600487.SH,X000100.SZ,X000625.SZ,X600566.SH,X600066.SH,X002294.SZ,X000661.SZ,X300136.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X000977.SZ,X002180.SZ,X600498.SH,X002241.SZ,X002007.SZ,X000981.SZ,X000869.SZ,X000050.SZ,X600522.SH,X002508.SZ,X002049.SZ,X300146.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.35228207286314,0,0,0,0,0,0.105932182708064,0,0.0110680471859703,0,0,0,0.0385045532128974,0,0,0,0.0295751855403304,0,0,0,0,0,0,0,0,0,0.0182166706550146,0.0249827858385033,0,0,0,0,0.071211349254081,0,0,0,0,0,0,0,0,0.0139440441838459,0.0452743851704601,0,0,0,0.0151597222778394,0,-0.00293412536272892,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.215466389617583,0,0,0,0,0.0541986671563429,0,0,0.0194339508829518,0.144036728724853,0.10616137517511,0,0,0,0,0,0,0,0,0,0,0,0.00397996858621674,-0.0349667962673207,0,0,0,0.00061335049811843,0,0,0.133838174553778,0,-0.118172101180375,0,0,-0.197643055953648,-0.0512708080670138,0,0,0,0,0,0,-0.0202704712672181,0,0,0,0.0188425935006095,0.0254211966102108,0.0378739829694134,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0512394575332854,0,0,0,0,0,0,0,0,-0.102249021419501,0.155561999286066,0,0.0524815662872412,0,0,0.00806411627740595,0,0,0,0.0458944653718924,0,0,0,0,0,0,0.0795079967134021,0,0,0,0,0,0,0,-0.0191286496172212,0,0,0,0,0.169831354408122,0,0,0.0267019924205244,0,0.00470903714812849,0.0100515956489949,0,0,0,0,0,0
X000858.SZ,0.24881349910937,0.0334022282665489,0,0,0,0.115453343670581,0.266463091707563,0,0.143516522743882,0,0,0.0545908073203507,0.0274130372484172,0,0,0,0,0.102049695016514,0,0.00403477372394277,0,0,0.118772420483211,0,0,0,0,0,0,-0.0791914144563984,0,0,0,0,0,0,0,0,0,0,0,0.00786225756423896,0,0,0,0,0,0.0261208457483999,0,0,0,0.00800103716745199,-0.017890641345774,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.02627772551876,0.283817248060002,0,0,0,0,0.119047265686959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058039203669723,0,-0.0283344345883981,0,0,0,0,0.154237070362614,0,0,0.131079503423576,0,0.00907715330769326,0.0041175264635311,0,0,0,0,0,0
X600276.SH,0,0,0.00235644555111016,0.072932652991448,0,0,0,0,0,0.0594371726237968,0,0,0,0,0,0,-0.101132241311504,0,0,0,0,0,0,0,0,0.194984555519281,1.73472347597681e-18,0,0,0.0948148382094024,0.0605023215634539,0.234997774990776,0.177902690817111,0,0,0.0821913518760021,0,0,0,0,0.0257940718179063,0.0181722036642594,0,0,0,0,0,0,0,0,0,0.0209896056695279,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.20631527672602,0,0,0,0,0.208606078371096,0.211331206291904,0,0,0,0,0.012654345560451,0.162161268361814,-0.0812173377916804,0,0.188475157597032,0,0,0.0970439592475392,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887066383343467,0,0,0,0,0,0,0,0,0,0,0,0,-0.188963264615915,0.12133412659256,0,0.0122119389557035,0.00226427724971567,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139297343726314,0,0,0,0,0,0.126281632782128,0.106994991112704,0,0,0,0,0,0.0359333991138693,0,0.034518960200394,0,0.0352594753952876,0,0,0.0784394411379769,0,0,0,0.0926062350822144,0.0310271867946387,0,0.143820787978413,0,0,0,0.00712109985376649,-0.0160878528400479,0,0,0,0,0,0
X600690.SH,0.157210687866408,0,0,0.252958695938213,0.203227015297089,0,0,0,0,0,0,0,0.0694711602927528,0,0,0,0,0.0756721338258413,0,0,0,0,0,0.0215975207766414,0.0725544209754632,0,0,0,0,0,0,0,0,0,0.126250440333019,0,0,-0.0918426663699619,0,0,0,0,0,0.193898465754249,0.0910485368729692,0,0.0852987689541315,-0.119939859214118,0,0,0,-0.00657213327916299,0.0100013021309426,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0536958849515148,0,0,0.129584832264052,0,0.0381445236815432,0,0,0,0,0.0825148199406837,0,0,0,0,0,0,0,0,0.28444737566468,0,0,0,0.0831796736052087,0,0,0,0,0,0,0,0,0,0,0,0.00270465581305587,0,0,0,0,0,0,0,0,0,0,0,0,0.0291497365481842,0.00234066701231708,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.000851483344527899,0.0927090640245705,0,0,0.0483350140201454,0.114666711729192,0,0,0,0.109089061898846,0,0.167360180543715,0,0,0.0301795088761391,0,0,0.0740512151220201,0,0,0,0,0,0,0.133823620655605,0,0,0,0,0,0,0,0,0,0.078957929920055,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0.16797001539054,0,0,0.0900937762615879,0,0,0.0845748184296058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547653540763355,0,0.0350301551143219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115759612998912,0,0,0,-0.028375797976289,0,0,0.0133632675439062,0.00435616850881031,0,0,0,0.102653768657394,0,0
