,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600809.SH,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X000651.SZ,X600104.SH,X000725.SZ,X300014.SZ,X600031.SH,X300124.SZ,X002241.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600460.SH,X600089.SH,X002180.SZ,X002074.SZ,X000661.SZ,X000157.SZ,X600702.SH,X002236.SZ,X000733.SZ,X600884.SH,X600522.SH,X000799.SZ,X002008.SZ,X002414.SZ,X601799.SH,X600779.SH,X600584.SH,X002007.SZ,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.618248766234611,0,0,0,0,0,0,0,-0.0211255562967082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941048647782139,0,0,0,0,0,0.00946941504426019,0,0,0,0.0207418480004731,0,0,0.0520773296226105,0,0,0,-0.0309450162109914,0,0,0,0,0.00277643438740446,0,0,0,0,0,-0.0225297511358701,-0.00174806504418954,0,0,0,0,0,0
X000858.SZ,0.135364944771186,0,0,0.0650278561296049,0,0.168483909714921,0,0,0.0192573504489313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823446758321781,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0260199327863397,0.0277355805193574,0,0,0,0.129877014581847,0.0299275810228368,0,0,-0.0158648813647397,0.0775226562378819,0,0,0,0,0,0,0,0,0,0.00848996928519053,0,0,0,0,0,0,0
X002415.SZ,0,0.089164924957499,0,0.0922708084814721,0.0248510382011117,0,0,0,0.00556299751166338,0,0,0,0,-0.0676113777792372,0,0,0,0.18694574614838,0,0,0,0.0265531362867922,0,0,0,0,0,0,0,0,0,-0.172747202121021,0,0,0,0,-0.19114085989979,0.164392399168942,0,0.108609458164128,0,0,0,0,0,0,0,0,0,0,0,0,-0.007161809466295,0,0,0,0,0,0
X002475.SZ,0.145087149286767,0,0.095647306360146,0,0,0,0.0931876788702633,0,0,0,0,0,0,0,0.12216732383505,0.459604989788184,0,-1.73472347597681e-18,0,0,0,0.0551330752808304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191987644971532,-0.235322910393532,0,0.00175618291744629,0,0,0,0,0,0,0,-0.0105416047749367,0,0,0,0,-0.0290879614254589,0,0
X600809.SH,0,0,0,-0.0547233281652413,0,0.310934705062882,0,0,0,0,0,0,0,0,-0.0870670109226531,0,0,0,0,0,-0.274307101861303,0,0,0,0,0,0,0,0,-0.00503669785250171,0,0,0,0,0,0,0.268341979613422,0.0120790632399292,0,0,0,0,0,0.0185740884204448,0,0.017416809610227,0,0,0,0,0,0.0516973579053375,0,0,0,0,0.0560324083484664,0,0
X000568.SZ,0.160356799479488,0.0981985070303225,0,0,0,0,0,0,0,0.1987879455313,0,0,0,0,0.00917904932545061,0,0,0,0,0,0,0,-0.0156741452494807,0.230149353291366,0,0,-0.0108317940792251,0,0,0,0,0,0,0,0.165268779094397,0,0,0,0,0,-0.012978211114495,0,0,-0.249145702181304,0,0.280859596189175,0,0,0,0,0,0,0.00850669989195858,0,0,0,0,0,0
X600276.SH,0,0,0.0621621527010773,0.163388215746481,0,0,0,0.15470911673698,0,0,0,0,-0.107195333863277,0,0,0,0,0,0,0,0,0,0,-0.00879131080394182,0,0,-0.18557950474227,0,0,0.0960362988636418,0,-0.0874600806028289,0,-0.0690113666864049,0.0705760937955549,0,0,0,0,0,0.10670987528396,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0287809455123678,-0.00203061783322878,0,0,0,0,0,0
X600690.SH,0,0.130188688174127,0,0,0,0,0.160614267301392,0,0,0.114886886509005,0,0,0,0.227397742694444,0,0,0,0,0,0,0.0831014360141719,0,0,0,0,0,0,0,0,0.0134076272584202,0,0,0,0.053127374898222,0,0,0.0199878341930099,0,-0.0177704361813491,0,0.0389429178531561,0,0,0,0,0.134440159370633,0.0999587952776679,0,0,0,0,-0.0187721802658321,0,0,0,0,0,0,0
X002304.SZ,0,0.133596790105888,0.0127380764183544,0,0,0,0,0.0509097556514404,0,0,0,0,-0.0786604131736835,0,-0.0113775494515617,0,0,0.157272813635676,0,0,0,0.0656359844509473,0,0.114013906195089,0,0,0,0.0287553423437462,0,0,0,0,0,0,-0.067500567144325,0,0,0,0,0,-0.0394896821699518,0,-0.00590922603295077,0,0,0,0,0,0,0,0,0.00838030014034926,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0844625813985402,0,0,0,0,0,0,-0.0305409013913769,0.181491834277024,0.208028481488445,0,0,0,0,0,0,0,0,0.00636341141545004,0,0,0,0,0,-0.0292802577348349,0,0,0,-0.0385597801494816,0.0118978733429204,0,0,0,0,0,-0.00111508075206215,0.0237104122196495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775972418295741,0,0
X600104.SH,0,0,0,0.0899645210302928,0,0.107200328805467,0,0,0,0,0,0,-0.0569319414782262,0.137944024080242,0,0,0,-0.12184001565872,0,0,0.083021547622605,0,0,0,0,0.13590786794118,0,0,0,-0.0116388609980729,0,0,0,-0.000267638979668855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00747938548805568,0,0,0,0,-0.0479067134096063,0,0
X000725.SZ,0,0,0,0.0410412203540914,0,0,0.0367369078248044,0.0553539891442473,0,0,0.0226416932787399,0,0,0,0,0,0,0,0,0,0.0584672091964238,0,0,0,0,0,0.0140605981703279,0,0.284422751296675,-0.0264004805369309,0.00976737409054464,0,0,0,0,0,0,0,0,0,0,-0.0188143049311338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139284495319529,0,0,0,0.14574566387317,0,0,0,0.111215168150699,0.15773472601446,0.0824651546925293,0,0.242389168507792,0.185421636730722,0,0,0,0,0.230360031892852,0,0,0,0,0.154462212934694,0,0,0,0,-0.177906525938922,0.0390663979776616,0,-0.0150121610047364,0,0,0,-8.67361737988404e-19,0,0
X600031.SH,0,0,0,0,-0.0997645026327122,0,0,0.0524519539851246,0,0.214482310638859,0.00208566243884543,0,-0.0306962464678527,0,0.016200662819495,0,0,-0.025104519219179,0,0,0.160026682538586,0,0,0,0,0,0,0,0,0.0206551998132898,0,0,0,0,0,0.3489875627718,0,0,0,0,0,0,0,0,0,0,0,0.0179923314223303,0,0,0,-0.0187300991400482,-0.0318285785424752,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.115542005982557,0.646077927070659,0,0,0,0.0763855493697621,0,0,0,0,0,0,0,0,0,0,0,0,0.115291375176897,0.0331987712576691,0,0,-0.0290912267325354,0,0,0,0,0.065299543647177,0,0.0404563752283933,0,0.280308530743925,0,0,0,0,0,0,0,0,-0.0298080242870806,-0.0933883395073772,0,0,0.0131221440464916,0,0
X002241.SZ,0,0,0,0.359563128269129,-0.166382588188878,0,0,0,0,0,0,0,0.300988648851132,0.233462140826307,0,0,0,0,0,0.252596586368607,0,0,0,0,0,0,0,0.159133430983559,0,0,0.217043957192421,0,0,0,0,0,0,0,0,0.0344639571034437,0.124797961553229,0,0,0,0,0,0,0,0,0.404216283423727,0,0,0.0343104889232336,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0155745972160746,0,0.0765031259561895,0,0,0,0,-0.0358803004324801,0,0,0,0.0242681733249775,0,0,0,0,0,0.148478920339091,0,0.121927944435178,0,0,0,0,0,0,0,0,0.156258035349509,0,0,0,0,0.0831842175248146,-0.0674243385274722,0,0,-0.0436643260695541,0,0,0,0.0177978325076888,0,0,0,0,0,0,0.0164671783626402,0.00404456618475606,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296701474075756,-0.193770314122967,0,0,0,0,0.455300334975848,0.152891737992423,0,0,0,0,0,0,0.113799767371186,0,-0.0312761924439436,0,0.26242131689237,0,0,0,0,0,0,0.146778210118979,0.0147971319483228,-0.074711944108393,0,0,0,0,-0.155025469211685,0,0
