,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X000568.SZ,X000651.SZ,X002304.SZ,X600104.SH,X600690.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002371.SZ,X000625.SZ,X000661.SZ,X000338.SZ,X600703.SH,X000063.SZ,X002241.SZ,X003816.SZ,X002129.SZ,X000100.SZ,X000596.SZ,X002049.SZ,X300142.SZ,X002179.SZ,X600460.SH,X000799.SZ,X600741.SH,X600584.SH,X000157.SZ,X601877.SH,X600702.SH,X600779.SH,X002007.SZ,X002414.SZ,X002074.SZ,X002236.SZ,X601799.SH,X600183.SH,X300003.SZ,X000800.SZ,X600089.SH,X300146.SZ,X600884.SH,X002508.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0551241809152931,0,0,0,0.236231393653013,0.0524588478337043,0,0.0186761662724682,0,0,0,0,0,0,0,0,0.0251739168953141,0,0,0,0,0,0.0392475193707572,0,0,0,0,0,-0.0490402538942725,0.0716072211367436,0,0,0,0,0.0604798752159493,0,0,0,0,0,0,0,0,0,0,0,0,-0.0946625700088817,0.0345229478915619,0,0,0.0285603893220013,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0788531345650313,0,0,0.34445894722443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614003037748773,0.0788357642147358,0,0,0,0,-3.46944695195361e-18,0,0,-0.135847800149043,0.125309802027095,0,0,0,0,0,0,0.203159468760747,0,0,0,0,0,-0.0237903970421178,0,0,0,0,0,0
X002415.SZ,0,0,0,0.152208388667387,0,0,0,0,0,0,0.164648043155573,0.0562024506497348,0,0.0213879604737849,0,0,0.0767515289710158,0,0,0,0,0.0093591648823837,0,0,0,0.00501380914317001,0,0,0,0,0.090883062898791,0,0,0,0,0,0,0,0,0,0.0524857133222506,0.0281235391546375,0,0,0,0,0,0,0,0.0953313550373842,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.00246536398336171,0,0,0,0.00258606371084054,0,0,0,0,0,0.159822926048724,-0.0325367448988231,0,0,0,0,0.225309286732895,0,0,0,0,0,0,0.0971258743105659,-0.191199982021091,0,0,0,0,0,0.000739514572165544,0,-0.282133586482526,0,0,0,0,0,0,0,0,0,0.0320557220241426,0,0,0,0,0.0792918277805194,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,-0.192810163605158,0.155159517693912,0,0,-0.0183948766948567,0,0,0.1318418625531,0,0,0,0,0,0,0,0,-0.141327904892685,0,0,0,0.0113018343437761,0,-0.0399665840826252,0.490386464271001,0,0,0,0,0,0.0603606804878832,0,0.0153223268681026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811376149574196,0,0,0,0,0,0
X002475.SZ,0.264703372879893,0,0,0,0,0,0,0,0.00509472455729593,0,0,0.143164057080434,0,0,0,-3.46944695195361e-18,0,0,0,0.0523300416764054,0,-1.73472347597681e-18,0,0,0,-0.0278674491564747,0,0,0,0.0135576870537515,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214688888099353,0.0171936989123993,0,0,0,0,0,0
X000568.SZ,0,0.77041906229674,0,0,0.0248540290558982,0,0,0,0.029813673323129,-0.230299619537905,0,0,0,0,0.01333920207969,0,0,0,0,0,0,0,0,0,0,0.17236542032692,0,0,0,0,0,0,0.0744071799548763,0,0,0,0,0,0,0,0,0.00929662196189372,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0201095800698222,0,0,0,-0.0183759374444607,0,0
X000651.SZ,0,0,0,0,0,-0.0468033704068276,0,0,0,0,0.209235534686227,0,0,0,0,0,0.0250210864759119,0.0447567868793775,0,0,0.198043636784444,0,0,0,0,-0.0645917936841843,0,-0.0462879100783963,-0.0197168479597248,0,0,0.0312614675154591,0,0,0,0.0820372663055991,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0475505444083119,0,0,0,0,0,0,0.0792028268892471,0,0,0,-0.0677235771421119,0,0
X002304.SZ,0,0,0,0.0575633794901294,0.395655975831173,0,0.0169887396987252,0,0,0,0,-0.254138116093289,0,0,0,-0.14077573697831,0,0,0,0.538210540056744,0,0,0,-0.0553452279076661,0,0,0,0,0.202082107302672,0,0,0,0,0,0,0,0,0.0517172798923097,0,0.084653267107679,0,0,0,0,0,0,0.0623427022902091,0,0,0.0281748161272221,0,-0.214874742935489,0.140680948432642,0,0,0,0.0107784907535608,0,0
X600104.SH,0,0,0,0,0,0.0144160479951973,0,0,0,0,0,0.0181120978722254,0,0.0814657016783337,0.0263368892219497,0.00358347785220279,0.0679659001193352,0,0,0,0,0,0,0,0.0892759362253283,-0.0242775083183768,0,0.131967675830477,0,0,-0.0645340997214823,0,0,0,0,0.0741531897007289,0,0,0,0,0,0,0,0,0.0164994417961933,0,0,0,0,0,0,0.0947419254801565,0,0,0,0,0,0,0
