,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000661.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X601799.SH,X002463.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X002180.SZ,X300142.SZ,X600460.SH,X000066.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.121793618453858,0.167314288517851,0,0.110067846950733,0,0,0,0,0.0537851903250822,0,0,0,0,0,0,0,0,0.00823562447490279,0,0.030649293073346,0.0353373286073306,0,0,0.0627721008864752,0,0,0,-0.0394469847589817,0,0,0,0,0,0,0,0,0.0262759140713944,0.0369001386469535,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802939056974858,0.11190901002473,0,0,0,0,0,0
X000858.SZ,0,0,0.532221981806295,0,0,-0.0146379516855378,0,0,0,0,0,0,0,0,0,0.0846488822619654,0,0.0252421212448503,0.0687605818568026,0,0,0,0,0,0,0,0,0,-0.04464495367137,0,0,0,0,0,0,0,-0.0205575081079444,0.0627508319591287,0,0,-0.17768856956413,0,0,0,0,0.160214555566837,0.0863927938809179,0,0,0,-0.00503509090615069,-0.0129319095425891,0,0,0,0,0,0,0
X000568.SZ,0.160260259100764,0.226130199314609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389812289843328,0,0.080476058636991,-0.0248359641001546,0,0,0,0,0,0,0,0,0,-0.0295777786577937,0,0,0,0,0,0,0,0,0.185139633917124,0,0,0,0.0506336386415056,0,0,-0.136973014871788,0,0,0,0,-0.0757088966148186,0,0.0289094138604313,0.00921011236302326,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.325291218730134,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.222912545469335,0,0,0,0,0.417040180777518,0,0,0,-0.000108730635730105,0.0127444617682725,0,0,-0.257960616683274,0,0,0,-0.0714953150753721,-0.0692069184387783,0,-0.119259988018929,0,0.0867667398661047,0,0.0580805362648309,0,0,0,0,-0.00423708328243736,0,0,0,0,0,0
X600809.SH,0,0,0,0.0365592433979683,0,0,-0.0916568384241278,0,0,0,0,0,-0.191593953971974,0,0,0,0.029930028053354,0.00893738858554513,0.0165749347820845,0,0.00280780472554889,0.12051587268567,0,0,0,0.147568620427236,0,0,0.0583270890795909,0.0195182493353399,0,0,0,0,0.0565728925280233,0,0.0589530031829095,0.342800542356818,0,0,-0.0436638035674109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0435927890838248,0,0,0,0,0,0,0,0,0.0832903785163627,0,-0.10112262239983,-0.132820475826895,0,0,0,0,0,-0.206001455398893,0,0,0,-0.365238774364455,0,0,0,0.235963889573438,0.451055750203279,0,0,0,0,0,0,0,0,0,0,0.202754628528652,0,0,0,0,0.0682986001552388,0,-0.0481757334512241,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0598851674468167,0,0,0,0,0,0,0.0708965020943459,0,0,0,0,0,0,0,-0.0475500880740142,0,0,0,0,0.092000861792469,0.178633272631591,0,0,0,0,0,0.0812878489745038,0.25679305357204,0,0,0.556516438526356,0,0,0,0,0,0,0,0,0,0,0,-0.0797080580437079,0,0,0,0,0.0118706066847303,0,0,0,0,0,0,0
X600690.SH,0,0.107322439824714,0,0,0,0,0.00513010436974291,0,0,0.104993631188475,0,0,0,0,0,0,0.146980635447917,0,0,0,0.133624348593941,0,0,0,0.0163805637595358,0,0,0,0,0,0,0,0.0161767896229663,0,0,0.0200423651247003,-0.0492134886007302,0.0370095101565962,0,0,0,0,0,0,0,0,0,0,0,0,-0.0763229186626935,0,0,0,0,0,0,0,0
X002304.SZ,0,0.489404576339412,3.3897940014432e-05,0,0.0804968332716125,0,-0.0307105672783583,0,0,0,0,0,0,0,0,0.0413763224684909,0,0,0.0481053425824739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596107080648078,0,0,0,0,0,0,0,0.00281484601436564,0,0,0,0,0,0.00589069073905795,0,-0.151969866784304,0,0,0,0,0
X000651.SZ,0,0.0775751515708534,0,0,0,0,0.119941119518552,0.285106176120636,0,0,0,0,0,0,0,0,0.0857622564018264,0,0.120414826798813,0,0,0,0,0,0,0,0,0,-0.117014348627694,0,0,0,-4.33680868994202e-19,0,-0.0130709031928444,0,0,0,0.000859306682481062,0,0,-0.0202938761269311,0,0,0,0.0797623004217057,0,0,0,0,0,0,0,0.000650182426160029,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.231044038357693,0,0,0,0,0,0,0,0,0,0.0445988710852826,0.20095978288922,0,0.0793666046522934,0,0,0,0,0.118276235392207,-0.0450948060242067,-0.0396096262810343,0,0,0,0,0,0.106288062350536,-0.0660758825971156,0,0,0,0,0,0.21467325161663,0,0,-0.0242398746203921,0,0,0,0.224961664755253,0,0,0,0,0,0,-0.0596749414450195,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0526207339969284,0,0,0,0,0,0,0,0,0,0,0,0.0982131671969712,0.126579997103888,0,0,0,-0.144098748012974,0.0159334350338654,0,0,0,0,0.148967860711121,0.214843130963334,0,0,0,0,0,0,0,0,0.0425646149463464,0,0,0,0,0,0,0.0308013435272128,0,0,0,-0.0340610736164951,-0.00899903188189449,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.424047003899482,0.79197937089946,0,0,0,0,0,0,0,0,0.646835625615321,0,0,-0.423051307909461,0,0,0.204967149611289,0.0699953374209421,0,0,0,0,0,0,0,0,0,0.0602091943939922,0.0350902594753452,0,0,0.0675632128759878,0,0.279113320416645,0,0,-0.305766327112101,0.0398074961944098,0,0,0,0,0,0,0.179791411031106,0,0,-0.134943748072565,0,0.0582597830792405,-0.156637236357424,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.1062590762545,0,0.0477547870375529,0,0,0,0,0,0,0,0,-0.17482077362004,0,0,-0.143620776259095,0,0,0,-0.0585922662382603,0,0,0.0455885771731211,0,0,0,0,-0.0230365460647794,-0.00652752545926431,0,0.415476942409488,0,0,0,0,-0.0520927150719061,0,0,0.0230148279017104,0,-0.0201069008505983,0,0,0.0411220378431516,0,0,-0.0127319935566876,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0664385179687096,0,0,0,0,0,0,0,0,0,0,0,0,0.00686614064295371,0,-0.0141651197770304,0,0,0,0,0.153947281938406,0,0,0,0,0.0858395562951795,0,0.0259248849764233,0,0,0,0.270915472284638,0,0,0,0.180901952614204,0.0629401079822758,0,0,0,0,0,0,0,0,0,-0.0355211274940804,0,0,0,0,0,0,0
X000596.SZ,0,0,0.480674635354958,0,0,0.0299985051612509,0,0,0,0,0.0417925572402046,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319108976190457,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0384616551169828,0,0,0,0,0,0,0,-0.0166236719158551,0,0,0,0,0.0376565651698961,0,0,0,0,0.0588897587183429,-0.00656910753168846,0,0,0,0,0,0
