,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000661.SZ,X600809.SH,X000596.SZ,X601877.SH,X002236.SZ,X600183.SH,X600703.SH,X000157.SZ,X000100.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X300124.SZ,X600271.SH,X002179.SZ,X000625.SZ,X600498.SH,X002241.SZ,X002506.SZ,X600177.SH,X002129.SZ,X002463.SZ,X600867.SH,X300014.SZ,X002008.SZ,X600487.SH,X600066.SH,X300146.SZ,X002049.SZ,X300136.SZ,X000050.SZ,X002371.SZ,X000977.SZ,X600118.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.289213579839311,0.282002231695397,0,0,0.158356119682435,0,0,0,0,0,0.012490904410877,0,0,0,0.0823879290702134,0,0,0,0,-0.00626109828327968,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476268726598217,0,0,0,0.0543362481217315,0,0,0,0,0,0.0542546818348668,0,0,0,0,0,0,0,-0.00523024193832724,0.035485450805657,0,0,0,0,0,0
X000858.SZ,0.0468939542804995,0,0,0,0,0,0.471847643625268,0,0,0.150236801710413,0,0.10686660114157,0,0.155541812523355,0,0,0,0.0564800910664627,0,0,0,-0.0142387627177274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033839002115144,-0.0340594608798983,0,0,0,0,0,0,0,0,0,0.0671141387858139,0,0,0,0,-0.0103536285409225,-0.00475822236029221,0,0,0,-0.0669663973427881,0,0
X000651.SZ,0,0.000404829093604761,0,0,0,0,0.302846917832265,0,0.0441243397470735,3.46944695195361e-18,0,0.128023784760401,0,0,0.0536137383690523,0.0602360787955285,0.0730923955053582,0,0,0,0,0,0,0,0.0976275420611626,0,0.03856010058009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237660117705254,0,0.0258450592171082,-8.67361737988404e-19,0,0,0,-0.0623256859414719,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.186664263389475,0,0,0,0.0486621479781664,0,0,0,0,0.128811270741304,0,0,0,0.281508444829503,0,0.136147266394489,0,0,0,0,0,-0.0737431469579677,0,0,0,1.73472347597681e-18,0.117845657865807,0,0,0,0,0,0.100556001848302,0,0,0,0,0,-0.135157798375565,0.0258961301146767,0,-0.0184567521151347,0,0,0,0.0287327139121353,0,0
X600104.SH,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00917706781770016,0,0,0.210996594147243,0,0,0,0,0,-0.1396333281324,-0.00552257765338808,0,0,0,0.0644697024235505,0,0,0,0,0.179388323289343,0,0,0,0,0,0,0,0.122348575086815,0,0,0,0,0,0,0,0,0.0596183962916007,0,0.0573538920365538,-0.164497850538808,-0.00224733907865783,-0.00987062745770834,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.149200087169529,0,0,0,0,0,0,0,0.549367549680301,0,-0.00617899294976621,0,0,0.0897765175901317,0,0,0,0,0,0,0,0.238783813414733,0,0,0.236191532238502,0,0.0402362147505713,0,0,0.0145444439956597,-0.0567100995459628,0,0,0,-0.0392319671521619,0,0,-0.0411320844560606,-0.0644422788024028,0,-0.0150008604966808,-0.00476967105965628,0,0,0,0.0875622227991804,0,0
X002304.SZ,0,0.038346427796947,0,0.0477349747245044,0,0,0,0,0,0.18050952201537,0,0,0,0,0.142777658385725,0,0,0.109021437797108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116905487896307,0,0,0.0561280420387587,0,0,0,0,0,0,0,0,0,0,-0.0206524763880968,0.151152890720016,-0.014426322873231,0.0428778445719277,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.183435748870522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521881209148397,0,0.00227161406899503,0,0,0,0,0,0,0,0,0,0,0,0,0.0770057858331952,-0.0504917092920425,-0.00748704669297476,0,0,0,0,1.0842021724855e-19,0,0.376539274604345,0.0129941498401776,0,0,0.0379166722552041,0,-0.00897780517983864,0.0799763941841031,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.303900971659269,0,0,0,0,0,0,0,0,0.127412264548943,0,0.0934087434083147,0,0,0.0663034407702252,-0.0611678524077862,0,0,-0.192675143413252,0,0.173305317902906,0,0,0,0,0,0,0.0309739316199291,0.140111589400327,0,0,0,0.052445099282366,0.0955392707145618,0,-0.00207981983663955,0,0,0.184442090064682,0,0.0497607715124779,0,0,0,0,-0.0192872650271108,0,0
X000568.SZ,0,0.629572762087762,0,0,0,0.0640902757202477,0,0,0.0193751029458173,0,0,0,0,0,0,0.173352839264131,0,0.0505882665782072,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528886652378274,0,-0.0751782973469993,0,0,0,0,0,0,0.0420538591036204,0,0,0,0,0,0,0,-0.0773466986146177,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0914760580513545,0,0
