,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X600276.SH,X600372.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X002475.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X601877.SH,X000550.SZ,X002129.SZ,X000568.SZ,X600066.SH,X002294.SZ,X002456.SZ,X600271.SH,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X000400.SZ,X000800.SZ,X000869.SZ,X002038.SZ,X600839.SH,X002049.SZ,X600566.SH,X000977.SZ,X000623.SZ,X002008.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.032770445340568,0,0.0396974362772676,0,0,0.00787577730113411,0,0,0,0,0,0,0,0.317845648766171,0.0436543813011277,0,0,0,0,-0.00423589110124285,0,0.0174653654895721,0,0,-8.67361737988404e-19,0,0,0,0.0926253801221777,0,0,0.039477071132606,0,0,0.0632026319364594,0.0732863113802731,0,0,0,0,0,0,0,0.107122790557074,0,0,0,0.0116301501947715,0,0,0,0,0,0,0
X600519.SH,0.14541077095351,0,0,0,0.0336234543525016,0.222774783057352,0,0.0517105405847027,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0224115109306639,0,0,0,0,0,2.16840434497101e-19,0,-0.029043798544197,0,0,0,0,-0.0373064308203857,0,0,0,0,0,-0.0192588742834758,0,0,0,0,0,0,0,0,-0.0104054252087765,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358100189901274,0.0133184903107165,-0.0129750048568808,0.105580927711952,0,-0.010497476799697,0,0,0,0.0949496785873905,0.0237908438838894,0,0,0,0,0,0,0.0209655006487687,0,0.0498709362505408,0,0.0575167507213397,0,0,0,0,0,0,0,0,0,0,0,0.0442632849532746,-0.0277336361182656,0,0,0,0,0,0
X000651.SZ,0.0184578961862863,0,0,0,0,0.141605936957207,0,0,0,0,0,0.192351706341003,0,0,0,0,0,0,0,0,0,0,0,-0.0138327728478029,0,-0.0592309024090126,0,0,0,0.26756037153372,0,0,0,0,0.0222926717995465,0,0,0,0,0,0,0,0,-0.0181374450159462,0,0,0,-0.0248088797379515,0.0580039064568547,0,0,0,0.007391601605355,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0629133303167027,0,0,0,0,0,0,0,0,0,0.410664656617459,0,0,0,0,0,0.0588070204258903,0,0,0,0,0,0,0,0,0,0,0,0,0.0707143290292458,0,0,0,0,0.124750859488553,0,0,0,0.0717364547652072,0,0,0,-0.0498368346873482,0.0711136759812777,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.306204171828172,0,0.00540193669024092,0,0,0.00144406723072959,0,0,0,0,0.167709781371454,0,0,0,0,0,-0.104626154217142,0,0,0,0,0,0.174234031078188,0,0,0,0,0.110035655377703,0,0,0,0,0,0,0,0,0,0,0.000297882561442824,0,0,0,0,0,-0.003362027737901,0,0,0,0,0,0,0
X000625.SZ,0.462809993149116,0,0,0,0,0,0,0,0,0,0,0,0.00784260117758175,0,0,0,0.247088303813668,0,0,0,0,-0.0259700014094289,0,0,0.0724305725139371,0.025345205975249,0,0,0,0,0.161949020794232,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745033669382723,0,0.0465883657428629,0,0,0,0,-0.0104374315045995,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0466374671463386,0,0,0.0322013045881016,0,0,0,0,0.223750475044043,0,0,0,0,0,-0.0330726869566126,0,0,0,0,0,0,0,0,0,0,0,0,0.0459516723935294,0.0625991824877613,0,0,0.256251550555245,0,0,0,0.00205883936024154,0,0,0,0,0,0,0.00487030014340053,-0.0176446750568032,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309416473134381,0,0,0.00816464194522952,0.0243611776876098,0,0,0,0,0.119530301045713,0.0316454563031287,0,0,0,0,0,0.0204566635863933,0,0,0,0,0,0,0,0,0,-0.0911222266649633,0,0,-0.0489529249255314,0,0,0.0824096114405489,0,0,0.0172962562161734,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369845947624957,0,0,0,0.0531894827463923,0,-0.0136982633338313,0,-0.0905137280289761,0,0,0.105863037120131,0,0,0,0.245024376486575,0,0,0,0,0.324495618613408,0,0,0,0.022131109412384,0,0,0,0,0,0.0237656454895365,0,0.0544280451920697,0,0,0,0,0,0,0.0475019495587365,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.040309758932584,0.0975174445530285,0,0,0.0150705249586004,0,0,0,0,0,0,0,0,0,0.0296289092790376,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0470310432151039,0,0,0,0.170060952767741,0,0,0,0.04484393528964,0,0,0.0597131862159508,0.0766404705019446,0.00383623528619232,0.0436006200498714,0,0.0223109588691368,0,0,0.00762350255775616,0,0,0,0,0,0,0
X600690.SH,0.323185052471963,0,0,0.0598748310746335,0,0,0,0,0,0.0604932145470034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042316673167792,0,-0.152502988813601,0,0.0379495702656648,0,0,0,0,0,0,0,0,0,0.0712121056652374,0,0,0.102308654635108,-0.0199614718238848,-0.0370587089622137,0,0,0,0,0,0,0,0.0435564774184689,0,0,0,0,0,-0.0174263428827046
X600031.SH,0,0,0,0,0,0,0.0696883776770824,0,0,0,0,0.060912719297734,0,0,0,0.532345050331532,0,0.0181774889608156,0,0,0,0,0,0,0.0409457318046319,0,0,0,0,0.197986389339885,0,0,0.0079280579855818,0,0,0,0,0.0257243658538016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953719696766927,-0.0294810325999153,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172654197433263,0.066724742257028,0,0,0.00916914870265509,0,0,0,0.0481644169406471,0,0,0,0,0.033904285637953,0,0,0.13890548334035,0,0.0952838193324264,0,0,0,0,0.0339570114497046,0,0.170441466463719,1.73472347597681e-18,0,0.168115130325345,0,0,0,-0.0427796768366968,0.0331703552878311,0,0,0,0,0,0
X000338.SZ,-0.0967131726451933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221149527774819,0,0.0176953963767055,0,0,0,0.00635450637991989,0.101887741598433,0.0301537619844692,0.0235209130730612,-0.0741283610528289,0,0.202880620781842,0.152420515249378,0,0,0,0,0,0,0,0,0,0.0247176503567503,0,0.0116075481992697,0,0.0523678688263605,0,0,0.00680967182956722,0,0.0448402746504346,0,0.00402094345261345,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0.0595206893076748,0.0416792193940645,0,0,0.00832500806284985,0,0,0.301528330590691,0,0,0,0,0,0,0,0,0,0,-0.0141529787936441,0,0,0,0,0,0,0.11644040217792,0,0,0,0,0,0,0.0456357241905104,0,0.0300422488050946,0,0,0,0,0,0,0,-0.0130837013264498,0,0,0,0.00639255559689325,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.168408993042909,0,0,0,0,0,-0.0753617280097848,0,-0.210737204566048,0,0,0,0,0.0292924841455494,0,0,0,0.0846244457274833,0.128557089186944,0,0,0,0,0,0,0,0,0,0.116476109638621,0,0.10132147026768,0,0,0,0,0,0.0401627850539987,0.139034514065983,0,0,0,0,0,0,0,0.0155558740147706,-0.0264259237643668,0,0,0,0,0,0
X600741.SH,0.0911450767273425,0,0,0,0,0,0.155245420144241,0.263211672973493,0,-0.0112958931793791,0,0,0.0124629744396202,0,0.0367323997708767,0,0,0,0,0,0,0,0,0,0,0,0,0.0154497222900509,0,0.0166439099850533,0,0,0,0,0,0,0.10889157183461,0,0,0.094539830127584,0,0,0,0,0,-0.0523200303875205,0,0,0,0,0,-0.0464331443677353,0.0402503269151149,0,0,0,0,0,0
X600089.SH,0.245389165741906,0,0,0,0.00985270848394977,0,0,0,0,0.0224736682039817,0,0.125440177121783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495909193398777,0,0.0807674431518982,0.0126250657306922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683241197080338,0,0,0,0.11484870133788,0,0,0,-0.0222680307809785,0.0119561969869106,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.322167172254308,0,0,0,0,-0.0387398933996949,0,0,0,0,-0.0588888961606575,0,0,0,0,0,0,-0.0116141920376754,0,0.0486055074644127,0,0,0,0,0.0418027714616631,0,0,0,0.0835625258709698,0,0,0.126894792826331,0,0.0952038793529719,0,0,0,0.19700571357732,0.0821418855701498,0.216058924829545,0.325489731980386,-0.0559283667929624,0,0,0,0,0,-0.0380818786015884,0,0,0,0,-0.312591703180445,0,0.081808179370375
