,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X000977.SZ,X601799.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X002463.SZ,X000066.SZ,X002028.SZ,X300142.SZ,X600702.SH,X002180.SZ,X002456.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0407509847705726,0,0.212025208765362,0,0.242946902240632,0,0.0592475302933816,0,0,0.188625394553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935552849817831,0,0,0,0,0,0,0,0,0.0916015532904544,0,0,0,0,0,0,0.0897896286119784,0,0.000613153496283155,0,0.078472233117983,0,0,0.0432817432014253,0.00454040552603808,0,0,0,0,0,0
X000858.SZ,0.0753287757419972,0,0,0.0786159326740508,0,0,-0.066135091997229,0,0,0,0,0,0,0,-0.0145004653597495,0.140054973576108,0.28421826475766,0,0,0,0,0,0,0,0,0,-0.0147182252832125,0,-0.0602932434181155,0,0,0,0,0,0,0,0.0610958216903833,-0.158181947523113,0,0,0,0,0,0,0.0937571139042954,0.149379079991632,0.0473573271605385,0,1.73472347597681e-18,0,0,0,0.010492155024446,0,0,0,0,0,0
X002415.SZ,0,0,0,0.132535768355501,-0.145826406457486,0,0,0,0,0,0,0,0,0,0,0.12403387438762,0,0.0760481620921573,0,0,0.0406244208737261,0,0.0229266235928689,0,0.0177699109402372,0,0.138206563008021,0,0,0,0,0,0,0,0,0,0.0579710649446082,0,0,0,0,0,0,0,0,0,0.0923262720953481,0,0,0,0.0384555888236914,-0.00888255399567801,0,0,0,0,0,0,0
X000568.SZ,0.396122704887692,0,0.00104027745348659,0,0,0.0477732268225323,0,0,0,0,0,0,0,0,0,0,0.255472698350825,0.0255645625839734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263574568984978,0,0,0,0,0,0,0,0,0.0327463731827777,0.067063227711723,0,0,-0.114046590498568,0,0.00696374177453977,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.112416444243366,0,0,0,0,0,0,0,0,-0.300446902594491,0,-0.165329055309792,0,0,0,0,0.192170940710305,0,0,0,-0.311826658051041,0,-0.116997865163526,0,0,0,0.629643910602125,0,0,0,0,0,0,0,0,0,0.153268245610341,0,0,0,0,0,-0.0105060827655984,0.0942055995430651,0,-0.0283572028016782,0.00384157708695665,0,0,0,0,0,0
X600809.SH,0,0,0,0.367283628273341,0,0,0.176004308553778,0.101523376852319,0,0,0,0,0,0,-0.0570983767569206,0,0,0,0,0,0,0.0325910746301089,0,0,0.131838184213615,0,0.0965337558204002,0,0,0.0457284493674901,0,0,0,0,0,0,0,0.0538110059832824,0,0,0,0,0,0,0,0,0.141488002595687,-0.258497697223597,-0.073815553757926,-0.12507360164776,0,0.0116858274094418,0,0.00723595740226307,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.237546984992466,0,0,0,0,0,0,0,0,0.159804058716903,0,0,0,0,0,0,0,0,0,0,0,-0.0280232164238168,0,0,0,0,-0.0595211135158827,0,0,0,0,0,0,0,0,0.111543610732731,-0.171114335316668,0.315630149066115,0.190511745732227,0.0240224305897982,0,0,0,0,0.138014229452003,0,-0.101647480137363,0.108442968853443,0.060297604847252,0,0,0,0,0
X600690.SH,0.0269607127677548,0,0.0106665051535454,0,-0.00754068138078376,0,0,0,0,0,0,0.0436478510491842,0,0,0,0.0439343447955574,0,0,0.217651237653566,0,0,0,0,0,0,0,0,0,0,0,0.01398193350019,0.0357388877188561,0,0,0,0,0,0,0,0,0.0650336671025849,0.0257743958123428,0.017250371661365,0,0,0,0,0,0,0,0,0,0.0113480683770828,0,0,0,0,0,0
X000651.SZ,0,0,-0.0123986167119186,0,0,0,0.105030009824308,0,0,0,0,0.150620744971529,0,0,0,0,0,0,0.297576188957137,0,0,0,0.0195398359981155,0,0,0,-0.113686004524914,0,0,0,0,0,0,0,0.0645811908615738,0,0,0,0,0,0,0,0,0,0,0.156783063138711,-0.0191348350672172,0.0237640043397929,-0.0361327775002822,0.0888858526503715,0,0,-0.0200546719327972,0,0,0,0,0,0
X002304.SZ,0.0270427381770901,0.122981643349039,0,0,0,0.234185780416236,0,0,0,0,0,0,0,0,0.0146189890680413,0.184876016479578,0,0,0,0,0,0,0,0,0,0,0,-0.0453079099547645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114601677657637,0,0,0,0.0719844367048335,0,-0.14492709114046,0,-0.00694223638909935,-2.16840434497101e-19,-0.00607361043166085,-0.0385233897783636,0,0,0,0,0
