,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X000100.SZ,X600741.SH,X002241.SZ,X600066.SH,X002292.SZ,X002506.SZ,X600031.SH,X002049.SZ,X600118.SH,X002465.SZ,X002475.SZ,X002236.SZ,X000157.SZ,X600372.SH,X000559.SZ,X000568.SZ,X000338.SZ,X300124.SZ,X600089.SH,X300003.SZ,X600867.SH,X600177.SH,X002007.SZ,X002294.SZ,X000869.SZ,X600584.SH,X002456.SZ,X601877.SH,X600582.SH,X300146.SZ,X000550.SZ,X002512.SZ,X002008.SZ,X002129.SZ,X600498.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0383865753110149,0,0.0715882151754007,0,0.107473348781074,0,0,0,0,0,0,0.296650177627034,0.0586562495907535,0,0,0,0,-0.0361208604678589,0,0,0,0,0,0,0,0,0,0,0,0,0.149384700848748,0,-0.0505222064150413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243764134134795,0.0146906780956468,0,0,0,0,0,0
X600104.SH,0,0,0,0.128503561415828,0,0,0,0,0,0,0,0.136550202487216,0.137984341689275,0.0692852279289357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202949767774037,0,3.46944695195361e-18,0.133054522346993,0,0,0,0,0,0,0,0,0,-0.0245399667788117,-0.000836350206070792,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.105171032604657,0,0,0,0.0250767715095076,0,0.333266569646315,0,0,0,-0.043540270847855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307501094955859,0.0785192028264899,0,0,0,0,0.0457374742880914,0,0,0.125261474593445,0,0,0,0,0,0,0.0176381419968665,0.0311773254730476,0.0662212086555626,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.127234425217475,0.204389781294425,0.0989545668672112,0,-0.0329644654698876,0.0596225873404329,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.140289927775082,0,0,0,0,0,0,0.177681430494281,0.0758826697112244,0,0,0.00578076996794701,0.100328712174893,0,0,1.73472347597681e-18,0,0,0,0,-0.00236341293146861,-0.0154436092104767,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.168803671973958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265935203062707,0,0,0.11358616524726,0,0,0,0.024952793795926,0.0673520731966404,0,0.0666329144959357,0,0,0,-0.00719101146372152,0,0,0,0,0,0
X002304.SZ,0,0.0545707507408104,0,0,0,0,0,0,0,0,0,0,0,0.0573670315108396,0,0,-0.0595197511079039,0,0,0.0291204641003683,0,0,0,0,0,0,0.283185843587959,0,0,0,0,0.172017797983713,0.0613391776469902,0,0,0.140551361937545,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0351644862189914,0,0,0,-0.0120490465706005,0,0,0,0,0,0
X600276.SH,0,0,0.0687827366111103,0,0,0,0,0,0.126471447229006,0,0,0,0,0,0,0,0,0,-0.121998214423967,0.0333021813982605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688118860787933,0.0178431555515462,0,0,0.133812344734839,0,0,0,0,0,0.0296517374452219,0,-0.14134782118599,-0.0582485935155111,-4.33680868994202e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0895264742568298,0,0,0,0,0,0,0,0.0528854675814442,0.153219969836322,0,0,0,0,0.149965642294943,0.162891978183464,0,0.060672034646962,0,0,0,0.0919364051309136,0,0,0.03014652458212,0,0,0,0,0.0142598646587358,0.00339118583858355,0,0.0596662709573085,0,0,0,0.0290520720357445,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.173156231632975,0,0.0198474083237029,0,0,0,0,0,0,0.156483834380624,0,0,0.157553219510106,0,0,0,-3.44741262194633e-06,0.031459365617448,0,0,0,0,0,0.203676067505476,0,0,0,0,0,0,0.130251918151541,0,0,0,0,3.46944695195361e-18,0,0,0,0.0869275220800592,0,-1.73472347597681e-18,0,0,0,0,-0.0170068094916567,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0891717444791518,0,0,0.00790846981236509,0,0,0,0,0,0,0,0.0462965813163605,0,0,0,0.168749638985914,0,0,0,0,0,0,0,0.190399367033806,0.0618689912911118,0,0.133615681108371,0,0,0,0.0395856933201333,0,0,0,0,0,0,3.46944695195361e-18,0.131871582379489,0,0,0,0,0,0,0,-0.0352202738310219,-0.009526184919465,0,0,0,0,0,0
