,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002085.SZ,X600271.SH,X600118.SH,X600522.SH,X000157.SZ,X300124.SZ,X600089.SH,X600177.SH,X600372.SH,X002007.SZ,X002508.SZ,X300136.SZ,X000066.SZ,X600487.SH,X300003.SZ,X600699.SH,X000981.SZ,X600867.SH,X002294.SZ,X002180.SZ,X000559.SZ,X002074.SZ,X000050.SZ,X002008.SZ,X002292.SZ,X000623.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.00262298164078268,0,0,0,0,0,0,0.202466013308755,-0.128450678772567,0,0,0,0.0619767626852703,0,-0.00896070319971594,0,0,0,0,0,0,0,0,0,0.0229489035795792,0,0,0,0,0.039178444279708,0,0.111386657333328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280980756676414,0.00850844758549321,-0.00306982829656941,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283909824588355,0,0,-0.0765612978576515,0,0,0,0,0,0,0,0,0,0,0,0.24910901056134,0,0,0,0.0276332789492981,-0.0111866138960897,-0.05805881794565,0.256325220581087,-0.012806732417063,0,0,0,0,0,0,0,0,-0.117228588486208,0,0,0,0,0.0086235502862233,-0.00810954517209567,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0463406081975399,0,0,0.0466418945803074,0,0,0,0,0,0,0,0,0,0.264624911019859,0,0.0924073893261611,0,0,0,0,0,0,0,0,0,0,0,0,-0.286762036627729,0.210284660596559,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423656888412498,0,0,0,0,-0.0264500582088835,0.00937168996853636,0,0,0,0,0,0
X000651.SZ,0,0,0.0142663196085554,0,0,0.155339117055724,0,0.0121122781679849,0,0,0,0,0.219692784163413,0,0,0,0,-0.00100343465621543,0,0,0,0,0,-0.0927642385913945,0,0,0,0.0747979810943612,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254363170703176,0,0,0,0,0,0,0.00867019894129424,0,0,0,0.00793635399588826,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.116624748030431,0,0.0783726914648061,0.00878026046260211,0,0.154691839046631,0,0,0,0.296397703971926,0.0219941616336786,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0906374227488681,0,0,0,0,0,0,-0.0298827722176141,0,0,0,0,0,0,0,0,0.00580913625019905,0.0026622017069262,0,0,0,0,0,0
X002304.SZ,0,0,0,0.111989936333456,0,0,0,0,0,0,0,0,0.344602013865785,0.162428325792194,0,0,0,0,0,0,0.0977111466217832,0,0.0125366615249284,0,0,0,0,0,0,0,0,0,0,0,0,0.0412423389887713,0,0,0,0,0.0186620900314608,0,0,0,0,0,0,0.00337621910519545,0.0604241356281279,0,0,-0.00197819952087855,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.0114834411209914,0,0.141841471269384,0,0.0137427958307113,0,0,0,-0.0196798508783152,-0.256353505108388,0,0.0391417559195605,0,0.00870610061976979,-3.46944695195361e-18,0,0,0,0,0,0.000791099422857128,0,0,0,0,0,0,0,0,0.208249962703224,0,0.0472947719006297,0,0,0,0,0,0,0,0,-0.0724042901657076,-0.0712228455744553,-0.0097051357782556,0.00559815634325749,0,0,0,0,0,0
X000725.SZ,0,0,0,0.406973696220527,0,0,0,0,0.105926596036184,0,0,0,0.0296867861604107,0,0,-0.512339318101367,0,0,0,0,0.0340689795038033,0,0,0,0,0,0,0,0,0,0,0,0.162136784849582,0,0,0,0,0,0,0,0,0,0,0,0.0132129040675394,0,0.0566060973862891,0.189877225496898,0,0.0998003278714733,0.0937548700950965,-0.0724008004723937,0.0212734529628753,0,0,0,0,0,0
X000625.SZ,0,0.201341354259942,0,0,0,0,0,0.000204661332610566,0,0,0,0,0,0,0.130409627912278,0,0,0.16127572566364,0,0,0.118476558937891,0,0.0410731652671307,0,0,0,0,0,0,0,0,0.197108950103938,0,0,-0.028456694848252,0,0.0445036749049591,0.143196280392118,0,0,0,0,-0.233064007531903,0,0,0,0,0.108102123389244,0,0,0,-0.0175608588209928,0.0025050735633367,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0252541798122425,-0.0556031566051587,0,0,0,-0.26959060277582,0,0,0,0,0,0,0,0,0,0,0,0,0.126390379259702,0,0,-0.144707258106552,0,0,0,0.200725688204282,0,0,-0.0743414493819804,0.244490038303356,-0.0223085727528625,0,0.0195241184426838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169755045038028,0.00954625615969004,0,0,0,0,0,0
X600690.SH,0,0.0437989541460201,0,0.0695870754496234,0.230425084514617,0,0,0.0116985326608331,0,0,0,0,0,0,0.144002899810093,0,0,0,0,0,0,0,0.0630716085684568,-0.204282945755817,0,0.0942174678684813,0,0,0,0,0,0,0,0,-0.0462508849705547,-0.0210684347098651,0,0,0,0,0,0,0,0,0.123668849072627,0,0,-0.0980960684753103,0,0,0,0.00133423383438949,-0.00173951397494307,0,0,0,0,0,0
