,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600066.SH,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002456.SZ,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X300003.SZ,X002294.SZ,X600699.SH,X002508.SZ,X600867.SH,X000559.SZ,X000066.SZ,X002180.SZ,X002292.SZ,X600498.SH,X002074.SZ,X000623.SZ,X002426.SZ,X300136.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0494252174326822,0,0,0,0,0.0467098980523045,0,0,0,0,0,0.130883819170409,0,0,0,0,0,0.210713893943494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0279203234933415,0,0,0,0,-0.00637196912317215,0.00560609004795359,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0550040915828353,0,0,0,0,0,0,0,0.873693509675457,0,0,0,0,0,0,0,0,0,0,0.120903989423443,0,0,0,0,0,0,0,0,0,0,0,-0.107582226475921,0,0,0,-0.0607910433179901,0,-0.100543449997232,0.0215927466256667,0,-0.0214486457645101,0,-0.128976288073272,0,-0.0158001017492272,0,-0.00264816064925592,0.08061981456216,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00767957633276225,0.105211868735036,0,0,0,0,0,0,0,0,0,0,0,0,0.267048053633502,0,0,0,0,-0.165168545029476,0,0,0.0273962841852791,-0.0158877979438353,0,0,0,0,0.354040899053046,0,-0.121391303241067,0,0,0,0,-0.0644063693792018,-0.0110967297318085,0.00499355118563376,0,0,0,0,0,0
X000651.SZ,0,0.0745739351628188,0,0,0,0,0,-0.108896878947982,0,0.572125199920897,0.827455971292716,0,0,0,0,0,-0.10226348909187,0,0,0,0,0,0,0,0,0.0186543940338349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236224957327148,0,0.0402456078443128,0,0.242838373364121,0,0,0,0,0.0115154565703437,0.0220910011307038,0,0,0,0,0,0
X000858.SZ,0.11613483661004,0,0,0,0,0,-1.73472347597681e-18,0,0.022631917333558,0,0,0,0.0352168623175006,0.140810379443262,0.246581868642748,0,0,0.0837995551012634,0,0,0,0,0,0.121754206240489,0,0,0,0,0,0,0,0,0,-0.0686146843017947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502229467674874,0,0,0,0.00541080299988703,0,0,0,0,0,0
X002304.SZ,0,0.0222368406958026,0,0,0,0,0,0,0,0.149767397236012,0,0,0,0.328550919990193,0.132685451438544,0,0,0.00289276029395926,0,0,-4.33680868994202e-19,0,0,0,0.0587299798467154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524548219473003,0,0,0,0,0,0,0,0,-0.0908700088394396,0,0.0024132736469509,0,0,0,0,0,0
X000725.SZ,0,0,0,0.136734737202714,0,0,0,0,0,0,0,0,0,0,0.178593450336462,0,-0.301703027723951,0,0.293284556116179,0,0,0,0,0,0,0,0,0,0,0,0.0112623506351217,0.0508918637559339,0,0,0,0,-0.0779894454474176,0,0,0,-0.0782662712335045,0,0.140185995039887,0,0,0.0185819842222309,0,0,0,0,0.0110912049232027,-0.0327414319037606,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0539483411998655,0,0.0701932053102155,0,0,0,0,0.177879863822752,-0.0708895645428001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287132770023543,0,0,0,0,0,0,0,0,-0.0817759972458563,0.0246512814220241,-0.00415644566818744,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0948790676875171,0,0,0.0162695178953253,0,0,0,0,0,0.0998121707009537,0.442401570747016,0,0,0,0,0,0,0,0.0760605871650416,0,0,-0.0346838901366233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108039212314683,0,0,0,0,0,-0.00248036720305927,0,0,0,0,0,0
X000063.SZ,0.101141998371403,0,0,0.227983932645055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1729993079182,-0.280484089137072,0.0164157166676223,0,0,0,0,0,0,0,0,0,0,0.195249528553747,0,0,0,0,0.0567982065557582,0,0,0,0,0,0,0.0714185359702133,-0.0539285982887265,0,0,-0.00850270515825743,0.0140200922442346,0,0,0,0,0,0
