,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X002049.SZ,X000066.SZ,X600522.SH,X002236.SZ,X600741.SH,X600183.SH,X600839.SH,X601877.SH,X600066.SH,X600460.SH,X002156.SZ,X002456.SZ,X600487.SH,X000661.SZ,X002129.SZ,X002085.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.320260942729293,0,0,0,0,0.0910974521418937,0,0,0,0,0,0,0,0,0,0,0.205659155376978,0,0,-0.00255981143872437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101073544653441,0,-0.0328036640870813,0,0,-0.012123369510025,0,0,0,0,0,0,0,-0.115567723689526,0,0,0,-0.0712347875629549,0,0
X000858.SZ,0.28612639942778,0,0,0,0,0,0.441416681462304,0,0,0,0.071991530550694,0,0,0,0,0,0.0281444057065487,0.0701308596100184,0.071559942328296,0,0,0,0,0,0,-0.000593502725280169,0,0,0,0,0,0.00860543862223837,0.166800877621096,0,0,0,0,0,0,0.0255744261723356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0081296442209701,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.117436949979867,0,0,0,0,0,0,0,0,0,0,0.16332792677902,0,-0.0471825530968279,0,0,0,0,0,0,0,0,0,0.0973370959751451,0,0,0.194454952893846,0,0,0,0,0,0.0579150478840692,0,0,0,0,0.254634063303553,0,0,0,0,0,-0.205636179677652,0,0,0,-0.176429208934535,0,0
X002475.SZ,0,0.0237196384420193,0,0,0,0,0,0,0,0,0,0,0.0791544343399026,0,0,0,0,0,-0.0548173414937642,0,0.0561782919111014,0.456661003602142,0,0.0688920236709858,0,0.0918628143969381,0,0,0,0,0,0,0,-0.0243212841174827,-0.0052571666022847,0,0,0,0.0489162669666843,0.0546553603080349,0,0,0,0,0.00438833697264012,0,0,0,0,0,0,0,-0.0804167419995303,0,0,0,0,0,0
X002415.SZ,0.140396456287537,0,0,0,0,0.0561362517796859,0.0620401058468697,0,0.0755708515203961,0,0,0,0,0,0.0131484260947047,0.0968010080106608,0,0,0,0,0.230858916529977,0,0,0,0,0.0261847590332477,0,0,0,0,0,0,0,0,0.012516646645048,0,0,0,0,0,0,0,0.0483666027364512,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355378536042074,0,0
X600690.SH,0,0.00363177792400515,0,0.117970965263833,0,0,0,0.262469879068128,0,0,0,0,0,0,0,0.0920479445715522,0,-3.46944695195361e-18,0,0.0688870492730781,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0332400558924375,0,0,0,0,0,-0.00742511034168681,0,0,0,0,0.0445349944673495,0,0,0,0,0.0509012145497082,0,0,-0.0525096388160915,0,0,0,0,0.0963897818448427,0,0,0,0.0488344650943253,0,0
X600809.SH,0,0.0506514169014236,0,0,0,0,0,0,0,0.708825925770089,0,0.00742702560440353,0,0,0,0,0,0,0,0.144673291504051,0,0,0,0,0.054810549075086,0.0704804589637528,0,0,0,0,0,0,0,0,-0.0149130006735166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.028251861966111,0,-0.00914546825246343,0,0
X000651.SZ,0,0,0,0.000849668968335809,0,0.360375764928074,0,0,0,0,0,0.0622115037555382,0,0,0,0,0,0.18302345791443,0,0,0,0,0,0.0481726481623397,-0.0687087672001443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172972269365243,-0.0736135637600075,0.190962328701383,-0.0123824288135361,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.40289612591763,0,0,0,0,0,0,0,0.0277294002032411,0,0,0,0,0,0.122720030892786,0,0,0,0,0,0,0.0473139647590911,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.15828183064405,0,0,0,0,0.0231696539231941,0,0,0.0805744750453722,-0.0746273637307145,0,0,0,0,0,0
X000568.SZ,0,0.144479681995891,0,0,0,0,0.404515498400039,0,0,0,0,0,0,0,-0.0114631524494949,0,0,0.268230601681731,0,0.0902331175472381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471766901066792,0,0,0,0,0,0,-0.0122523293167191,0,0,0,0.033815266255643,-0.0189296551505509,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.375982952355984,0,0.154979658392728,0,0,0,0,0,0,0,0,0,0,0,0,0.299322139613424,-0.0573045528683437,0,0,0,0,0,0,0,-0.227542385704922,-0.359601071580554,0.0589135761860097,0,0.460180943665875,0,-6.93889390390723e-18,0,0,-0.20668960817832,0,-0.0159130816747857,0,0.0612165001001607,0,0,0.26116035090163,-0.295130027955681,0,0.224386531665125,0,0,0,0.150974412320218,0,0
X003816.SZ,0,0,0,0.139438785063111,0,0,0,0,0,0,0,0,0.111490167065538,0,0,0,0,0,0.342030361663713,0,-0.0771449352223989,0,0,0,0,0,0,0.0234355408806456,0,0,0,0,-0.229891756279927,0,0,0,0,0,0,-0.0125160543654483,0,0,0,0,0,-0.116408655097506,0,0,0,-0.0443170508303738,0,0,0.0891964852391198,0.520859394048243,0,0,-0.0421434245298059,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176449297351637,0,0.0342421573620038,0,0,0,0.470353361649946,-0.0772815826812468,0,0.301902365234467,0,0,0,0,0,0,0,0,0,0.0159692234084853,0,0,0,0,0,0.0029240955912083,0,0,0,0,0.033077327353373,0,0,0,0,0,0,-0.155394215301592,0.0959003194366313,0,0,0,-0.042845595170658,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0868540109115043,0,0,0,0,0,0,0.0288610238391339,0,0.0128143121347516,0.471677713368777,0,0,0,0,0,0,0,0,0,0,0,-0.0100886099720472,0,0.0688471681464085,0,0,0.0754067160900151,0,0,0.0433901341790453,-0.0652819515059736,0,0.0130921104975469,0,0,0,0,0,0,0,0,0,0,0.0261943242785253,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.154226159756236,0,0.101270681115015,0,0.0442388778878338,0,0,0.00296371749247938,0,0,0,0,0,0,0,0,0,0,0.202396778814779,0.185557762676813,0,0,0,0,0,0.269748991325866,0.0940112361448532,0,0.188022367057941,0,0,-0.0409278256754613,0,0,-0.20594018006526,-0.0445634807919114,0.0356756093388678,0,0,0,0,0,0,0,0,0.0198859529157935,0,0,-2.71050543121376e-20,0,0
X600031.SH,0,0,0,0,0.216120195881019,0.430905329645862,0,0.203927059853985,0,0.014999275681908,0,0,0,0,0.00401415562099253,0,0,0,0,0,0,-0.0624417243695138,0,0,0,0.111984996364899,0,0,0,0,0,0.207750275410663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608543596094652,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0478500852543398,0,0,0,0,0,0,0.167842478068677,0.247524239591822,0,0.126129040403752,0,0.0529430492118102,0,0,0,0,0,0.0558599730187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0598690064003593,0,0,0.0859792305525352,0,0,0,0,0,0,-0.0431599341627656,0,0,0,0,0.0431216598605527,0,0
X002304.SZ,0,0.518483067689248,0,0,0,0,0,0,0,0.0579014450823654,0.0955874589326653,0,0.0891383406803111,0,0,0,0.0524785532609446,0,0,0,1.38777878078145e-17,0,0,0,-0.116819435489537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175549531314826,0.0313454568524062,0,0,0,0,0,0,0,0,0,-0.0923327256665682,0,0,0,0,0,0,0
X000338.SZ,0,0.225054045833952,0,0,0,0,0,0,0,0.119168885599179,0.046690599913513,0.134807571518895,0,0,0,0,0.0408087033876458,0,0,0,0,0,0,0,0.0431115689351376,0,0,0,0,0,0,0.222673410269206,0,0,0.0207531905321658,0,0,0,0,0,0,0.0767161640376254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00880607998988518,0,0
X000596.SZ,0,0,0,0,0,0,0.535507812071669,0,0,0.156236701188981,0,0.255927409885721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836579333295083,0.0500001761384209,-0.0424365398877258,0,0,0,0,0,0,-0.0389460472124919,0,0,0,0,0.0312586796964472,0,0.0351744631344625,0,0,0,0,0.151776824913446,0,0,-0.0137607286400756,0,0
X300014.SZ,0,0,0,0.267540113309102,0,0,0,0,0,0,0,0,0.1607049292159,0,0,0,0.21090654375822,0,0,0,0,-6.93889390390723e-18,0.0729608698469767,0.156297172319426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990637732069232,0,0,0,0,0.00395379026485025,0,0.133254698622778,0.0248060401554773,0.328570521400343,0,0,0,0,-0.0289708693264991,0,0,0,0
