,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X300124.SZ,X000651.SZ,X600104.SH,X002129.SZ,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X002241.SZ,X002180.SZ,X000661.SZ,X600522.SH,X300142.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600460.SH,X300003.SZ,X600702.SH,X600884.SH,X600584.SH,X600487.SH,X600563.SH,X000799.SZ,X601799.SH,X002414.SZ,X002176.SZ,X002223.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.106750467559929,0.289984938315565,0,0.0470197974541644,0,0,0.0663350258382087,0,0,0,0,0,0.0678732322575775,0.0813019271697538,0,0,-0.0880062684600086,0,0,0,0,0,0,0,0,0,-0.0387577039675771,0,0,0,-0.132140188385147,0,3.46944695195361e-18,0,0,0,0,-0.0611000512501506,0,0,0,0,0,0.15175591696583,0,0,0,0,0,0,0.029810774199123,0.0384497165215375,0,-0.0691388239426414,0,0,0,0
X000858.SZ,0.199863750074884,0,0,0,0.260585437460104,0.137448020226836,0,0,0.059129416385539,0,0,0.0968219761123781,0,0,0.0636229716579635,0,0,0,0,0,0.0264211925069281,0,0,0,0,0,0,0.0231231128499189,0,0,0,0,0,0,0,0,0,0,0,0.102334946348632,0,0,0,0,0,0,-0.0882361796911503,0,0,0,0,0,0.00245942936609216,0,0,0,0,0,0
X600809.SH,0.0208933114456811,0,0,0,0.924287395314039,0,0,0,0,0,-0.0106823701050536,0,0,0,0,0,0,-0.0298168736753172,0,0,0,0,0,0,0,-0.00559171594409857,0,0,0.167319230319197,-0.0353591807487152,0.0540001512143753,0,0,0,0,0,0,0,0.0265329249342745,0,-0.160483124017221,0,0,0,0,0,0,0,0,0,0,-0.0179976479405264,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193204357561696,0,0,0,0,0,0,0,0,0,0,0,0,0.129383685246032,0,0,-3.46944695195361e-18,0.215093390671948,0,0.0269414761006691,0,0,0,0,0,0,0,0.257302155207402,0.13688669858166,0,-0.308537021829285,0,0.071061861471578,0,0,0,0.109033706322505,0.271288392923177,0,0,0,0,0,0,0,0
X000568.SZ,0.33565447830603,0,0.784661678608381,0,0,-0.00779675246200722,0,0,0,0.0302646120847002,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0402983384677492,0,0,0,0,0,0,0,0.0820929026642186,0.0782895156022406,0,0,0.0195313471034184,0,0,0,0,0,0,0,0,-0.0278942447398958,0,0,0,0,0,0,0,0,0,0.0104863315156756,1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0.0813253745796119,0,0,0,0,0,-0.129508339337804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156482830760359,0,0,0,0.0301471043858658,-0.12251071046266,0.0697732372238689,0.0946002678978961,0,0,0,0,0,0,0,0,0,0,-0.0260788628073182,0,0.166550496750729,0,0,-1.73472347597681e-18,0.163962416189822,0,0,0,0.001418445525404,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0679248929312496,0,0,0,0,0.122629061478438,0.310925165550352,0,0,0,0.0467658373943875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032420352755449,0,0,0,0.0552241741356051,0,0,0.0792072038855265,0,-0.0243994359091444,0.0178878625150598,0,0,0,0,0,0
X600690.SH,3.46944695195361e-18,0,0.0774885126005996,0,0.246428269842509,0,0,0,0,0,0,0.308297340432534,0,0.0669766080159301,0,0,0,0,0,0,0,0,0,0.0374644108391197,0,0.0784924593159037,0.0758208677418664,-0.0574900675751218,0,0.09120922376317,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.000280904681147582,0,0,-0.0526445314878874,0,0,0,0,-0.0328849184052526,0.0109885074591792,0,0,0,0,0,0
X002304.SZ,0,0.244748224252081,0,0,0,0,0.125485673853592,0,0,-0.146139187801761,0,0,0,0.0377140351192748,0,0,0,0,0,0,0.138215332256824,0,0,0,0,0,0,0.0418299362168084,0,0,0,0,0,0.113871766216472,0.086583648932855,0,0,0,0,0.197141045269156,0,0,0,0,0,0.0870532657720237,-0.125868845168292,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114626931696127,0,6.93889390390723e-18,0,0,0,0,0,0.11490084743054,0,0,0,0.0749186929486801,0,-0.161766668037283,0,0.48223510784279,0,0,0,0,0,0,0,0,0,0.108833705178918,0,0,0.214997471655097,0,0,0,0,0.0536304925822082,-0.115237727065856,0,0,0,0,0,0
