,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600031.SH,X600118.SH,X600271.SH,X000559.SZ,X000100.SZ,X002241.SZ,X600066.SH,X600372.SH,X000157.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002292.SZ,X000338.SZ,X600089.SH,X600177.SH,X002465.SZ,X002049.SZ,X601877.SH,X300124.SZ,X000568.SZ,X002506.SZ,X600582.SH,X300003.SZ,X002294.SZ,X002074.SZ,X000869.SZ,X002129.SZ,X002085.SZ,X300001.SZ,X600867.SH,X000547.SZ,X600839.SH,X600498.SH,X002276.SZ,X000623.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.182560385420952,0,0,0,0,0,0,0,0,0,0,0,0,-0.077889458495831,0,0,0,0,0,0,0,0,0,0.0820525319254078,0,0,0.021225877836132,0,-0.0508188180839601,0,0,0,0.0486081339852856,0,0,0,0,0,0,0,0,0,0.0223779751153515,0,0,0.0229730917709656,0,-0.0210753819196271,0,-0.0232318416399875,0.0260486712325928,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.257178184323016,0.103774718527174,0.120731617999155,0.0158467128244735,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.178987890155684,0.0194506547102838,0,0,0.0571764327988539,0,0,0,0,0,0,0,0,0,0,-0.0234255406122672,0,0,0,0,0,0,0,-0.166111759681023,0,0,0.00335990271523341,-0.00784788231460858,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0573908260633321,0.10949806097784,0,0,0,0.0861138107165846,0,0.0539815809875402,0,0,0,0.0230588804726227,0.11498141120821,0,0,0,0,0.0571549409863327,0,0.196008551894202,0,0,0,0,0,0,0,0,-0.0837989395871104,0,0,0,0,0,0,0,0.0386601240189417,0,0,-0.00492081099867887,-0.0235988187793864,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0577863470837349,0,0,0,-8.67361737988404e-19,0.275074268418451,0,0,-0.0391721123306875,0,0,0.0299054484585953,0,0.0962517128543524,0,0,0,-0.00295600128326524,0,0,0,0,0,0.0620472014560733,0,0,0,0,0,0,0.0345390878219165,0,0,-1.6940658945086e-21,0,0,0,0,0,-0.0282067651996442,0.0385234823032507,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194624488561501,0,0,0,0,0.0098219034054876,0,0,0,0.00765558657453639,0,0,0,0,0,0.0457442407289555,0.0129475712480202,0,0,0,0.167485722246279,0,0.0489731252630465,0.237548479761733,0,0,-0.012299590022084,0,0,0,0,0,0,0
X002304.SZ,0,0.170729546247758,0,0,0,0,0,0,0,0,0.144904915889358,0,0,0,0,0,0,0,0,0,0,0.12134074908354,0.106956287779322,0,0.0813924071350852,0,0,0,0,0,0,0,0.0792838249664655,0,0,0.167258989583329,0,0,0,0,0,-0.0469571469202999,0,0,0,0,0,0,0,0,0,0.00818054353037806,0.0561442040161451,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0623467840479893,0.193447128982329,0,0,0,0,0,0.041192689536282,0,-0.149335057016241,0,0,0,0,0,0,0,0,0,0.135784488067177,0,0,0,0,0,0,0,0,0,-0.0629669671558988,0,0,0.0662483369028797,-0.0275899194503957,0,0.0445907283444341,0,0.0486957066705675,0,0,0,0,-0.0665726007688869,0.0608735921497173,0,-0.143812901929399,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0446506335246074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.317960178773925,0,0,0.0883998264648442,0,0,0,0,0,0,0,0,0.0130319439597587,0,0,0,0.0397846139311974,0,0,0,0,0,0.0834032990779048,0,0,0.095249849292464,0,0,0,0.00462180632820664,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069361311088303,0,0,0,0,0.0881081675001545,0,0,0.0456017924034835,0,0,0,0.209923340884599,0,0,0.015672453319273,0,0,0,0,0.14137193036949,0,0,0,0,0,0,0.0026907609066123,0,0,0,0.0111588191534347,0,0,0,0,0,0,0
X000625.SZ,0,0.0786683980415605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321373328386837,0.0553918435750418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982236923026709,0,0.0439765722964171,0,0,0,0,0,0.172675126777351,0,0,0,-0.0190103121681893,0,0,0,0,0,0
X600690.SH,0,0.0562761549581724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122108090478078,0,0,0.0751111497663366,0.104372545002859,0.00967111601000185,0,0,0,0,0.0299830557155732,0,0,0,0.0294981296259958,0,0,0,-0.0354008393734627,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355062277112081,0,0,0,0,0,0,0
X600703.SH,0,0.225291544190783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190684018451423,0,0,0.0397120728711345,0,0,0,0,0,0,0.0177996419402327,0,0,0,0,0,0,0,0.116551245638323,0.0756876846812648,0,0,0,0,0,0.0773877692120298,0,0,0,-0.000313167217060971,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642970309279207,0,0,0,0.0222722580392326,0,0.058490665761283,0,0,0.00203151920601465,0,0.0757656879915584,0,0,0,0,0,0,0,0.0239066040051108,0,0,0,0.0172540584705094,0.0706254193419679,0,0,0,0.0395556484315003,0,-0.0207912620703615,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293309101101177,0,0,0,0.184440046430428,0.20230015607819,0,0,0,0.161998401904507,0,0,0,0,-0.0114145043996152,0,0,0,0.00111251889561852,0.144729950503206,0,0,0,0,0,0,0,0,0.177719776667889,0,0,0.10800116323107,0,0.038140620829709,0,0,0.00387983825554124,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780456971952933,0.154243009445019,0,0,0,0,0,0,0,0.0280213626258019,0.14429206321563,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0358886834582208,0,0,0.3180892573277,0,0,0,0.00532501870440762,0,0,0,-0.0250758252585125,0.00859035379341293,0,0,0,0,0,0
X000559.SZ,0,0,0.125309760944061,0,0,0,0,0,0,0.116204251572917,0,0,0,0,0,0,0,0.0595039563457344,0,0,0,0,0,0,0,0,0,0,0,0.102047921661873,0,0.102135833161106,0,0.00374338739263185,0,0,0,0,0,0,0,0.257716119805625,0,0,0.0176676254246524,0,0,0,0.161639929267988,0,-0.0335032111092289,-0.00411340989707313,0,0,0,0,0,0
X000100.SZ,0,0,0,0.141286141402175,0,0,0,0,0,0,0,0.0272432660021375,0.0389248925510129,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206349145847981,0,0.0226390839245391,0,0,0,0.0091650278370555,0,0,0,0,0,0.0471072292650462,0,0,0,0.0145506597631731,0.164987878655228,0,0,0,0,0,-0.00618363867634206,0,0,0,0,0,0,0
X002241.SZ,0,0,0.412887291363428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368856394726993,0,0,0,0,0.266066952760702,0,0,0,0.0605656489576093,0,0,0,0.0354932338106593,0,0,0,0,0,0.324897291860451,-0.0388661928419592,0.139550769715218,0,0,0,0,-0.200688631100741,0,0,0,-0.0118582073482575,0,-0.0744769242659784,0,0,0,0,0
