,X600519.SH,X600104.SH,X000651.SZ,X000858.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000568.SZ,X000338.SZ,X600031.SH,X600741.SH,X600703.SH,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X002008.SZ,X000596.SZ,X600487.SH,X002236.SZ,X002456.SZ,X002007.SZ,X000100.SZ,X600809.SH,X002179.SZ,X600566.SH,X000661.SZ,X600498.SH,X600867.SH,X000625.SZ,X300146.SZ,X600066.SH,X002294.SZ,X600177.SH,X000157.SZ,X600089.SH,X000977.SZ,X002506.SZ,X300136.SZ,X600372.SH,X002241.SZ,X002180.SZ,X000981.SZ,X300142.SZ,X600522.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.413530761681894,0,0,0,0,0,0,0,0,0,0,0,0,0.172005813950965,0,0,0.0222651415146436,0,0,0,0.00896264203940208,0,0,0,0.0881554610837448,0,0,0,0.0306802465129522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343800606469528,0,0,0,0,0,-0.00441179527410875,0.00382759763106233,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.184522571699305,0.0387226289464843,0,0,0.324599652912361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261111726350202,0,0,0,0,0,0,0,0,0,0,0,0,0.0838549398159202,0,0,0,0,0,0,0,0,0.14513760464816,0,0.0273983820837145,0.0397256309734385,0,0,0,0,0,0
X000651.SZ,0.269603907616095,0,0,0,0,0,0,0,0,0,0,0.165649582650513,0,0,0.0277145349471961,0,0,0,0,0.0550196310300668,0,0.132477325276001,0,0,0,0,0,0,0,0,0,0,0.0444786821080617,0,0,0,0,0,0,0,0,0,0,0.0407996291058985,0,0,0,0,0,0,0,0.00181284050540939,0.00666537678309415,0,0,0,0,0,0
X000858.SZ,0,0.156566573831391,0,0,0,0,0.0645097686311618,0,0,0,0,0.293294904270917,0,0,0.0130368069043977,0,0,0,0,0,0.0170181334466337,0.0343014120691635,0,0.050229764944272,0,0,0,0.0937462612506092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476087825537341,0,0,0,0,0,0,0
X002415.SZ,0,0.0706174735397788,0,0,0,0,0,0,0,0,0,0,-0.0652980520383518,0,0,0,0,0,0,0,0.0837689388579499,0,0,0.589402996103285,0,-0.0398617135927593,0,0,0,0,0,0.0400093132645767,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0590664013305169,0,0,-0.0603168534431068,0,0.0990229587334333,0,0,0,0,0.233652272087714,0.0282309307260822,0.0826008984055495,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0284824639457902,0,0,0,0,0,0,0.295027945706015,0,0,0,0,0,0,0.193899404097271,0,0.103165966037655,0,0,0,0,0,0,0.0503081163608837,0,0.262901311498873,0,0.0742537332797954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359800917439097,0.0236416521444758,0,0,0,0,0,0
X002304.SZ,0,0,0,0.339264052842521,0,0,0,0,0,0.150995378309777,0,0.554419068888636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977798110507051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234926638370099,0,-0.133884285063003,0,0,0,0,0,0.0256160454171827,0.0262123728711295,0,0.0758766838120183,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435405358974007,0,0,0,0,0,0.13699292903361,0,0,0,0.442966877289351,0,0,0,0.101911090143826,0.0697484975370897,0,0,0,0,0,0,0,0,0.035626467383976,0,0,0.22396868500851,0,0.0853669392685892,0,0,0,0,0,0,0.0376634863838969,0,0,0,0,0,0
X600690.SH,0,0.069288385513299,0,0,0,0,0,0,0,0,0,0,0,0,0.230680650383412,0,0,0,0.0827226689619626,0.299999582268684,0,0,0,0,0,0,0,0,0,0,0,-0.0191148074166115,0.0167227772080446,0.132584391268459,-0.0101658380716992,0,0,0,0,0,0.120059007874834,0,0,0,0,0,0.0563365366772759,0,0,-0.17981408325882,0,-0.000952515462304947,-0.0389708051013933,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0994816940833853,0,0.0244699149710708,0,0,0,0.258460790657418,0,0,0,0,0.132182978284084,0,0,0,0,0,0,0.125764301417914,0,0.226436991678922,0,0,0,0,0,0,0,0,0,-0.101850461759396,0,0,0,0,0,0,0,0,0,0,0.131603951085076,0,0,0.293162190147564,0,0,0.0229591521913299,-0.00661276046522883,0,0,0,0,0,0
