,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600031.SH,X000559.SZ,X600118.SH,X000100.SZ,X600372.SH,X600066.SH,X000157.SZ,X002236.SZ,X002475.SZ,X002292.SZ,X002241.SZ,X600741.SH,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X600177.SH,X600839.SH,X300003.SZ,X002294.SZ,X002074.SZ,X600867.SH,X000977.SZ,X002129.SZ,X000869.SZ,X000800.SZ,X600582.SH,X600498.SH,X002085.SZ,X600525.SH,X002276.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.157394823818181,0,0,0,0,0,0.22776601748648,0,0,0.0871602294628591,0,0,0,0,0,0,0,0.17269887233602,0,0,0,0.103608457068135,0,0,0.107747256888565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664842422042598,0,0,0,-0.032469150462068,0,0,-0.000686253497131585,0,0.184372387672047,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0110629180091191,0,0,0.407957183866283,0.169593215530559,0,0,0,0,0,0,-0.0477921086258364,0,0,0.113669897587475,0,0,0.0874494009181631,0,0,0,0.0518674752432427,0,0,0,0,0,0,0,0,-0.0669222868601884,0.111153709024321,0,0,0,0,0,0,0.0805346017443455,-0.22198421744018,0,0,0,0,0.0943372308345107,0,0,0,0,0,0
X002415.SZ,0,-0.0896467230679727,0,0,0,0,0,0,0,0,0,0,0,-0.0672737403296825,0.192597346391037,0,0,0,0,0,0,0.059757656123,0,0.108893363668865,0,0,0,0.0186232351935832,0.131325826571272,0,0,0,0,0,0.0379576630288202,0,0,0,0,0,0,0,-0.138687124182644,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.272769207176734,0.135595298454506,0,0.087569933194418,-1.73472347597681e-18,0.0472936959356574,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.086647226944244,0,0,0,0,0.000341543194331571,0.079912572183202,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0262614065574159,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126616924026905,0,0.339390985599129,0,0,0,0,0.00674092788640009,0.0501815769635165,0,0,0,0,0,0,0.247869628752886,0.0218969503110137,0.0359005230494955,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0844174643410492,0,0,0,0,-0.0344655661590135,0,0,0,0,0,0,0
X000858.SZ,0,0,0,-0.0672883045087294,0,0,0.182163027751402,0.155170740882198,0,0,0,0,0,0,0,0,0,0,0,0,-0.13040251888831,0,0,0,0.257211816027098,0,0,0.0466432848908778,0,0.0414418021261084,0,0.042376563463113,0,0,-0.158604367401658,0,0,0,0.066158832000945,0,0,0,0,0,0,0,0,-0.00712306052559486,-0.0679540160913178,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.361669550630725,0.10418615046941,0,0,0.0967590498037013,0,0,0,0,0,0.0897895476122293,0.041875828184716,0,0,0,0,0,0,0,0,0.221181689914668,0,0,0,0,0,0,0,0,0,0,0,0,-0.21678666494479,0,0,0,0.0230107111541608,0,0,0,0,0,0.0252722506324139,0.0378576355200602,0,0,0,0,0,0
X002304.SZ,0,0.347773204817295,0,0,0,0,0,0,0.144543001093315,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.242334838077581,0,0,0,0,0,0,0,0,0.129658096725863,-0.0322231643676439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104462573530089,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0235283415559422,0,0,0,0,0.0246998017763715,0,0.0278305325339338,0,0.100891664628877,0,0,0,0,0.19933578502002,0,0.199244838182986,0,0,0.0991927957271382,0,0.00240819185402615,0,0,0,0,0,0,0,0.0441259170376843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.0866849841042959,0,0,0,0,0,0,0,0,0,0,0,0,0.240688357607962,0.0685676641071706,0,0,0.00606170371666404,0,0,0,0.0542677701846108,0.0219295693371924,0,0.278987750617787,0,0,0.00135053559011258,0,0,0,0,0,0.0508754934222147,0,0,0.0572215418787638,0,0,0,0,0,0,0,0,0,-0.0323877360266878,-0.0208312315869913,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.235601740904453,0,0,0.00150999358391689,0,0,0,0,0.200084291271404,0.00277927361585025,0,0.0717859620669589,0,0,0,0,0.0941102774881067,0.0697635832237985,0.064489870508919,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0166588770554453,0,0,0,0,0,0
X600703.SH,0,0,0,0.191545302801952,0,0,0,0,0,0,0,0,0,0.158523741960174,0,0,0,0,0,0,0.302791569891393,0,0,0,0,0,0,0,0,0,0,0,0.119169959236545,0,0,0,0,0.0757359423892115,0,0,0,0.0432290137581872,0.00943316121583848,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0.198425903722556,0,0,0,0,0,0,0,0.188187025253907,0,0,0,-0.105189557426018,0,0.247363488516544,0,0,0.0240642407561681,0,0,0,0,0,0,0,0,0,0.0886467766831609,0,0,0.139854541439504,0,0,0,0,0,0.0790485436722407,0,0,0,0,0,0,0,0,0
