,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000625.SZ,X600031.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X000157.SZ,X600118.SH,X600089.SH,X002236.SZ,X000559.SZ,X600741.SH,X000338.SZ,X600372.SH,X002241.SZ,X002475.SZ,X000066.SZ,X000568.SZ,X002292.SZ,X600177.SH,X000016.SZ,X600839.SH,X300124.SZ,X600312.SH,X002294.SZ,X002465.SZ,X300003.SZ,X600525.SH,X000800.SZ,X600867.SH,X000869.SZ,X002074.SZ,X600582.SH,X002129.SZ,X000977.SZ,X000581.SZ,X000550.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.123755390448226,0,0,0,0,0.231851558559163,0,0,0,0,0,-1.38777878078145e-17,0,0.0760960866109311,0,0,0,0,0,0,0,0,0,0,0.0087049098906378,0,0.0138067658560443,0.0259837950657862,0,0,0,0,0,0.00242765432028952,0,0,0,0,0,0,0,-0.100026777080395,0,0,0.29573140283843,0,0,0,5.42101086242752e-20,0.0425283068268425,0,-0.0344526836572114,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.208032209489489,0,0.106246830585826,0.0317800549800514,0,0,0,0.115811242737146,0,0,-0.175072032821666,0,-0.0730664185433587,0,0.106736732554819,0,0,0.166866183297007,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369331507908168,0,0,0,0,0,0,0,0.262852630600525,0,0,0,6.93889390390723e-18,0.0357132462905254,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.236231440911745,0,0,0,0,0,-0.0984061012211727,0,0,0,0,0,0,0,0,0.0125063985701742,0,0,0,0.137458318974663,0,0,0.125894848181041,0.0348015608065449,0,0.062477307169105,0,0,0,0,0.05269069919344,0,0,0,0,0,0.135528184282837,0,0,0.0348045615323673,0,0,0,0,-0.00721421439197054,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.229461412975826,0,0,0,0,0,0,0.171681741043616,0,0,0.260802622483712,0,0,0,0,0.0525877512380014,0,-0.0107053547193542,0,0,0,0,0,-0.0338247245680275,-0.0233633356498035,0,8.67361737988404e-19,0,0,0.0421696334714928,0,0,0.0407683574261791,0.152117039790696,0,0.000285889117997659,0,-0.0187537141147342,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0835881955828447,0.153619427452175,0.335762642884403,0,0,0,0,1.0842021724855e-19,0,0,-0.0124979853907389,0,0,0,-0.00921829998429408,0,0,0,0,0,0,0,0.266810510379867,0,0,0,0.0881685464439944,0,0,0,0,-0.142451498100082,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,-0.02566795477453,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0569074702497428,0,0.04669149535359,0,0,0,0,0,0,0.01032522431494,0,0,0,0,0,0,0,0.0596712997643281,0,0,0,0,0,0.271788735876489,0,0,0,0.226603497797977,0,0,0,0,0,0,0,0,0,0.0179813686917008,0,0,0.0190256599196557,0,0.0692274835021937,0,0,0,-0.0141554478438783,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0187361820958638,0.016945425119702,0,0,0,0,0,0,0.0427905780798587,0,0,0,0,0.03573575565408,0.206999686416756,0,0,0.364472877104763,0,0,-0.121302504417507,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0307175217215681,0,0,0,0,0,-0.0670331830554026,0,0,0.144812195631919,0,0,0.0155821632786364,0,0,0,0,0,0,0
X002304.SZ,0,0.34662891019954,0,0,0.201225545507152,0,0,0,0,0,0,0,0,-0.00188526951277893,0,0,0,0,0,0,0,0.104976025198088,0,0,0,0,0,0.0688141568416507,0,0,0,0,0.128479543460222,0,0,0,0,0,0,0.0298194941814734,0,0.00899915217284848,0,0,0,0,0,0,-0.0647989889910082,0,0.0368879723449311,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0166148207351264,0,0,0,0,0.00363325088590568,0,0.0280087684176931,0.341235889687529,0,0.295414039015781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381601978456843,2.16840434497101e-19,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0109387616089217,-0.0129783124095932,0,0,0,0,0,0
X600690.SH,0,0,0,0.0434795276239526,0,0,0,0,0,0,0.36693808648244,0,0,0,0,0,0,0,0,0,0,0.0458828311867695,0,-0.00405355561491498,0,0,0,0.128037458449567,0,0,0,0,0.110319291658242,0,0,-0.0260429894909869,0,0,0.126153534397807,0,0,0.0493867212369588,0,0,0,0,0,0,0,0,0.0219051421616139,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0252984163203036,0,0,0,0.0374012937966289,0,0,0,0.232853467682511,0,0,0.0182211888780459,0,0,0,0.0188544727421524,0.127254630207132,0.134222409426018,0.0640380931525296,0,0,0,0.110601409924101,0,0.0159781490743253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953993072936524,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156553743412022,0.282826707958346,0,0,0.184654960183784,0,0,0,0,0,0,0,0,0,0,0.0101356113663571,0,0,0,0,0,0,0.0483057556458369,0,0,0,0,0,0,0,0,0,0,-0.000602223950270822,-0.0156897751495432,0,0,0,0,0,0
