,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X002304.SZ,X600031.SH,X600690.SH,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000100.SZ,X002179.SZ,X000596.SZ,X000157.SZ,X600460.SH,X002074.SZ,X000799.SZ,X002414.SZ,X600702.SH,X002007.SZ,X600741.SH,X600584.SH,X600183.SH,X002236.SZ,X601799.SH,X600089.SH,X600779.SH,X300146.SZ,X000800.SZ,X000066.SZ,X000977.SZ,X300003.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.145503849906654,0,3.3881317890172e-21,0,0.089438561985336,0,0.124862641175707,0.0627437873800062,0,0.178325871573944,0,0,0,0,0,0,0,0,0,0.0403510414588257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112313818485282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103282997467825,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0419593625122903,0,0,0.222681262598027,0,0.172076159076878,0,0,0,0.0856775675289468,0,0,0,0,0,0,0,0,0,0,0,0.0719050678367112,0,0,0,0,0,0,0.0272528183414625,0.0377515050525944,-0.164723039657951,0,0.0432639999319569,0,-0.124709615108436,0,0,0,0,0.122705075584856,0,0,0,0,0,0,0,0,-0.0599313685412434,0,0,0,0,0,0
X002415.SZ,0,0.0992902882758388,0,0,0.151128712420992,0,0,0,0,0.0463554314522893,0,0.0747146018230941,0,0.118877023357473,0,0,0.0741342948651779,0,-0.0110120793639636,0,0.0276363878475807,0,0.0199377813237503,0,0,0,0,0,0.0736714314183566,0,0,0,0,0,0,0,0,0,-0.045148397199856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.00348370461378837,0,0,0,0,0,0.256807846330298,0.191960561287691,0,0,0,0,0,0,0,0,0,0,0,-0.126286193993934,0,0,0,0,0,0,0,0,0,0,-0.0189710529991395,0,0.466935992686966,0,0.051057844196399,0,-0.178923902448448,-0.00814639234944168,0,0,0,0,0,0,0,-0.0906806267938779,0,0,0,0,-0.0444838713171579,0.0433886694199487,0,0,0,0,0,0
X600276.SH,0,0.185625534900578,0,0,0,-0.222662042500557,0,0,0.0671333858717134,0,0,0.192526930094395,0,0,0,0,0,0,-0.0312608449625542,0,0,0,0.0253606044219274,0,0,0.0557913145223562,0,0,0,0,0.206924787614994,0,0,0,0.199661345355179,0,0,0,0,-0.236927166267727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0.0697518589621166,0,0,0,0,0,0,0,0.0204472805652173,0,-0.147908164228711,0,0,0,0,0,0,0,0,0,0,0.112636411486101,0,0,0.207888412388813,0,0,0,0.0756280345092806,0,0,0,0,0,0.0461114494972684,-0.0418032143201615,0,0,0,0,0,0.288000261077202,-0.0108017084607597,0,0.0230195319948529,0,0,0,0,-0.0726609960228552,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.0219682202240004,0,0,0,-1.73472347597681e-18,0.107944361374044,0,0,0,0,0.146519357472116,0,0,0,0.0182370695002076,0,0,0,0,0,0.0166010897558951,0,0,0,-0.0793440096222132,0,-0.0470311695774022,0,0,0,0.0845457089784797,0,0.0608745803161694,0,0,0,-0.0512695950306399,0,0.00760871874068228,0,0,-0.0261586053185049,0,0,0,0,0,0.0907466586968606,0,0,0,-0.0712032094889471,0,0
X000568.SZ,0,0.369548491281757,0,0.134305326858608,0,0,0,0,0.116891989012023,0,0,0,-0.149112629428872,0.00958810636674787,0,0,0,0,-0.0526372873370883,0,0,0,0,0,0,0,0,0,0,0.148962615801927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519852731149841,0,0,0,0,0,0,0,0,0.0225362443365446,0,0,0,0,0,0
X002304.SZ,0,0,0,0.356305373728707,0,0,0,0.340710380547403,0,0,0,0.0201031371336408,0,-0.22591587977092,0,0,0.288166591608509,0,0,0,0,0,0,0,0,0,0,0,0.169999400495089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142250976676856,0,0.0666667163197647,0,0,0,0,-0.0381234973028409,0.0954266873494206,0,0,0,0,0,0
X600031.SH,0,0.0981676444136472,0,0,0.0598998082927517,0,0,0,0,0,0,0.0562024958280094,0,0,0,0,0.148704670091291,0,0,0,0,0.0178361326582649,0,0,0,0,0,0,0.0636030586273724,0,0.230563131386958,-0.0732880869112679,0,0,0.0173392899146964,0.0618394511329079,0,0.0424359036963674,0,0,0,0.00616565929980596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744982503430814,0,0
X600690.SH,0,0,0,0,0.236039024188548,0,0,0.165962801521392,0.0536472279412072,0.134507500790399,0,0,0,0,0,0,0,0,0,0,0,-0.0784854661909338,0,0,0,0,0,0,0,0,0,-0.0733768135099819,0,0,0,0.00775114258558081,0,0,0,0,0,0,0,0.0515017516791762,0,0,0,0,0,0.0635103432661539,0,-0.0442147754960705,0,0,0,0,0,0,0
X300124.SZ,0,0,0.213426551955971,-0.0389033795265314,0.278021239272716,0,0,0,0,0,-0.079831150311914,0,0,0.14184719072805,0,0,0.157355889244626,0,0.0603923126332015,0.0514607258941834,0,0,-0.0191872194107667,0,0,0.0147102481163109,0.0617409463511413,0,0,0.011601570830435,0,0,0,0,0,0,0,0,0,0,0,0,-0.109290328445421,0,0,0,0,0,0,0,0,0.0387445239346707,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.146029757637231,0,0,0,0,0,0,0,0,0,0.143635920347731,0,0,0.0443733396385942,0,0,-0.0207922838732463,0,0,0.0178811920822926,0,0,-0.0077399081295965,0,0.0545541565557295,0,0.00685106369670838,-0.00316325477074178,0.114101499570249,0,0,0,0,0,0,0,8.67361737988404e-19,0.0830226042780254,0,0,0,0,0.0230373436441106,0,0,0,0,-0.114808350511034,0,0
X300014.SZ,0,0,0.220875530284809,0,0,0,0,0,0,0,0,0.0787656135044823,0,0,0,0,0.03422406781391,0,0,0.176282376974455,0.309305657837501,0,0,0,0,0.0893273766727391,0,0,0,0,0,0,0.254918194008066,0,0.110801821150816,-0.023594808193905,0,0,-0.0445910955916361,-0.0463259979655291,0,0,0.113316667159279,0,0,0,0,0,0,0,0,0,0.0699801612836232,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0196933930315875,0,0,0,0,1.73472347597681e-18,0,0,0.0305968451521008,0,0,0,0,0,0,0,-0.00270827982715917,0,0,0,0,0,0,0.50051269173875,0,0,0,0,0,0,0,0.0138562855559554,0,0,0,0,0,0,0,0,0,0.156010585320512,0,-0.0533565547227767,0,0,0,0.000890981653136086,0.0328616494298525,0,0,0,0,0,0
