,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X002304.SZ,X600690.SH,X600031.SH,X000725.SZ,X600104.SH,X300014.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X000625.SZ,X000063.SZ,X600703.SH,X002129.SZ,X002241.SZ,X003816.SZ,X300142.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X000157.SZ,X600702.SH,X002414.SZ,X002074.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X600584.SH,X600089.SH,X600779.SH,X600183.SH,X601799.SH,X000800.SZ,X600884.SH,X000733.SZ,X300146.SZ,X300003.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233924655350971,0,0.0752319225951519,0,0,0,0.150476685575818,0.00272996702117621,0,0,0,0,0,0.0398223970672574,0,0,0,0,0,0.0709006587329317,0,0,0,0,0,0,0,0,0,0,0,0.0653807976635297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394089168717563,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0285851712645053,0,0,0.19344077777473,0,0,0.282013220005899,0,0,0,0,0,0,0,0,0,5.72555324512873e-05,0,0,0,0,0.051645513382762,0,0,0,0,0,0,3.46944695195361e-18,-0.103023045538483,1.73472347597681e-18,0,0,0,0,-0.033886437682353,0,0.243507126614677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0596714178856029,0,0,0.0610394654914214,0,0.0890328841530398,0,0,0,0.106081693028923,0,0,0.129934273188841,0,0,0,0,0,0.101591621312286,0,0,0,0.0550485304994396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00892225780958692,0,0,0,0.0251618713283834,0,0.0777561364040611,0.0186382847788001,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.175587938966069,0.158409887408576,0,0,0,0,-0.0601497100870032,0,0,0,-0.0112205729500967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115049512439893,0,0,0.506734948755316,0,0,0,0,0,0,0,0,0,0,0.0360306673928489,0,0,-0.167502348076144,0,-0.0689528871756157,0.119519781560311,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.164970864458448,0,0,0.0362990014113363,0,0,0,0,0.0571520167506542,0,0,0,0,0,0,0,0,0.0525980424251805,0,0.14716296115884,0,0,0,0,0,0.330377062008303,0,0,0,0,0,0,0,0,-0.0147343652463051,0,-0.140812850170386,0,0,0.123519824650291,0,0.0383740130711202,0,0,0,-0.0181153698292087,-0.105565687408209,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0151606369857347,0,-0.00417945661933403,0,0,0,0,0,0,0,0,-0.0424350121187165,0,0,0.132746565397122,0,0,0,0,0,0,0.0812472347293932,0.0315797080363112,0,0,0,-0.0516653620525172,0,0,0,0,0,0,0,0,0,0,0.0815078341956365,0,-0.0979751128840246,0,-0.0172632831086556,0,8.67361737988404e-19,0,-0.00866913579600751,0,-0.0675365550649485,0.137988405440408,0,0,0,-0.0658991935808112,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0514835661085857,-0.0546818442194515,0,0,0,0,0,0.0193377792398065,0,0,0,0,0,0.283021361251304,0,0.0121961576583487,0.135420334750992,0,-0.0469894521134513,-0.030391119762806,0,0,0.113208923092279,0,0,0,0,0,0,0,0,0,-0.143762197340749,0,0,0.261582760084978,0,0,0,0,0,0,0,0,0.0111932475704724,0,0,0,0,0,0
X000568.SZ,0.141676359341278,0.485003105195019,0,0.122860978979605,0,0,0,0,0.0869757550891317,0,0,0,-0.187458255395132,0,0,-0.0264541115159852,0,0,0,0,0,0,0,-0.0168645296922995,0,0,0,0.122263319746645,0,0,0,0,0,0,-0.0203827117045682,0,0,0,-0.0209125882519723,0,0,0,0,0,0,0,0.0185912352600979,0,0,0,0,-0.047244288744159,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.332883579403414,0,0,0,0.324895633728386,0,0.0948527447738755,0,0,0,-0.187680487705531,0,0.106999435332785,0,0,0,0.130740904967395,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830689133116339,0,0.108551235578314,0,0,0.0762600914054644,0,0.12675748511791,0,0,0,0,0,0,0.106344988093123,0,0,0.139162883919372,0,-0.103331833613518,0,0,0,0,0,0,0
X600690.SH,0,0.0477975081467507,0,0,0.159941375477968,0,0,0.112229011237784,0.112709415363924,0,0,0,0,0.0504344229825428,0,-0.034670305428884,0,0,0.0288978307827393,0,-0.0168707108896298,0,0,0,0,0.0484119245886235,-0.00386173361266006,0,0,0,0,0.0856977731658995,0.0176256081632498,0,0,0,0,0,0,0,0,0.0399869067230888,0,0,0,0,0,0,0,0,0,-0.0569208454930701,0,0,0,0,0,0,0
