,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X600741.SH,X000625.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X002508.SZ,X300124.SZ,X002008.SZ,X300003.SZ,X300136.SZ,X600089.SH,X002085.SZ,X600177.SH,X600271.SH,X600522.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X000981.SZ,X600699.SH,X600867.SH,X600566.SH,X000050.SZ,X600372.SH,X300115.SZ,X600809.SH,X002074.SZ,X000559.SZ,X002007.SZ,X000066.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.124862514374442,0,0,0,0.0359637260101868,0,0,0,0,0.148149213153669,0,0,0,0,0,-0.0420107505975643,0,0,0,0,0.0273777633560868,-0.100760708455756,0,0,0,0.12704795221007,0.0660980696106999,0,-0.0779746203413723,0,0,0,0.0520680749008533,0,0,0,0,0,0,0,0.124532469399848,0.308834226076562,0,0,0,0,0,0,0,-0.0114117377901732,0,0,0,0,0,0
X600104.SH,0,0,0,0.215428689067645,0,-0.0161713998593026,0,0.0188576910138201,0,0,0,0,0,0.40129322073444,0.157554486569091,0,0,1.38777878078145e-17,0,0,0,0.00638101540826882,0,0,0,0,0,-0.105698040247912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797254662716726,0,0,0,0,-0.158192598952451,0,-0.117118879400046,0.033127199926936,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.120657317797595,0.0939995000421526,0,0,0,0,0,0.4345159919498,0.0530502383226897,0.0464529291225389,0,0.143994748782798,0,0,0,0,0,0,0,0.293472883389271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620874753953341,0,0,0,-0.134826297643507,0,0,0,0,0,-0.113125918476938,0,0,-0.0311278798743866,0.0548126452637348,0,0,0,0,0,0
X000651.SZ,0,0.0384775313834804,6.93889390390723e-18,0,0.202659171523249,0.0230330518892209,0,0,0,0.0379872461889733,0,0,0,0,0.146149047046107,0,0,0,0,0,0.127844920165417,0,0,0.0771064719373524,0.149260831489403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374472752988217,0,0,0,0,0,0,0,0,0,0,-0.00124968026827131,-0.000604029916267614,0,0,0,0,0,0
X000858.SZ,0,0,0.0483053317356619,0.111769627375777,0,0,0,0,0,0,0,0,0.725825779783007,0,0,0,0,0,0,0,0,0.0315257430456986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533663398834095,0,0,0,0.0400793426445089,0,0,0.00151713684260477,0.00717633414827418,0,0,0,0,0,0
X000725.SZ,0,0,0.118376253872789,0,0,0,0,0,0.130868308542646,0,0,0,0.0131210647704308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250079797398298,0.291659858724799,0,0.584421776559415,0,0,0,0,0,0,0,0.25181595162896,0,0.033302220050661,0,0,0,-0.0856084758209441,0,0,0,0,0,-0.00346165985315076,0.0643857970103653,0,0,0,0,0,0
X600276.SH,0,0,0.0603891861848514,0,0.01741809066465,0,0,4.33680868994202e-19,-0.0325853942784221,0,0,0,0,0.214909032772172,0,0,0,-0.00633124012922953,-0.0971465724160863,0,0,0,0,0,0,0,0.136839043760806,0,0,0,0,-0.0522131588103075,0,0,0,0,0,0,0,0,0,-0.0489126686545891,-0.0608292838602907,0,0,0,-0.1386108193643,0,0,0,0,0.015212573437196,0,0,0,0,0,0,0
X002304.SZ,0.358500105820142,0.459488103945364,0,0,0,0,0.147358111703801,0,0,0.34639659677866,0,0,0,0,0,-0.358066262768788,0,0,0,0,0.142699248001064,0,0,0,0,0,0,0,0,0,-0.162826529253183,0,0,0,0,0,0,0,0,0,0,0.218752972402347,0,-0.307631696554771,0.0419449883190299,0,0,-0.333122510145739,0,0,0,-0.0167756598931822,-0.0850834179124552,0,0,0,-0.0104925665877371,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0330055561854505,0.0770342400833205,0,0.124170843371541,0,0,0,0,0.106343748148324,0,0,0,0,0,0,0.196920630091859,0.200337513768069,0,0.0650046093430753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106469804850825,0,0,0,0,0.0253230751812817,0,-0.153416981913818,0,0,-0.0190273276387888,0,0,0,0,-0.0547072982016446,0,0
X600690.SH,0,0.252168873603842,0,0.294744656646296,0,0,0,0.0302878240855822,0,0,0,0.122447179489271,-0.0167928742654798,0.108123934273379,0,0,0,0,0,0,0,0,0,0,-0.0494441158933842,0,0,-0.0577203314195365,0,0,0,0,0,0.325733668812709,0,0,0,0,0,0,0,0,0,-0.0114723347729429,0,0,0,0.0451448643285549,-0.113140561628537,0,0,0.0209686301005175,-0.0159240596624811,0,0,0,0,0,0
X600703.SH,0.286145488919941,0,0,0,0,0,0,0,0.144051555327343,0.108725112781864,0,0.0500566109705928,0,0.287595775778226,0,0,0,0.301342016493513,0,0,0,0,0,0,0,0.00532510582441521,-0.128148369006587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15540360975559,0,0,-0.00123011173222376,0.0607823232270373,0,0,0,0,0,0
X002236.SZ,0,0,0.422833831554868,0,0,-0.164003383907154,0,0,0,0,0,0,0,0,0,0.0564382106270182,0,0,0,0,0.0519789175702409,0,0,0,-0.292986079359237,0.225135406866549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359337917675412,0,0.0572928457114063,0,0,0,0,0,0,0.0364652049345043,0,0,0,0.0154296341207034,0,0
X000568.SZ,3.46944695195361e-18,0,0,0.0124794174368755,0.69226759645021,0,0,0,0,-0.114241241374779,-0.0111625821486601,-0.0318151174018036,0,0,0,0.110455523850959,-0.00662241637776196,0,0,0,0,0,0,0.109822239941501,0,0,0,0.0592736997611788,0,0.023655209850689,0,0,0.00891055654401061,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00953581831604525,-0.00683555428960077,0,0,0,0,0,0
X600741.SH,0,0.67508171780467,0,0,0,0,0,1.16039038107069e-05,0.182312190678856,0.0590816409799676,0.00620383834780256,0.052182540049867,0,0,0,0,-0.0641823462437603,0,-0.0991535292903238,0,0,-0.0608464179127533,0,0,0,0,0,0,0,-0.0449395325870938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337072975639395,0,0,-0.00508192191947412,0.0297323225785918,0,0,0,-0.0288272682753657,0,0
