,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X000063.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000625.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002179.SZ,X002049.SZ,X000157.SZ,X601877.SH,X002129.SZ,X002007.SZ,X600584.SH,X002414.SZ,X600183.SH,X300142.SZ,X002236.SZ,X601799.SH,X000800.SZ,X000066.SZ,X000799.SZ,X300003.SZ,X002074.SZ,X002008.SZ,X000547.SZ,X000977.SZ,X300146.SZ,X002508.SZ,X600066.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.422239516043859,0,-0.219602530897393,0,0,-0.0410002295778296,0,0.102856997606896,0,0,0,0,0,0,0,0,0,0.0486249982187457,0,0,0,0,0,0,-0.0036697160473465,0,0.0304731204454412,0,0,0,0,0,0,0.0597299867578329,-0.0125975293519676,0,0,0,0,0,0,0,0,0.00772539784239258,0,-0.0387153476169021,0,-0.0581418152094944,0,0,0.0224167586337084,0,0,0,0,-0.00419215612517628,0,0
X000858.SZ,0.240566212758347,0,0.0482501341781067,0,0,0,0.0502936997845927,0.261703714256691,0.0623238730397704,0,0,0,0,0,0,0.0229604792063827,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0392429202615645,0,0,0,0.0147579506877341,0,0,-8.67361737988404e-19,0.0163382541691806,0,0,0,0,0.0607649886716479,0,0,0,0,0,0,0,0,0,0,0.000358755893567196,-0.00776310989744701,0,0,0,-0.0048011211127215,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0552210575322123,0,-0.0373983756974898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567231822846863,0.209787856995062,0,0,0,0,0,0,0,0,0,0,0.0495855564685933,0,0.0202821634404677,0,0,0,0,0.0416395706570284,0,0,-0.00344018058428098,0,0,0,0,-0.00728814848514438,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0459448843005157,0,-0.0178250641969494,0,0,-0.0114093756869264,0,0,0,0,0,0,0,0.0492867477475378,0.0196431035387113,0,0,-0.145700714799376,0,0.0751649354444267,0,0,0,0,0,0.185023433046898,0.088616674467358,0,0,0.114663819522198,0,0,0,0,0,0,0,0.0334310957613099,0,0,0.00185378719453251,-0.0119474603732799,0,0,0,-0.00817109111818093,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0217208030159819,0,0,0,0,0,0,0,0,0,0.154737988571004,0.503223399301468,0,0.110515532281044,-0.0759022768041022,0,0,0,0,-0.0431350974469577,0,0,0,0,0,0.116009839499686,0,-0.0177178379837494,0,0,0,0.0839695898967843,0,0,0,0,0,0,0,0,0,0,0,0.0200071896676491,0,0,0,0,-0.003813869026554,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0838053495603965,0.0950665239137607,0,-0.022025930717794,0,0,0,0,0,-0.104951517531057,0,0,0,0,0,0,0,0,0.234402949490056,0,0,0,0,0,0.0493138557888543,0.0623103364137768,0,0,0,0,0,0,0.129692368331243,0,0,0,0,0,0,0.0418859582414365,0,-0.00263657840432017,-0.0122793806920531,0,0,0,-0.0227993990337809,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.39448179539442,0,0,0,0,0,0,0,0,0,0,0,0,0.0630901981703601,-0.0435596151604485,0,5.42101086242752e-20,0,0.104993378247951,0.0238459373443225,0,0,0,0,0,0,0,0,0,0,-0.0290628880834403,0,0.188967650521876,0.119361871772892,0,0,0,0,0,0,-0.0124888751325141,0,0,0.0167494497411483,0,0,0,0,-0.00203101607243256,0,0
X000568.SZ,0,0.0466534254403213,0,0,0,0,0.0875784091084626,0,0.359196865362841,0.0539722301550845,0,0.180838957429854,0,3.46944695195361e-18,0,0,0,0,0,0.070878342715657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034720568480901,0,0.0339471732326129,0,-0.074795601306189,0.0510465534320564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.293808916020864,0,0,0,0,0.0863263107030179,0,0,0,0,0.0544133369892165,0,0.0368199816824991,0,0.0349060160282666,0,-0.183160316042992,0,0,0,0,0,0,0,0,0,0,-0.225121173628485,0,0,0,0,0,0,0.110810679690509,0,0,0,0,0,0,0.147819938295949,0,0,0,0.00621568203729652,0.0774512449469232,0,0,0,0.0084853160921172,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.178754702475013,0,0,0,0,0.0798314971506941,0,-0.0517950999115956,0,0,0,0,0,0,0.0333361746274605,0,0,0,0,-0.0676988916434038,0.301794644681114,0,0,0,0.129837065653031,0,0,0,0,0.329480055874061,0,-0.0820768306210992,0.0678425293242035,0,0,0,0,0,0,0,0,0,0,-0.000636666081105321,-0.0337021250578197,0,0,0,0.00242730552330526,0,0
