,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002129.SZ,X002371.SZ,X300014.SZ,X003816.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X600703.SH,X000596.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X002180.SZ,X600741.SH,X000157.SZ,X600460.SH,X000733.SZ,X600884.SH,X000799.SZ,X600702.SH,X600522.SH,X002074.SZ,X002236.SZ,X002432.SZ,X600584.SH,X600779.SH,X002414.SZ,X000800.SZ,X000977.SZ,X600183.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.224911444801734,0,0.0364871105225346,0,0.164753581836422,0,0.0767688385420086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161805374684818,0,0,0,0,0,0,-0.030801780150308,0,0,0,-0.0708596200727581,0,0,0,0,0.0649768171416186,0,0,-0.0122236805806464,0,0.0579511627333051,0,0,0,0,0,0,0,-0.0399215277118167,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0392424724429913,0.240660178123212,0.187830896223708,0,0.10567515084146,0,0,0,0.0553378757571401,0,0,0,0,0,0,0,0,0.0620465876877727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622042939608802,0,0.0398511840874501,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137037138281071,0.0142352906436856,0,0,0,0,0,0
X002415.SZ,0,0,0,0.169410768823287,0,0,0,0,0.087375936647591,0,0,0,0,0,0,0,0.0436382646869791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362454080046997,0,0,0,0,0,0,0.107085678438372,0,0,0,0.00736840889001494,0,0,0,0,0.167663989856588,0,0,0.183805333371131,0,0.00804458122610466,0,0,0,0.0421818941652628,0,0
X600809.SH,0,0.246948414090131,0.118352122854014,0,0.491871497637703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00960489468160918,0,0.0634995640955083,0,0,-0.0184522041325679,0,0,0,-3.46944695195361e-18,0.0658993135847515,0,-0.0737913345753142,0,0.0736297103121691,0,0,0.0749725443753997,0.0353341011985713,0,0,-0.0522968899939396,0,0,0,0,0,0,0,0,0.0572248347845951,-0.0222595401628411,0,0,0,0,0,0
X000568.SZ,0.275030744784722,0.0765418768120153,0,0.0212879264044269,0,0,0,0,0,0,0,0,0,0,0,0.0965887565203071,0,0,0,0,0.0230085450384521,0,0,0.198105423741467,0,0,0,0,0,0,0,0.0723975216547198,0,0,0,0,0,0,0.009210506705574,0,0,0,0.0251581446902158,0,0,0,0,0,0,0,0,0,0.047030905821773,0,0,0,0,0,0
X600690.SH,0.0237238645496348,0.0997084003095784,0,0,0,0,0.122355580164724,0,0,0,0,0,0,0,0,0.010577948292006,0,0,0,-4.33680868994202e-19,0,0,0,0.225121340341135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202959390807787,0,0,-0.024049504826806,0,0,0,0,0,0,0.268799524753225,0,0,-0.00999714323003779,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.272512877859572,0,0,0,0,0,-0.14623774452129,0,0,0,0,0,0,0,0.0076803387753026,0.195579605231427,0,0,0,0,0,0,0,0,0,0.068974368575667,0,0,0,0,0,0,0.0691811096173294,0,0.056292356481505,0,0,0.0429804607119772,0,0,0,0,0.0353754527422638,0,0.0346547152003272,0,0,-0.0195293003007135,0,0,0,-0.0734587153184493,0,0
X002304.SZ,0.24866743203071,0,0,0,0.00428441234598789,0,0,0,0,0,0,0,0,0.150214628849345,0,-0.0854178421195757,0,0,0,0,0,0,0,0.244501110392797,0,0,0,0,0,0,0.051026538146378,0,0.23964790338262,0,0,0,0,0.0312858570816775,0.167668085364655,0,0,0,0,0,0,0,0,0.0177212401701644,0,0,0,-0.0457326265886379,0.0270993915522789,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.0628917178981035,0,0.232908606294124,0,0,0,0,0,0,0,0,0,0.286586371839693,0.00641891951597699,-0.230019980211405,0,0.310102567463294,0,0,0,0,0,0,0,-0.081748641648305,0,0,0,0,0,0,0,0,0,0,0.0323067361664015,0.0656146007869375,0,0,0,0,0,0,0,0,0,0,0,-0.0385283321800544,0,0,0,0,0.035692633037152,0,0
X600104.SH,0.0359228949512703,0,0,0,0,0.0384898973550245,0,0.0877834707095586,0,0,0,0.00417537825295261,0.0206717813359421,0,0,0,0,0.0983588906587887,0.0863780121224232,0,0,0,0,0,0,0.11211692340843,0,0,0,0,0,0.0425906668736779,0,0.0980506227942483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3881317890172e-21,0.00843746968948852,0,0,0,-0.00766004387958405,0,0
