,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X002371.SZ,X300124.SZ,X600104.SH,X000063.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X000100.SZ,X600372.SH,X002241.SZ,X000661.SZ,X600702.SH,X600584.SH,X002180.SZ,X000977.SZ,X601877.SH,X000157.SZ,X600522.SH,X300142.SZ,X600460.SH,X600741.SH,X002074.SZ,X000733.SZ,X300003.SZ,X002463.SZ,X002007.SZ,X600183.SH,X000066.SZ,X002294.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.103097102126277,0,0,0,0.142291627304341,0.0414244784431102,0,0,0,0.022377558804583,0,0,0,0,0,0,0,0,0.0829907430804586,0,0,0,0.00198320245646769,0,0,0,0,0,-0.00571795667090315,0,0.195259774090131,0,0,-0.00584230206735876,0,0,0,0,0,0,0.181006330169219,0,0,0,0,0,-0.0438140876824761,0,0,0,-0.00781456313738958,0.00730048241792834,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.459753992697331,0.0827299770219576,0,0.00398954206990283,0,0,0,0,0,0,0,0,0,0,0.0863839275421641,0,0,0,0,0,0.0594823179418717,0,0,-0.0475671613378447,0,0.043146012448428,0,0,0,0,0,0,0,0,0,0,0.0209402543027393,0,0,2.16840434497101e-19,0,0,0,0,0,-0.0349646698616276,-0.0196964157812063,0,0,0,0,0,0
X002415.SZ,0,0.10137066858184,0,0,0.0822459599329386,0,0,0,0,0.0759665315230843,0,0,0,0,0.187118987920089,0,0,0,0,0,0,0,-0.049184547803842,0.056443244871544,0,0,0.322585027244971,0,0,0.0171926424507436,0,0,-0.060967152123438,0.120326912698109,0.040567675728157,0,0,-0.101458179799213,0,0,0,0,0,0,-0.0295710153824332,0,0,0,0,0,0.211080357307767,0.0320077878352112,0,0,0,0,0,0,0
X000568.SZ,0,0.35219857397174,0.140941968264333,0,0,0,0.433638842969815,0,0,0,0.129353820090067,0,0,0,0,0,0,0,0,0,0,0,0,-0.0850427385476984,0,0,0.0991545721428986,0,0,0,0,0,-0.216140558421097,0,0,0,0,0,0,0,0,0,0,0,0.0445527737532093,0.0192444134184584,0.0103252378169147,0,0,0.0231443203266749,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600276.SH,0,0.0194400175860227,0,0,0,-4.33680868994202e-19,0,0,0,-0.0511733864548717,0,0,0,0,0,0,0,0,0,0,0.107538632106566,0.039101809912222,0,0,0,0,0.0772897923661386,0,0,0,0.0130400547972409,0.126877828896943,0.129602932629007,0,0,0,0,0,0,0,0,0,0,0.0951666802174841,0,0,0,0,0.106433555263591,0,0,-0.0101857272626752,0,0,0,0,0,0,0
X600809.SH,0,0.167150595825818,0,0,0,0,0.164530367498713,0,0,0,-0.0107301547059001,0,0,0,0,0,0.0566494152933589,0,0,0,0,0,0.0450488373047892,0,-0.195778919478265,0,0.0429814316510521,0,0,0,0.065637511375268,0,0,0.14981917853805,-0.0283224735615544,0,0,0,0,0,0,0,0,0,0,0,0,0.00642394033803238,0,0,0,0,-0.0375985430133111,0,0,0,0,0,0
X002304.SZ,0,0.377060264529398,0,0.2535150358677,0.158343010637204,0.0196729430178206,0,0,0.00146206916105384,0,-0.00494216919566599,0,0,-0.0834751499652678,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842834107691623,0,-0.107787084151953,0,0.00846456440817282,0,0.106384808226759,-0.0501028667325534,0.0716229842226248,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914054211875671,0,0,-0.0163960903970317,0,0,0,0,0,0,0
X000651.SZ,0,0.0694291211587627,0,0,0,0,0,0,0.14353376932824,0.021600914484661,0,0,0,0.00488837891355013,0,0,0,0,0,0,0.092914908773281,0,0.0190021413775655,0.00088640590361907,0,0,0,0,0,-0.0194407367166383,0,0,0,0,0,0,0,0,0,0.0748038175722217,0,0,0,0,0,0,0.0322307565425368,0.0179559277404824,0,0.1631057983704,-0.0320003837137183,0,-0.0443360079667353,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.361942177720759,0.202000501070235,0,0.02623705825576,0,0.0377727907889954,0,0,0,0,-0.190831843768026,0,0,0,0,0,0,0,0,0,-0.240230947256741,0,0.0677285831899212,0,0.0209315991707597,0,0.11377879087491,-0.00250760927849477,0,0,0,0,0,0,0,0,0,0,0,0,0.0166028103704716,0,0,0,0,0.0260197766084121,0,0,0,0,0,0,0
X002475.SZ,0,0,0.130921450399378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210684623071262,0,0,0.0496781483016897,0.158485944222383,0,0,0,0,0,0.0872127022384971,-0.00624803247002057,-0.0400395243528122,0,0,0,0,0,0,0.0894035396291706,0.142471266618384,0,0,0,0,0.101707582709438,0,0,0,0,0,0,0,0.0259342750535884,0,0,0,0,0,0
