,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X002241.SZ,X002506.SZ,X600118.SH,X002236.SZ,X000559.SZ,X600177.SH,X002475.SZ,X000157.SZ,X600372.SH,X000338.SZ,X000568.SZ,X002074.SZ,X002085.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600089.SH,X600867.SH,X002426.SZ,X002456.SZ,X002465.SZ,X600498.SH,X601877.SH,X600699.SH,X002180.SZ,X002007.SZ,X000977.SZ,X002512.SZ,X000869.SZ,X002049.SZ,X300001.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0408508588165035,0,0.283755235933957,0.448718036605955,0,0,0,0,0,0,-0.0738662610041992,0,0,0,0,0,0,0,0,0,0.0460141094545107,0,0,0,0,0,0,0,-0.0342067007584405,0,0,0,0,0,-0.121812187181433,0,-0.140572733755833,0,0,0.043199599795678,0.126678549728164,0,0,0,0,-0.0426798997787518,0,0,0,-0.011624081585513,0.0204323488473265,0,0,0,0,0,0
X600104.SH,0,0,0.147288138309268,0,0,0,0,0,0,0,0,0,-0.0394469697168728,0,0.454866345433783,0,0,0,0,-0.0440316115575556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466763409262774,0,0,0,0.0454356510261134,0.0229349728459653,0.0155535484655092,0,0,-0.00823667878449196,0,0,0,0,0,0,0
X002415.SZ,0,0.176062455471742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25648244694502,0,0,0.147301402240202,0.0811586369613603,0,0,0.0520337815934445,0,0,0,0,0,0,0.0173683588978194,0,0,0,0,0,0,0,0.141983425725129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315973958451967,0.0196117726541938,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0365621875923962,0.0653157382864648,0,0,0,0,0,0.0546628327854076,0,0,0,0.0487097617710654,0,0.0183544483610959,0,0,0,0.0318682110398835,0,0,0,0,-0.0549010651002438,0,0,0,0,0,0,0,-0.0861464163935237,0.0322982368834258,0,0,0,0,0,0,0,0,0,0,0,0.0475409893424775,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.159059787920137,0,0,0,0,0.0108446887059223,0,0.119113476261252,0,0,0,0,0,0,0,0,0.0291986022407774,0.00684399796044641,0,0,0,0,0,0.139738917417947,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0337499425669619,0,0,0,0,0,0,0.0345141114282149,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.416483168435057,0,0.0083121200282363,0,0.27256046233904,0,0,0,0,0,0,0,0.132744725610809,0.227547793943708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152419365926473,-0.0188135630954485,0,0,0,0,0,0,0.00772409850843918,0,0,0,0,0,0,0,0,0,0,0.199736404111028,-0.0988798714953607,0,0,0.0134120012708516,0.000857241406642037,0.0541446267578201,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0498223176855219,0,0.337151927631032,0,0,0.0957810929807302,0,-0.0914266362327826,0,0,0,0.15847256263926,0,0,0,0,0,0.0184509021612612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945189599879275,0,-0.0439226016117611,0,0,0,0,0,0.00734455139392802,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0920686042576064,0,0,0,0.0174408766696473,0,0,0.0445732202674098,0,-8.67361737988404e-19,0.238553636479715,0.0756623003391063,0,0,0,0,0,0,0,0,0,0,0.169270037274784,0,0,0.0509482347893292,0,0,0,0,0.0392875200209853,0,0.0203179801807957,0,0,0,0,0.0230460086132574,0,0.0252618698336898,0,0,0,0,0,0,0
X000625.SZ,0.0861218111720414,0,0,0,0,0,0,0,0,0.0840879046949083,0,0,0,0,0.0336736355755632,0,0.0182146912643872,0,0,0.0288866455892341,0,0,0,0.0479180126760081,0.0289733894815102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233685441883692,0,0,0,0,0.0903856700991701,0,0,0,0,0.0617466634722777,0.118531303624187,0,0,0,0,0,0,0,0,0
X000063.SZ,0.0698351962368599,0,0,0,0.218806550856462,0,0,0,0.221011250110164,0,0,0,0.0237489369727604,-0.00952458872844168,-0.201401943488941,0,0.122794451615606,0,0,0,0.081461420306111,0,0,0.342657548364591,0,0,0,0.0210890862502546,0,0,0.0619502545068931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932474380807967,0,0,0,0,0,0,-0.0365064723826163,-2.16840434497101e-19,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.145611646053499,0,0,0,-0.0136299361931896,0,0,0.0701374205962169,0,0,0.0440767037768058,0,0,0,-0.16304663780962,0,0.0143481603289859,0,0,0,0,0,0,0,0,-0.0469743625966711,0,0,0,0,0,0,0.141731187409582,0,0,0,0,0,0,0,0,0.217792681167452,0,0.0435604884897388,0,0,0.159378672043505,-0.0256675123275448,0.279922417920923,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861101842113771,0,0,0.28115142695109,0,0,0,6.93889390390723e-18,0,0,6.93889390390723e-18,0.116907425950361,0,0,0,0,0.0371742763243161,0,0.262341700466349,0,0,0,0,0,0,0.25795631816078,0,-0.504548227682596,0.0213874841743601,-0.105882216887336,0,0,-0.00462304572230403,0,-0.015915775621948,0.173786665627185,0,0,0.0639475159031292,-0.233027617376129,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150639990234043,0,0.0205177246951399,0,0.110523068159888,0,0,0,0,0,0,0.0627077733005218,-0.00361987849490396,0,0,0,0,0,0,0,0.129540660068743,0,0,0,0,0,0,0,0,0,0.490092476340909,0.250167454107902,0,0.109011378884447,-0.210018418938438,0,-0.0934433772726528,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141876323585596,0,0.0153393004649799,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0584879818362542,0,0.0211730804020906,0,0,0,0,0,0,0.24165919724205,0,0,0,0,0,0,0,0,0.0648610928373723,0,0.094086147802611,0.0383759199415286,0,0.00334105987660808,0,0,0,0,0,0,0
X600741.SH,0,0.297758384756275,0.152580864385681,0,0,0,0,0,0,0,0.01731415799085,0,0.025446665988505,0,0,0,0.169879027358909,0,0,0,0,0,0.0207288648485472,0,0,0,0,0.0134577615287705,0,0,0,0,0,0,0,0,0,0.0231549788276234,0,0,0,0,0,0,0.00555018116711069,0,0.0782827844290845,0,0,0.074230003301769,0,0,0,0,0,0,0,0,0
