,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X300014.SZ,X000596.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X600702.SH,X000733.SZ,X600522.SH,X600741.SH,X002074.SZ,X000157.SZ,X000799.SZ,X600460.SH,X600584.SH,X300003.SZ,X600779.SH,X600884.SH,X002007.SZ,X300146.SZ,X002294.SZ,X600487.SH,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.292177727147009,0.0465745424096044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326442894177576,0.107195993608971,-0.0567859269148893,0,0,0,0,0.0642136584598588,0,0,0,0.139210036699245,0,0.0437972247789518,0,0.0351603275904753,0,0,0,0,-0.0196780784544049,0.0295936394931627,0,0,0,0,0,0
X000858.SZ,0,0,0.235694317190854,0.247406228588397,0,0.161192262319119,0,0,0,0,0,0,0,0,0,0.176121443627757,0,0,0.00859080371131754,0,0,0,0,0,0,0,0,0,0.0340376465249003,0,0,0,0,0,0,0,0,0,0.00587756122686306,0,0,0,0,0,0,0,0,0,0,-0.0720672139233171,0,-0.0122785337588899,0.0103615545472484,0,0,0,0,0,0
X600809.SH,0.126449169964741,0,0,0.577384281350101,0,0,0,0,0,0,0,0,0.0449737350785861,0,0,0.0897544582759875,0,0.00829592115435364,-0.0280677195504295,0,0,-0.0731121211241712,0,0,0,0,0,0,0,0,0.0448544897462607,0,0.056156050769369,-0.17509451025827,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.00359480443048743,0,0,0,-0.00464310507669092,0.00507167097732528,-0.0486263037473574,0,0,0,0,0
X000568.SZ,0.169354613434892,0.400272504345811,0.491728939061374,0,0,0,0,0,0,0,0,0,0,0.0273644286917059,0,0,0,0,0,0,0,0,0,0,0,0.184814528266393,0,0,0,0,0,0,0,0,0.0796497079091362,0,0,0,0.0750903346701174,0,-0.0303264568772014,0,0,0,-0.0609251954331273,0,0,0,0,-0.0272259018775022,0,-0.0122114842435923,0.0087875058958095,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.033601125209912,0,0,0,0,0,0.131975763283075,0,0,-0.00864289098509933,0,0.18905030543977,0,0,0,0,0,0,0,0.0395243817769693,0,0,-0.0258299832408522,0,0,0,0.0605859436832188,0,0,0,0,0,0.0765135508483125,0,0,-0.00526047782374056,0,0,0,-0.0221726707687663,-0.00626549159189411,0,0,0,0,0,0
X002304.SZ,0,0,0,0.311288690421468,0,0,0,0.180966915332055,0,0,0,0,0,0.0149450055214494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104426226597884,-0.0366942955534702,0.0904973465460718,0,-0.0261924563023874,0,0,0,0,0,0,0,0.0675023077009711,0,0,0.125506405173066,0,0,0,0,0,0,0.0104179110315734,-0.0380677843514391,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291711948173259,0,0.0326668208264868,-0.170912711748346,0,0,0.0464170540269298,0,0,-0.136137048542449,0.216461394838448,0,0,0,0,0,0,0,0,0,0,0.107205740769965,-0.0346465531629745,0,0.0738072640316425,-0.118024893147489,0,-0.00637003265423132,0,0,0,0,0,0
X600690.SH,0,0,0,0.0290003216787233,0,0.0932710750458851,0,0,0.0571648638837714,0.271475582307285,0,0,-1.38777878078145e-17,0.235743959422352,0,0.19336967173792,0,0.0362749166248453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861258443244196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565466100176831,-0.123900914033483,0,-0.0148546081310657,0.00820909219976904,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.316754377100557,0,0.0768181742307289,0.0389565552001205,0,0,0,0,0,0,0.183889775293435,0,0,0,0,0,0,0,0.281793229421701,0,0,0.235088239648588,0,0,-4.33680868994202e-19,0.119579834272695,0,0,0,0,0,0,0,0.105944353818393,0.0560646715281446,0,0,0,0,0.139688322273471,0.280434793856121,0,-0.051341416083906,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0676455873249716,0,0,0,0.08320352608207,-0.0189867259458455,0,0,0,0,0,0,0.112786313691401,0,0,0,0,0,0,0,0,0,0.134589332707734,0,-0.153712348751712,0,0,0,0,0.0537716565130617,0,0,0,0,0,0,0,0,0,0,0,0.020200980548857,0,0,0,0,-0.0810864286023276,0,-0.0199619513959801,0.0125715032503334,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.218559937562903,-0.068910274904823,0,0,0.137402756478262,0,0,0,0,0,0,0,-0.105374476601801,0,0,0,0,0,0,0,0,0,-0.0385794360828597,0,0,0,0.0579224119946139,0,0,0,0,-0.0279753189929106,0,-0.00484976520236038,0,0,0.0855393857981457,0.128440268825305,0,0.004325051205936,0,0,0,0,-0.000146691808838411,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.195389127593236,0,0,0,0,0,0,0.0875556365489359,0.0477102638675162,0,0,0,0,-0.0142933055784506,0,0,0,0,0,0,0,0.0339340987585286,0.024171863808043,0,0.00141498404697477,0,0,0,0,0,0,0.0858443354850036,0.00407277119475787,0,0,0,0,0,0,0,0,0,0,0,0.0245673631888865,-0.00217385936829869,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.264924273828394,0,0,0,0,0,0,0.0624423229833798,0.0990141732482551,0,0,-0.0102702178779346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241560898556975,0,0,0,0,0,0,0.544332159415259,0,-0.0562395103831855,-0.0359940642206591,0,0,0,-0.15080068730806,-0.0535624408966407,-0.0187734705701641,0,0,0,0,0,0
X000596.SZ,0,0,0.0660472842691468,0.15274689527825,0,0,0,0,0,0,0,0,0.04513453802155,0,0,0,0,0,0,0,0,0,0,0,0,0.0393246043580259,0,0,0.0480924553768588,0.0533433492882173,0,0,0,0,0,0,0,0,0.110837026036626,-0.00711812030507177,0,0,0.143066935288798,0,0,0,0,0,0.00028688546234508,0,0,0.000729527748536159,0.0124545716751424,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.190751030451929,0,-0.0254242842161411,0,0.0876495044463732,0,0,0.0102137540501838,0,0.0702748921181481,0,0,0,0,0,0,-0.0171874477832015,0,0.425160524986127,0,0,0.0525942919890761,0,0,0,0,0.107387618264003,0,0,0,0.0225964456931517,-0.0542991637420088,0,0.0707267878064771,-0.055691890054174,0,0,0,0,0,0.00729770368964559,0.0130882954886719,-0.00507905350716951,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0827941808678655,-0.0775485329978144,0,0,0.0650452291834852,0,0,0,0,0.50926162358027,0,0,0,0,0,0,0,0.0474763961777022,0,0,0,0,0,0,0,0,0,0,0,0.113653436817408,0,0,0,0,0,0,0,0,0,0.142502604786058,0.0642120790105471,0,-0.0768515041153709,0,0,0,0.0115244995238777,0.00746129904059861,0,0,0,0,0,0
