,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600584.SH,X600703.SH,X000157.SZ,X000977.SZ,X600522.SH,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600183.SH,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X600487.SH,X000800.SZ,X002180.SZ,X002223.SZ,X000661.SZ,X600460.SH,X601799.SH,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.143065646880054,0,0,0,0,0,0.138038953309733,0,0.146780254972332,0,0,0,0,0,0,0,0,0.00158305755266653,0.0363602204609644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203817751673363,0,0,0,-0.0809754414787529,0,-0.0222307261193328,0,0,-0.0059240735113984,0,0,0.0201283035260579,0,0,-0.0971605501007816,0,0,0,0.00811145620976126,0,0
X000858.SZ,0.105869559210253,0,0,0,0,0,0,0,0,0.415519429801612,0,0,0,0,0,0,0,0,0,0.00964911840853991,0,0,0,0,0,-0.00173368694525561,0,0,0,0,0,0,0,0,0.116276456144559,0,0,0,0,0,0,0,0,0,0.0832893053156451,0,0,0,0.0264970077240648,0.0467259260726963,0,-0.0146247883609188,0,0,0,0,0.0336806147320251,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0924423117178773,0,0,0,0,0,0,-0.0451549918139498,0.153375677853248,0.482628338633861,0,0,0,0,0.00827572195283864,0,0,1.38777878078145e-17,0,0.0144795880715539,0.0615154577781432,0,0,0,0,0.00857033183256848,0,0,0,0,0,0,0,0,0,0.0661786423083628,0,0,0,0.104220172551532,0,0,0,-0.0487048306564431,0,0
X002415.SZ,0,0,-0.0750497550549338,0,0,0,0.164552459721869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10334351257963,0.0669127568868179,0.159013456864382,0,0,0,0,0,0,0.070110102507221,0,0,0,0,0,0,0.0612787823063602,0,-0.0592890820849382,0,0,0.016398665603599,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285402051442018,0,0.100028250140066,0,0.0806254281328942,0,0.102873610598122,0,0,0,0,0,-0.0279722579775251,-0.0347376657292256,0,0,0,0,0,0.0681780172470789,0,0.0203993981069212,0,0,0,0,0,0,0,0.166027306609788,0,0,-0.0407176086292565,0,0,-0.0307512003907967,-0.0197268531075146,0,0,0.0104986851196401,0,0
X003816.SZ,0.148847609463137,0,0,0,0,0,0,-0.302424193046772,0,0,-0.00703710603165133,0,0,0,0,0,-0.192289800743225,0,-0.132379816655477,0,0,0,0,0,0,-0.0589084135874929,0,0,0,0,-0.0122794855993739,0,0,0.153853339396792,-0.195866941533727,0,0,1.73472347597681e-18,-0.0102638886752265,0,0,0,0,0,0,0,-0.035808770620095,0.105177901751762,0,0,1.73472347597681e-18,0,-0.0133662384391757,0,0,0,-0.0291352715856439,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.776139425770066,-0.115488828364545,0,0,0.0520456979932838,0,0.0774577511203147,0,0,0,0,0,0,-0.0146723177894302,0,0,0,0,-0.0232987100346864,0,0,0,0,0,0.00142879860232688,0,0,0,0.0873782797662672,0,0,0,0.155420249844646,0,0,0,0,-0.14272658517883,0,0,0,0,0,0,-0.0119371362881636,-0.150645477596716,0,0,-0.00776643765837541,0,0
X600809.SH,0.324032590895686,0,0,0,0,0,0.0999985161632736,0,0,0,0.0259638772301489,0,0,-0.0109412513864589,0,0,0,0,0,0.382531112909181,0,0,0,0,0,0,0,0,0,0,0,0,0.0364626240047526,0,0,0,0.016241288320429,0,0,0,0,0,0,0,0.179609167097806,0,0,0,0,0.0190076557572931,0,0.0154105570671898,0,0.130025802774661,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.217062753549821,0.120990434754598,0,0,0,0,0,0,0.131815428061579,0,0,0,0,0,-0.0138854876738221,0,0,-1.35525271560688e-20,0,0,0,0,0,0.126653805356139,-0.010071641555363,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0971596116315702,0,0,0,0,0,0,0,0,0,0,0,0,0.0014940427855079,0,0,-0.0435932207326885,0,0
X000568.SZ,0.203547900652458,0.56430617996861,0,0,0,0,0,0,0,0,0.0684359213925014,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0999445792696642,0,0,0,-0.00166905923483298,0,0,0,0,0,0,0,0,0,0,0,0,-0.00575747418819776,0,-0.00517062825756793,0,0,-0.0252090606447327,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0523331796008257,-0.00496553377688714,0,0,0,0.0138824941525308,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102790479646846,0,0,0,0,0.0199178133205785,0,0.30955132040471,0,0,-0.138892250110309,-0.253150326007233,0,0,0.47926892249894,0,0,0,0,0,0,0,0,0,0,0.175909503066854,0,0,0,0,-0.0979803878914245,0,0,0,0,0,0.0946282914080883,0.0233481945195028,0,0.119334470547582,0,0,0,-0.00977287338328784,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153616146081759,0,0,0,0,0.0128555488683945,-0.00595528258302385,0,0,0,0.0740608662604221,0,0,0,0,0,0,0,0,0,-0.0209285075028998,0,0.00816144026170748,0,0,0.0262336446168694,0,-0.0188257012135358,0,0,0.0412582806569959,0,0,0.0317736287529341,0.0629390414631423,0,0.0903217288968267,0,-0.0248111027963198,-0.0175570694276097,0,0,0,0.0269172591501476,0,0
X000725.SZ,0,0,0,0,0,0,0.095697325106391,0,0,0,0,0,0,0,0,0,0,0,-0.0442761496109097,0,0,0,0,0.737697305441462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01876832965097,0,0.0158608652792807,-0.0230558385576551,0,0.35945903027273,0,0,0.00734957937961887,0,0.0364125019438583,0.0271503661427332,0,0,0.0543269135942501,-0.00189077223104204,0,0,0,0,0
X000625.SZ,0,0,0.276250103850515,0,0,0,-0.148302154914466,-0.114228670483488,0,0,0,0.444873779989928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10604079075713,0,0,0,0,-0.191605451758239,0,0,0.0555114870647148,0,0,0,0,0.437533211864926,0,-0.138562947076744,0,0.205410755722172,0,-0.172617811552261,0,0,0,0,0,0,0,0.0125189821729911,-0.124258925514464,0,0,1.73472347597681e-18,0,0
X600031.SH,-0.264092557640879,0,0,0,0,0,0.00585123456874748,0,0,0,0,0,0,0,0,0,0,0,0.148991857037322,0,0,0.0644290725180253,0,0,0,-0.0924335180017546,0,0,0,0.485609171167234,-0.0120145907955684,0,0,0,0,0,0,0,0,0,0,0,-0.146716528203302,0,0,0,0,0,0.255299605256438,-0.0764264992089961,0,-0.0894291369860012,-3.3881317890172e-21,0,0,0,0.0204672131969687,0,0
