,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002049.SZ,X000625.SZ,X002129.SZ,X601877.SH,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X300136.SZ,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002294.SZ,X600066.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.184479457935377,0,0.292520368880998,0,0,0,0,0,0,0,0,0.0567944163954669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360356480161097,0,0,0,0,0,0,0,0,0,0,0,0,0.10142508968858,0,0,0,0.000525184509019897,0.000220392160596352,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0611771947351795,0,0.272685370461165,0.482689644561336,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.00686444755678829,0,0,0,0,0,0,0,0.0160058661441634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404769757900677,0,0,0,0,0,0,0.0319900755317995,0.0220902912832963,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.021050945980437,0.171477550869915,0.0165992716201984,0,0,0,0,0,0,-0.128738121053858,0,1.73472347597681e-18,0.0914239828386173,0,0,0,0,0,0,0,0,0,0,0,0.0435074167381658,0.0624756706196879,0,0,0,0,-3.46944695195361e-18,0,0,0,0.13668409949703,0,0,0,0,0.102451862134623,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328834523819652,0,0,0,0,0,0,0,0.106571007618746,0,0.0408072696348482,-4.33680868994202e-19,0,0.0748958802370797,0.00632823912708048,0,0,0,0.0663097549349143,0,0,0,0,0,0,0,0.0277006069872357,0.0266621680487911,0,0.0882868319383701,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.199705520132591,0,0,0,0,0,0,0,0,0.00393706863578302,0,0,0.0628640504309008,0,-0.0337426382476061,-0.0647913524686662,0.0420572457712951,0.00908412062274301,0,0,0,0,0,0,0.0986708247130773,0,0,0,0,0.250195577996492,0,0,0,0,0,0.020219144128766,0,0,0,0,0,0,-0.0842904060174035,0,0,0,0,0,0.00685965863115239,-0.0145633446782245,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0513307428158767,0,0,0,0,0,0,0,0,0,0,0.0813398374622263,0,0.0310251245486457,0,0,0,0,0,0,0,0,0,0.145152947060545,0.0173194550179553,0,-0.017866020884752,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0770859109300664,0.0134369524161639,0,0,0,0.0503587999353501,0,-0.0471819348724024,-0.0219492106814147,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0774262426263636,0,0,-0.0319860782658482,0,0,0,0,0,-0.0247239215499304,0.141748405178903,0,0.0808402439060979,0,0,0,0,0,0.153540402242308,0,-0.0684864871193125,0,0,0,0,0,0,1.73472347597681e-18,0.0452379731383869,0,0,0,0,0.154323902413984,0,0,0,0,0,0,0,0,0,0,-0.0268774639456607,0.0248701093548075,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0408228403185868,0,0,0,0,0,0,0,0.401881382659096,0,0.00992309630443031,0,0,0,0,0,0.0591575858284611,0,0,0,0,0,0.317143725624088,0,0,0,0,-0.025307557075943,0,0.0173014254133221,0,0,0,0,0,0,0,0,0,0,-0.0560532150230627,0,-0.0138028440232292,0.031898479607678,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,-0.134593602677014,0,0,0.567453809653537,0,0,0,0,0,0,0.193154282164137,0,0.170977405837526,0,0,0,0,0,0,-0.0303452158544715,0,0,0,0,0,0,-0.0868586141299916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0307436518007808,0,0,0,0,0,0
X002304.SZ,0,0.230813248658336,0,0,0,0,0,0,0.231186263695227,0,0.0721396037977936,0,0,0,0,0,0,0,0.10471966751352,0,0,0,0,0,0,0,0,0,0,0.184826510205837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000932574670160778,0.00305300087200949,0,0,0,0,0,0
X600809.SH,0.176318260117303,0.419327301251846,0.061958374223029,0,0,0,0,0,0.033064402687288,0,0,0,0,0,0,0,0,-0.168510584134015,0.0659046595981051,0,0.219968611114289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295451599864826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.066833757732328,0,0,0,0,0,0,0,0,0,0,-0.00919045453131228,0,0.0454651632693455,0,0.422510221905995,0,0,0,0,0.145892022026054,0,0.204938445300286,0,-0.0712403641887732,0,0,0,0.0150303102622311,0,0,0.0211812190139322,0,-0.143469465446129,0,0,0,0.228597721943824,0,0,0,0,0,0.0325174850827143,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.128772893968652,0,0,0,0,0,0,0.254647201255529,0,0,0,0.0492173833441328,0,0,-0.0542444575453099,0.252565266314917,0,0,0,0,0.0142867825032088,0,-0.119407302840609,0.0805530514337522,0,0,0,0,0,0,-0.0147311818162611,0,-0.0718603916536668,0,0,-0.0646486410012967,0,0,0,0.120552301023609,0,0,0,0.114643307783515,0.0512986698597223,0,0,0.0417690498718034,0.00790881420318392,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,-0.0783649457591291,0,0,0,0,0,0,0,0,-0.143170048730955,0,-0.297054019851325,0,-0.201088653175097,0,0,-0.453664665381552,0.165060492473595,0,0,0.161041983747875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369494878460482,0,0,-0.0274622042013001,0,0,0,0.54773660405895,0,0,0.0311178645001835,0.0196984224353553,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.103652028341004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113161379778038,0,0,0.0234694739597338,0,0,0.0534386054477291,0,0,0,0,0.0330722703004092,0,0,0.0744448473017053,0,0,0,0.00771496364959451,0,0.00916343656598798,0,0,-0.000832301111498694,0,0,0,0,0,0
