,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600372.SH,X002292.SZ,X002475.SZ,X600741.SH,X000157.SZ,X600089.SH,X000338.SZ,X002465.SZ,X002049.SZ,X601877.SH,X300124.SZ,X002506.SZ,X600177.SH,X300003.SZ,X600582.SH,X000568.SZ,X002294.SZ,X002074.SZ,X002129.SZ,X000547.SZ,X300001.SZ,X002085.SZ,X600498.SH,X600839.SH,X600867.SH,X000050.SZ,X002498.SZ,X000977.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181369949109438,0,0,0,0,0,0,0,0,0,0,0,-0.0783232650577619,0,0,0,0,0,0,0,0.0831438393670883,0,0,0,0,0,0,-0.0503695783089251,0,0,0.0487176150789845,0.0196047969895101,0,0,0,0,0,0,0.0250627926218605,0,0,0,0,0,0,0,-0.0268177055948569,0.0222901428081517,0,-0.0209275573669065,0.0245065306982464,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.334584336770385,0.233363207335219,0.138641341560274,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.038840016737289,0,0,0.0153354743252791,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0204883955775635,0,0,0,0,0,0,0,0,-0.0916567368695305,0,0,0,0.00290170249087323,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383004555076357,0,0,0,0,0.0814672121379749,0.0385977615759853,0,0,0,0,0.0686829922024023,0.0967591859082311,0,0.22000143824303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119343401728192,0,0,0,-0.0209714794494935,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0956074850192963,0,0,0,0,0,0,0,0,0,0.100629163345501,0,0,0,0,0,-0.0207881421318061,0.018179806755252,0,0,0.0104775608660629,0,0,0.12107682372647,0,0,0,0,-2.71050543121376e-20,0.0424995385228126,0,0,0,0,0,0.00978777138756535,0,0,0,-0.0114683437118229,0.0191777261629664,0,-0.0472421668350921,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.10383606195373,0,0,0,0,0,0,0.0887973822448888,0.0853781667231058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514530138946267,0.00211169439866335,0.101748459543768,0.041708684026197,0,0,0,0,0,0,0,0,0,0.0480698497326891,0,0,0,0.0217090510219281,0.082268061197529,0,-0.0502091341405753,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.135445048447832,0,0,0,0,0,0.0029220782607417,0,-0.199658599516889,0,0,0,0,0,0,0.0325517258393981,0,0,0,0,0,0,0,-0.0246762979865231,0.13293336184784,0,0,0,0,0,0,0.0451051766669681,0,0.0965760412829729,0.161363454775409,0,0,0,0,-0.101880493522016,0,0,-0.0469236536866212,0.0584148819002718,0,-0.229121922299964,0,0,0,0
X002304.SZ,0,0.167472224833535,0,0,0,0,0,0,0,0,0.0296270055219352,0,0.0612113408370486,0,0,0,0,0,0,0.0376717978248852,0,0.160616933225624,0,0.0817854216088055,0,0,0,0,0,0,0,0,0,0.143352909243344,0,0,0,0,0,0,-0.0488717132482811,0,0,-0.0515541562990173,0,0,0,-0.0479224855342062,0,0,0,0.00478542765600274,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.069762310604642,0,0,0,0,0,0,0,-0.0563175334057753,0,0,0,0,0,-0.145276576824468,0,0.17202050612323,0,0,0,0,0,0,-0.0199268368541711,0,0,1.73472347597681e-18,0,0,0,0,0,0.070176818589268,0,0.0278139200942908,0.0355731171684333,0,0,0,0,0,0,-0.00516789611831771,0.0677817971454869,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.124008998604137,0,0,0,0,0.00364238814928758,0,0,0,0,0,0,0.133080727183529,0,0.0976539979036611,0.0628824855202937,0,0,0,0.187526206009182,0,0.000663618251449203,0,0,0,0,0,0.0345149757122771,0,0,0,0.0210715815476965,0,0,0,0.0106898538438864,0.120977837669818,0,0,-0.0156976852828201,0,0,0,0,0,0,0
X000625.SZ,0,0.0411702957750792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920748540203477,0.334755392512073,0,0,0,0,0.00158286713438343,0,0,0,0,0,0,0,0,0,0.135820400119463,0.103398744629699,0.00989906688151895,0,0,0,0,0,0,0,0,0,-0.00365794066121684,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.013260318642519,0.0702745408778967,0,0,0,0,0,0,0,0,0.270134831186731,0,0,0,0,0,0.000573204642034246,0,0,0.0347397169314919,0,0,0,0,0,0,0,0,0,0.0369630674924144,0,0,0,0,0,0,0,0,-0.0808779544817591,2.16840434497101e-19,0,0.0624678233660604,0,0,0,0
X600703.SH,0,0.14363978254965,0,0,0,0,0,0,0,0,0.101012290489332,0,0,0,0,0.0159068124039577,0,0,0,0,0,0,0,0,0,0.251115655232527,0,0,0,0,0.164049269758072,0,0.0803269745464248,0,0,0,0,0,0.0481154597022574,0,0,0.0937007063468768,0,0,0,0,0,-0.0422492962739532,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700538823233736,0.0545935687110883,0,0,0,0,0.267348098388562,0.124390244183949,0,0,0,0,0,0,-0.0371933146575927,0,0,0.0344643827688136,0,0,0,0,0,0,0,0.150894397532241,0,0,0,0,0,0.0523933651052796,0,0.121904976244935,0.181275108666046,0,0,0.0124109737331777,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145597128988333,0.0913190346319404,0,0,0,0,0,0,0,0,0,0.130507514322914,0,0,0.114128462282323,0,0,0,0,0,0,0,0,-0.0920139878590259,0.0443273653061678,0.0291870876165219,0.0664606638768822,0,0,0,0
X000559.SZ,0,0,0.164476705619539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697863372648901,0,0,0,0,0,0,0,0,0,0,0,0.0635639189021861,0,0.0951256182073966,0,0,0.0120050083996014,0,0,0,0.0713798244875649,0,0,0.254866190812198,0,0,0.0402872981984882,0,0,0,0.123353894283289,0,0,-0.0326011202869911,0,0,0,0,0,0,0
