,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600104.SH,X003816.SZ,X002129.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X002236.SZ,X000661.SZ,X002180.SZ,X600702.SH,X600522.SH,X601877.SH,X600584.SH,X000977.SZ,X300142.SZ,X000157.SZ,X002074.SZ,X600741.SH,X600460.SH,X000733.SZ,X000066.SZ,X600183.SH,X300003.SZ,X000799.SZ,X002414.SZ,X002463.SZ,X002007.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.129563503736582,0.0105259902871764,0,0.0894260279416581,0.0809054263495976,0,0,0,0,0.079361237497325,0,0,0,0,0,0,0,0,0,0,0,0,-0.00103253068263924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130086165990304,0,0.0355480526631348,0,0.0963894706806709,0,-0.0125472279576017,0,0,0,-0.0244595390518041,0.0531204830143572,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.605748795082082,0,0.0353885553791361,0.10647190761417,0,0,0,0,0,0,0,0,0,0,0.135438612856133,0,0,0,0,0,0,-0.0420373767345317,0.0949902448702497,0,0,0,0,0,0,0,0,0,0,0,0,0.062837957920403,0,0,-0.00805644430732832,0,0,0,0,0,0,-0.0185409104870206,-0.00974454694806102,0,0,0,0,0,0
X002415.SZ,0,0.0461041003478016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187605917047987,0.139492145829212,0,0,0,0.0373045111077529,0,0,0,0,0.288202609261737,-0.0566601516329161,0.0220039534801743,0,-0.0943959756811821,0,0,0.145484497349446,0,0,0,0,0,0,0,-0.100756517626861,0,0,0,0,0,0,0,0,-0.0109621679566952,0,0,0,0,0,0
X000568.SZ,0,0.392353094648526,0.11021144826345,0,0,0,0.420347355442029,0,0,0,0,0,0,0,0,0,0,0,-0.0872526379245636,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711485163394315,-0.0647724372096055,-0.0668098124807088,-0.0182781888376256,0,0,0,0,0,-0.131635467027418,0,0.246705785328537,0,0,0,0,0,-0.0425315652373512,0,-0.00437572272503066,0,0,0,0,0,0,0
X600809.SH,0,0,0.143138837949932,0.198266045622282,0,0,0.150291048257249,0,0.11425597878027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447987665053544,0,0,0,0,0,0,0,0,-0.0833906178928472,-0.0114565742989758,0,0.256246050914274,0,0,0,0,0,0.00582837483733413,-8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0,0.130958225858087,0,0,0,0,0,-0.0335434068845281,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.090354873055539,0,0,0,0,0,0,0,0.0630985117354119,0,0.0987293125693839,0.017117344971824,0,0.0302225783902992,0,0.0568202536414836,0,0,0,0,0,0,0,0.275554545769558,0,0,0.0618578920786336,0,0,0,-0.0150249859411376,-0.00412213484924223,0,0,0,0,0,0
X002304.SZ,0,0.431046427338055,0,0.264685299376564,0,0,0,0,0,0,0,0,0,0,0,0,0.224128906400011,0.0459308404057748,0,0,0,0,0,0,0,0,0,-0.0202021899353391,0,0.00298476787233258,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714984167237918,-0.0240798878144663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0241253913466732,0,0,0,0,0,0,0,0.174801194837839,0,-0.0602103538318771,0,0,0,0,0,0.293166153242533,0,0,0,0,0,0,0,0,0.0939491160535605,0,0,0,0,0.274442942934698,0.0542278686597463,0,-0.0420991245703345,0,0,0.222462600827396,0,0,0,0,0,0,0,0,0,0.189941776434501,0,0.477051403367316,0,-0.0361494322391568,0,0,0,0,0,0
X600690.SH,0,0,0,0.0986327022373603,0,0,0,0,0,0.056443986095026,0.0439336433419158,0,0,0,0,-0.0736548909322305,0,0.122692047880861,0,0,0.128485122741657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681862974150336,0,0,0,0,0,0,0,0,0.0300906674905773,0,0,0,0,0,0,0.00425422016502088,0.00520225681237477,0,0,0,0,0,0
X000651.SZ,0,0.133641940514859,0,0,0,0,0.0638830057189617,0,0.327852423820189,0,0,0,0,0,0,-0.0319451403072194,0,0,0,0,0.124492740793048,0.043764121060019,0.034734277631783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072951557929662,0,0,2.16840434497101e-19,0,0,0,0.0294944602177884,0,0,0,0,0,0,0,-0.00515538819945299,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.0949866408328186,0,0.0503560398927296,-0.0160526681987683,0,0.239628350904645,0,0,0,0,0,0,0,-0.0832387788354329,0,0.133419511249783,0.247140885529003,0,0,0,0,0,0,0,-0.114690561381611,0,0,0,0.139098565125331,0,0,0,0,0.0578419181094572,-0.0361174377781164,0,0,0,0.0618184736946304,0,0,0,0,0,0,0,0,0,0,-0.0133209589960044,0,0,0,0,0,0,0
X000725.SZ,0,0,0.113233743869026,0,0,0,0.119662143729904,0,0,0,0,0,0,0,0,0,0,0,0,0.0180626266882168,0,0,0,0.115468372801465,0,0.0302075312587279,0.0849769469406992,0,0.016642674026799,0,0,0,0,0,0.100150917862646,0.00453154377764362,0,0,0,0,0,0,0,0,0,0,0,0.0718035344925854,0,0,0,-0.00751929185628046,-2.16840434497101e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.072297148119517,0,0,0,0,0,0,0,0.2041690968998,0,0.0644592704338343,0,0.286830849661879,0,0,0.0909289298480116,0,0,0,0.297625511604144,0,0.23792535262911,0,0,0.0843070297997203,-0.0283181873632767,0,0,0.0642843164331253,-0.11682387310007,0,0,0,0,0,0,0,0,0,0,0,0.175245684717344,0,0,0.0218165112795245,-0.0220010355258494,0,0,0,0,0,0
X600104.SH,0,0,0,0.119830103369859,0,0,0,0,0,0.137110207356639,0,0.100244757527764,0,0,0.0966425747727291,0,-0.129563722651467,0,0,-0.0373568205088934,0.140351067464095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00533806156523187,0,0,0.331825892983027,0,0,0,0.0863931466034397,0,0,0,0,-0.00546371892266119,0,-0.0525425928427846,0.00719606608063754,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0674392520934733,0,0,0,0,0,0.0966223585157025,0,-0.00824909188515329,-0.0134050463340011,0,0,0,0,0.119605026428205,0,0,0.0599102592090076,0.0674745783046267,0,0,0,0,0,0,0,0,-0.0233151627463481,0,0,0,0,0,0,0.060982053147434,0.0182606353731339,0,0,0,0,0,0,0,0,0.0287378692093289,-0.0140598337313341,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.177290922089529,0,0,0,0,0,0.051057785587824,0.141417376283987,0,0,0,0,0.157757485782246,0,0,0,0,0,0,-0.12863027539019,0.298675988951954,0.238032534713853,-0.0481716419370775,0,0,0,0.0935160131762883,0,0,0,0,0,0,0,0.0649849185415162,0,0,0,-0.0897736205001728,0.117285478192463,-0.124900133377971,0,0,0,0,0,0
X000596.SZ,0.240932859433048,0,0,0,0.0352791143379114,0,0.10489269616431,0,0,0,0,0,0,0,0,0,0,0,-0.0435196490869042,0,0,0,0,0,0,0,0,0,0,0.136801153361145,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0421924326196896,0,0,0,0.113567177168194,0,0,0,0,-0.00268431765327531,0.00842240836777752,0.00800503419506612,0,0,0,0,0,0
X600031.SH,0,0.305331167432066,0,0,0,0,0.0492986285232323,0,0,0,0.0689556770279266,0,0,0,0,0,0,0,0,0,0,0.180899446680414,0,-0.114054104178937,0,0,0,0,0,0,0.0566968855218803,0,0,0,0,0.0697673733433102,0,0.371696395018881,0,0,0,0,0.0265304524840598,0,0,0,0,-0.09631594345739,0,0,0,-0.0166300201081654,0.00116067961420971,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0215686648305663,0,0.0705067072157275,0,0,0,0,0,0,0,0,0,0,0,0,0.00308651038055151,0,0,0,0.0967889236537686,0,0,0,0,0.0272444022992006,0,0,0,0,-0.631368795647436,0,0,-0.0912772933397346,0,0,0,0,0,0,0,0,0,0.372181431175074,0,0,0,-0.0128510409243479,0.0725684194012907,0,0,0,0,0,0
X002371.SZ,0,0.0984733520904571,0.0331115080075401,0,0,0,0.180180281375238,0,0,0,0,0,0.0987808658663473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645840913836432,0,0.152729651761298,0,-0.0900037621143711,0.103084662539896,0.0519053124346166,0,0,0,0,0,0.546732837902057,0.130377870513105,0.190157397888448,0,0,0,0,-0.103460522784119,0,0,0,0.00503978945137352,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115818372457912,0,0.181552341699728,0.320596981248022,0,0,0,0.0533304325094134,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.216467378584105,0,0,0,0,0.177340145388391,0.701427206979385,0.0123957913892525,0,-0.0221914665627236,0.016052072352,-0.157523921403544,0,0,0.0611782884648266,0,0,0,0.0401955051991559,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,-0.0254422802910995,0,0.148260272823314,0,0,0,0,0,-0.0521166296058291,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0389491663507154,0,0,0,0,0,0,0.000189291843194927,0,0.264714085706569,0,0.0382493509018699,0,0,0.0227722264609335,0,0,-0.0231498594286551,0,-3.46944695195361e-18,0,0,-0.127374635854403,0.0424615921954111,8.67361737988404e-19,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.156756494332762,0.101338509882332,0,0,0,0,0,0,0,0,-0.0279111004656404,0,0.00169909729824987,0,0,0.163183194182664,0,0,0.135124451842226,0,0,0,0,0,0,0,0,0,0,0.0580226798950645,0,0,0,0,0,0.275794954304587,0,0.0135158334061794,0,0,0,0,0.0570199531773514,0,0,-0.0205217279617247,0.0163475086010867,0,0,0,0,0,0,0
X002049.SZ,0,0,0.0637295778105589,0,0,0,0,0,0,0,0,0,0.101982540465115,0,0,0,0,-0.0792941466846364,0,0.0493410528727977,0,0,0,0,0,0,0,0.261303742992266,0,0,0,0,0,-0.234554995531371,0,0,0,0,0,0,0,0.146363748807822,0,0,0.281967393581725,0,0,0,0,0,0,-0.00473056562873603,-0.0325663441061665,0,0,0,0,0,0
X002179.SZ,0,0,0.0334614124241995,0,0,0,0,0,0,0,0.0354260354328769,0,0,0,0,0.0411761636087282,0,0,0.0488523744450449,-0.0817598397776444,0.0258722688839206,0,0,0.0594220235072689,0,0.178967321530618,0,0,0,0,0,0,0,-0.0199687584457439,0,0,0,0,0,0,0,0.0595555598710903,0.0524149329279982,0,0,0,0.0664068568949458,0.0372083654704435,0,0,0,0,-0.00405367134997623,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,-0.0197163606592408,0,0,0,0,0,0,0,0.173000451574823,0,0,0,0,0,0,0,0.0922404564043074,0,0,0,-0.032667233151142,0,0,0,0,0.0715624128053884,0.0476312353110884,0,0.0273803292675949,0.0774850923844967,0,0,0.0978354419736155,0,0,0,0,0,-0.0421617695966098,0,0,0,0.102324690592128,0,0.0376318008857692,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00325487821911129,0.0803529386316972,0,0,0.0547918736651998,0,0,0,0,0,0,0.0227200470577058,0,0,0,0,0.01457384198443,0,0,0,0,0,0,0,0.0723062736103449,0,0,0,0,0,0,0,0,0,0,0,0.0812055715471011,0,0,0,-0.0100960524061162,0.0454972796642216,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.0200771760762268,0,0,0,0,-0.0231216727104672,0,0,0,0,0,0,0,0.0873977378760192,0,0,0,0.218260812075202,0,0,0,0,0.009057338015325,0,0.0209354437099575,0,0.13576892233947,0.289846035020109,0,0,0,0,0,0,0.0578910865020201,0.0584873064607813,0,0,0,0,0.106554453741342,0,0,0,-0.0260502785501076,0,0,0,0,0,0,0
X002236.SZ,0,0,0.366859196373198,0,0,0.0816936311645391,0,0,0,0,0,0,0.213567644121382,0,0,0,0,0.079032836323407,0,0,-1.73472347597681e-18,0,0.01610336851091,0.124728828440815,0,0,0,0.0738864673692722,0,0,0,0,0,0,0,0.0478564939234062,0,0,0,0,0.0894446127116976,0,0.0258098562466985,0,0,0,0,0.0548069765959652,0,0,0,0,0.0301619248848466,0,0,0,0,0,0
X000661.SZ,0,0.151469181756316,-0.458643417359911,0.141019879201503,0.131684038763191,0,0.0434255282494529,0,0,0,0,0,-0.0462536468668044,0,0,0,0.456283895930682,0,0,0,0.0184039034695632,0,0,0,0,0,0,0,-0.149319988937728,0,0,0,0,0,0,0,0,0,0,0,0,0.179538351354619,0,0,0,0.179672391610179,0,-0.0509932670721075,0.353029187419862,0,0,0.0435281826378977,-3.46944695195361e-18,0,0,0,0,0,0
