,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X002236.SZ,X601877.SH,X000157.SZ,X300142.SZ,X000100.SZ,X002179.SZ,X002463.SZ,X002008.SZ,X300124.SZ,X600271.SH,X000066.SZ,X300136.SZ,X600867.SH,X000625.SZ,X002506.SZ,X000977.SZ,X600177.SH,X002129.SZ,X300014.SZ,X600498.SH,X600066.SH,X002180.SZ,X002049.SZ,X002371.SZ,X002456.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00252745428689625,0,0,0,0,-0.0130025095042392,0.007309158262291,0,0,0,0.634937264682663,0,0,0,0,-0.0598788057432933,-0.0251213650911416,0.0300105211888516,0,0,0,0,0,0,0,0,0,0,0,-0.0129964415802159,0.0347092100699755,0,0,0,0,0,0,0,0,0,0.0436450660916373,-0.0609804184595537,0,0,0,0,0.0244300969343307,0,0,0,0,0,0,0,0,0.0168799125490473,0,0
X000858.SZ,0.191060635210003,0,0,0,0.0321550122571094,0,0,0,0,0.00362257098130923,0,0.436387684681073,0,0,0,0.184010349184653,0,0,0,0,0,0,0,0,0.00311439359159246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308769363963748,-0.00698107459630621,0,0,0,0,0,0.0747197214654316,0,0,0.00912973982982338,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0779944510107883,0,0,0,0.192504819025205,0,0,0,0,0.109206880986755,0.102846510350833,0,0,0.035869598714464,0,0,0,0,0,0,0.0572998033535363,0,0,0,0.0386430820380833,0,0,0,0,0.0252888526812434,0,0.0354119338116872,0,0,0,-0.0274933509622082,0,0,0,0,0,0,0,0,0.000347383283368893,0,0,0,0,0.037642063606681,0,0
X000651.SZ,0,0,0,0,0.0510087282220888,0,0,0,0,0,0,0,0,0,0,0.183904707637106,0,0,0,-0.0621252976889805,0,0,0.293331054271105,0,0.0113754674376608,0,0,0,0,0,-0.0116294299403161,-0.0220603500892349,0.0825424124990597,0,0.122776549096279,0,0,0,0,0,0,0,-0.0128467360696652,0,0,-0.0290663865524751,0,0,0,0,0,0,0,0,0,0,0.00967001449624542,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.156876295363717,0,0,0,0,0,0,0,0.105118137624486,0,0,0.038766420392391,0,0,0,0,0.539394067654108,0.140036417601497,0,0,0,0,0,0,0,0,0,0,-0.0236575156975877,0,0,0,0,0,-0.00944854525204706,0.0383543749221559,0,0,0,0.000108969491869896,-0.0791462058258798,0,0,0.00583458416348143,0,0,0,0,-0.0108810391458455,0,0
X600104.SH,0,0,0,0,-3.46944695195361e-18,0,0.0288735079116754,0,0,0,0,0,0,0,0,0,0.187967553100148,0,0,-0.105805317133181,0,0,0,0,0,0.0853540040483253,0,0,0,0,0,0.0598188797255054,0,0,0,0.0129083462479301,-0.06392916319586,0.0254476041712459,0,0.0026323392806526,0,0,0,0,0,0,0.0661496674599215,0,0,0,0,-0.0130380952695493,0,0,0,0,0.00682350685028055,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000819130563056444,0,0,0.100663146761328,-0.0505015295355563,0,0,0,0.137812623947827,0,0.099250703006166,-0.21604529795838,0,0,0,-0.0587544168927933,0,0,0,-0.172892257992764,0,0,0,0,0,0,0,-0.0793171479728182,0,0,0,0.0639020005006035,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.130507556943133,0,0
X002475.SZ,0,0,0,0,0.205498377538296,0,0,0,0,0.0558788291883027,0,0.0189953526133361,0.0917146929780192,0,0,0.00999980664040463,0.123094224786979,0,0,0,0,0,-0.0143717831525419,0,0,0,0,0,0,0,0.000996503905582526,0.168023076934553,0,0,0,0.0806765843260998,0,0,-0.0831218961439487,0,0,0,-0.019571360314083,0,0,0,0.0438554293665305,0,0.151275492229411,0,0,0.0314289752967815,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0783138717452498,0,0,0,0.13270501934551,0.0871220918889465,0,0,0,0.156010857180701,0,0,0.0182513062298142,0,0.037833280551014,0,0,0,0.121353881027437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125170515462706,0,0,0,0,-0.0837760318001225,-0.0269802153170823,0,0,0,0,0,0,0,0,0,0.0148368960431273,0,0,0,-0.0460631147773033,0,0
X000063.SZ,0,0,0,0,0.0567158514724931,0,0,0,0,0,0.054947255812743,0.0940194704651808,0,0,0,0.00935282917317722,0,0,0,0,0,0.00826836502998717,0,0,0.407012851835345,0,0,0,0,0,0,-0.133973497158838,0,0,0.0734478370594198,-0.10053903708337,0,0,0,0,0,0,0,0.0520496827063116,0,-0.0937855191036138,0,0,0,0.709513302597471,0,0,0.0183640580030744,0,0,0,-0.0431905404256725,0,0
