,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X003816.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000625.SZ,X600703.SH,X300014.SZ,X002241.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X601877.SH,X600584.SH,X002129.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X002236.SZ,X600183.SH,X002049.SZ,X000800.SZ,X002414.SZ,X601799.SH,X300003.SZ,X300136.SZ,X002185.SZ,X002008.SZ,X000066.SZ,X002456.SZ,X000977.SZ,X600118.SH,X300146.SZ,X002508.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.333240444917725,0,-0.107312242119419,0,0.0585586274430725,0,0,0,0,0.252228701997573,0,0,0,0,0,0,0,0.00729275140209119,0,0,0,0,0,0.0320745217711544,0,0,0,0,-0.138518310556027,0,0.115301053749917,0,0,0,0.00527151208066681,0,0,0,0,0.0442552108500127,0,0,0,0,0,0,0,0,0,0,0.0323493985621371,0,0,0,0,0.0200205265631514,0,0
X000858.SZ,0.130033982666953,0,0,0,0,0,0.0305046275823947,0,0.165839181900096,0.0508499448411152,0.236670765925897,0,0,0,0,0,0,0,0,-0.0971471189478726,0,0,0,0,0.117578760251674,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.000183081735287304,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189495212006884,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0217979962473913,0,0.0896292503178817,0,0,0.0650130083573374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579663824197696,0,0.0859328272356646,-0.158928917653028,0,0,0,0,0,0.0741829822540772,0,0,0,0,0,0,0,-0.0736739793595038,0.0541791956858066,0,0,-0.0114915380649299,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.048140632911343,0,0,0,0,0.00762362224883563,0,0,0,0,0,0,0,0,0,-0.0271140152159242,0,0,0,0,0.0201331546779108,0,0,0,0,0,0,0,0.349179816295734,0,0,0,0,0.0849166228562962,0,0,0,0,0,0,0,0,0,0,0.132641282799852,0,2.16840434497101e-19,0.00222549855742721,0,0,0,-0.00181719428519698,0,0
X000651.SZ,0,0,0,0,0,0,0.092511730827264,0,0,0,0,0.162343701207361,0,0,0,-0.0284014931535312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909316729643509,0.0575562253471177,0.0243694194138072,0.0450463285444734,0,0,2.16840434497101e-19,0,0.0165552613443302,-0.11646624124054,0,0,0,0,0,0.0296937566573329,0,0,0.0859203819133129,0,0,-0.0413167370130409,0,0,0,-0.00930806152957783,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0827356235532406,0,0,0,0,0,0,0,0,0,0,-0.0436357796940895,0,0,0.411824650607816,0,0,0.0324818313333516,0,0,0.128463666823986,0,0,0,0,0,0,0,0,0,0,0,0,0.18432913981375,0,0.0464154097473769,0,0,0,0,0,0,0.144491463605362,0,0.00711831772855752,0,0,0,0,-0.00640208008920999,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0201745538286697,0,0,0,0,0,0.250237072947293,0,0.161342314981682,0,0,0,-0.0536728584307686,0.0985812115302451,0,0.186653790277138,0.100979340654081,0,0,-0.00707912560458738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101297226388581,-0.0148132624871763,0,0,0,-0.0422313945908004,0,0
X000568.SZ,0,0.244390845224559,0,0,0,0,-0.0181081375741672,0,0.323357264276632,0,0,0,-0.183089503840344,-0.0943189207535809,0,0,0,0,-0.112883362725731,0,0,0.195539252070632,0.153401221579852,0,0,0,0,0,0,0.103991234244442,0,0,0,-0.0895460843105449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155374542624254,0,0.0463111828901666,-0.061079357390503,0,0.0854086538684463,0,0,0,0.0216827555516885,0,0
X002304.SZ,0,0.0510884880346613,0,0,0,0,0,0.220694093434113,0,0,0.0759010918406646,0,0,0,0,0,0,0,-0.110301980380569,0,0.291762008562595,0,0.0745302083033849,0,0,0,0,0,0,0,0,0,0.0371849031703526,0,0,0.00823100816728948,0,0.0710172318646126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392650282016794,0,0
X600031.SH,0,0,0,0,0,0,0.162307042897024,0,0,0,0.233873538481879,0,0,0,0,0.269269512935567,0.239507907064881,0,0,0,0.0287435685389028,0,0,0,0,0,0.00598563494381426,0,0,0,0.0195099257196467,0.0665641385607578,0,0,0,0,0,0,0.081014905528407,-0.172986333778948,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0650003415186927,-0.00852600241686578,0,0,0,0.0339779211817751,0,0
