,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002371.SZ,X000596.SZ,X600183.SH,X600741.SH,X002007.SZ,X300003.SZ,X002241.SZ,X300014.SZ,X000100.SZ,X300142.SZ,X000977.SZ,X300124.SZ,X000157.SZ,X601877.SH,X000625.SZ,X002236.SZ,X002129.SZ,X000800.SZ,X002463.SZ,X600584.SH,X002456.SZ,X600498.SH,X300136.SZ,X002414.SZ,X002049.SZ,X600118.SH,X002179.SZ,X002185.SZ,X000066.SZ,X600522.SH,X002223.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.11684130125629,0,0,0,0,0,0,0.0126219979132273,0,0.13506288669499,0,0,0,0,0,0,0,0,0.286145228029527,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0194774440519069,0,0,0,0,0,0,0.0222288119186477,0,0,0,0.0442694759313649,0,0,0,0,0,0,0.0587442941961882,0.00117218291008247,0.00591166987896925,0,0,0,0,0,0
X000858.SZ,0.253986504833359,0,0,0,0,0.0724157490626082,0.0392849472755711,0,0,0,0,0,0,0.14164793163202,0,0,0,0.313417959420358,0,0.177232682001126,0,0,0.0353864979641451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111379511924521,0,0,0,0,-0.013826232924021,0,0,-0.00792581580070528,0.00515061182313402,0.0196094004630272,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206248477350869,1.73472347597681e-18,0,0.0204077220363565,0,0,0.0198096592073771,0,0.0164630030745166,0,0,0.075714832173533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138959428836756,0,0,0,-0.0207106138729369,0,0,-0.0435083037062083,-0.0106160203460433,0.00969888243836363,0,0,0,0,0,0
X000651.SZ,0,0.0956704574047209,0,0,0,0,0.0181954782605758,0,0.00524047707837008,0,0,0,0.000790322174572005,0,0,0.473182984649608,0,0.104256725540422,0,0,0,0,0.0326517527732873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669983464207751,0,0,0,0.0707650567180694,0,0,0,0,0,0,0,0.0149338256209335,0.00783438108751673,0.00196164939886453,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0220401844224492,0,0,0,0,0,0,0,0,0,0.263280503782813,0,0,0,0.161607359192454,0,0.00653370090099467,0,0,0,0,0,0,0,0,0,0,0.0535868325394271,0,0,0,0,0.0628241447894017,0,0,0.0585535971902545,0,0,0,0,0.0386457284351023,0,0,0,0.0727829513113297,0,0.00027684336284659,0.0113875589494377,0,0,0,0,0,0
X002475.SZ,0,0,-0.00882527178024234,0,0.485818045295836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828705619403419,0.113177509880102,0.203621470675838,0,0,0,0.0601154658541437,0.0586310802640682,0,0,0,0,0,0,0,0,0.0136793606038511,0,0,0,0.132361711950838,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.00785839902847163,-0.0120551365919304,0,0,0,0,0,0
X600104.SH,0,0.00171255287040058,0,0,0,-6.93889390390723e-18,0,0,0.0353847752240463,0,0,0,0,0,0,0,0,0,0,0.0681462180131795,0,0.395816930416134,0,0.127296543570149,-0.0122881852713227,0,0,0,0.171952742435407,0,0,0,0.0662653337530202,0,0,0.0385221939656284,0,0,0,-0.0984316674095446,0,0,0,0,0,0,0,0,0,0,0,0.0170121486302692,0.0153278211230546,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129748145919063,0.32046180669942,0,-0.0632882565822463,0.0586093285299944,0,0,0,0,0,0,0,0,0.218862345881242,0,0,0,0,-0.0952461954478281,0,0.386511563513474,0.221036603717423,0,-0.0359500644715887,0.0421174153344583,0,0,0,-0.185193580756196,0,0,0,0.0187982849100654,0.0234961664816592,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160648025657151,0,0,0,0,0,0,0.0906420887986867,0.00649164762927535,0,0,0,2.77555756156289e-17,0,0,0,0,0.450190072119123,0,0.0150136786760019,0,0,0,0,0,0,0,0,0,0.0325791079293389,0,0,0,0,0,0,0,0,0.0144064819276305,0.0251238257488399,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.172019292477781,0,0,0,0,0,0,-0.110476035493447,0,0,0,-0.00961128016460012,0,0,0,0.00274469418401595,0,0,0,0,0,0,0,0,0,0,0.132000694991623,0,0,-0.0390529270573651,0,0,0,0,0,0.159420373214394,0,-0.01461476137848,0,0,0.00231225869740874,-0.00874091397357707,0,0,0,0,0,0
X002304.SZ,0,0.172121779122849,0,0,0,0,0,0,0,0,0,0,0,0,0.0173784705003054,0.124212630660626,-4.33680868994202e-19,0,0,0,0,0,-0.0220372175448859,-0.0255513868775921,0,0,0,0.0730409799901642,0,0,0,0,0,0,0.0502955265213152,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453927799534565,0.0576137435891789,0,0.0015827411845616,-0.00899717359811807,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0408552124205235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904500337840246,0.142455163634154,0,0,0.0366553021373368,0,0.587123903872313,0.119780081684292,0,0,0,0,0,0.0114892346288573,0,0,0,0,0,0,0,0,0,0.108192838127956,0,0,0,0.00293773729954373,0,0,0,-0.012544857710613,0.00177588738354244,0,0,0,0,0,0
X000661.SZ,0,0.0609379903904701,0.561820987005457,0,0,6.93889390390723e-18,0,0,0,0,0,0.0461192769418357,0,0,0,0,0,0,0,0,0,0.0961684486646043,0.0148636869079262,0,0,6.93889390390723e-18,0,0,-0.0269582749831517,0,0,0,0.0914816905770549,0,0,0,0,0,0,-0.038806851662523,0,0,0,0.061201905027196,0,0,0,0,0,0,0,0.0151813004727114,0,0,0,0,0,0,0
X000568.SZ,0,0.650493483847264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342208158762121,0.0409187830413317,0,0,0,0,0,0,0.0139567619084351,0,0,0,0,0,0,0,0.0324525939360728,0,0,0,0,0,0,0,0,0,0.00180571357208735,0,0,0.0277799805884504,0,0,0,0,0,-0.0151648328608395,-0.00425888847344161,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0971495649399305,0,0,0.134011351990123,0,0.113134098876848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12330790774517,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00884232836244697,0,0,0.112387977995925,0.0970702473410962,0,0,0,0.0148392695736673,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.371498164058172,0.0194665117034576,0,0,0,0,0,0,0,0,0.0990143886559519,0,0,0,0,0,0.0372353146046499,0,0,0,0,0,0,0,0.0758577026264991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169716762872279,0.033328072172959,0,0,0,0.0213648797970991,-0.0488668474401124,0,0,0.00818419068597037,0.0145921087593852,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513276888596961,0,0,0,0,0,0,0,0.176370824593043,0,0,0,0,0,0,0,0.0724158041433793,0,0,0.294784304258583,0.260617268724452,0.111533687499589,0,0.0885792636248594,0,0,0,0.0269322200819022,0,0.0329338453745611,-0.0660983370953517,0,0,2.16840434497101e-19,0.0208840494844993,0,0,0,0,0,0
