,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X600031.SH,X000338.SZ,X300003.SZ,X000063.SZ,X002236.SZ,X600809.SH,X002008.SZ,X600271.SH,X601877.SH,X000596.SZ,X002456.SZ,X300124.SZ,X600867.SH,X600487.SH,X000100.SZ,X600566.SH,X000625.SZ,X600066.SH,X000661.SZ,X002294.SZ,X002180.SZ,X300136.SZ,X000977.SZ,X002007.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X600498.SH,X002241.SZ,X000981.SZ,X000050.SZ,X000869.SZ,X002049.SZ,X600522.SH,X002508.SZ,X600779.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.283569442735727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353213461777902,0,0.05456109518859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02103131835925e-05,0,0.0129935088000608,0,0,0.021605285506742,0.0677792272110804,0.0236231901915952,0,0,0,0,0,0.018785809491537,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.181006828502592,0,0,0,0,0.0446948363437243,0,0,0,0.145648708071378,0.0886405045910816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321916742908806,0,0,-0.171232649881703,0.13018637654526,0,0.0130346206156493,0,-0.108226346849313,0,-0.0824609540972367,0,0,0,0,0,0,0,0,0,0,0.0212876707542239,0.0324673093811528,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0249460952563293,0.039392294519209,0,0,0,0,0,0,0,0,-0.102712782320854,0.161675143586041,0,0.046728620562838,0,0,0,0,0,0,0.0540256902263754,0,0,0,0,0,0,0,0.0896355901321562,0,-0.0155751842829395,0,0,0,0,0,0,0,0,0,0,0.181898381024863,0.0205442556283213,0,0,0.00323312374166932,0.0121027078988726,0,0,0,0,0,0
X000858.SZ,0.0512263072472324,0,0,0,0,0.00985144663117455,0.0535601249523097,0,0.196521202513561,0,0,0,0,0,0,0,0,0.0835027720366543,0,0.207415492638778,0,0.0893320470153952,0.184486731038383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221978465764849,-0.00724716319314111,0,0,0,0,0,0
X000651.SZ,0,0,0,0.225211463916742,0,0,0,0,0.203423113206273,0,0.0315564548154759,0,0,0.133677335920455,0,0,0,0,0,0.0129550739257403,0,0,0,0,0,-0.100458902972226,0,0,0,0,0,0,0,0,0,0,-0.0338416681728139,0,0,0,-0.0593214275061895,0,0,0,0,0.0919323063599322,0,0,0.101724055930617,0,0,0.00127430985519855,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.269185050678665,0,0,-0.0604928522798893,0,0,0,-0.0536457622357345,0,0,0,-0.0034804214899455,-0.0137767400016653,0,0,0.107353263491177,0,0,0,0,0,0,0.274022726588141,0.0803608423683725,0,0,0,0.0584431216008221,0,0,0,0.105432192864339,0,0,0,0,0,0,0,0,0,0,0.0297591907029949,2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0.136475380051495,0,0,0,0,0.18972831657881,0.151962262716214,0,0,0,0,0.0785612017432788,0.0395608101268622,-0.0841836002382389,0,0.21537788920214,0,0,0.0930275963618302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164814133098853,0,0,0.0194733241759867,0.0151633242121646,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.00674045936510942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306638693811141,0,0,0,0,0,0.0490026045037671,0.0858603051892502,0,0.0294926349541193,0,0,0,0,0,0,0,0,0.0143871772115394,0,0.0800279570542577,0.0981181381599739,0.110359584655945,0.0654827071161491,0,0.117562324327654,0.112919175606683,0,0,0,0,0.00362827727273971,-0.0233859507857845,0,0,0,0,0,0
X600690.SH,0,0,0,0.406873373634331,0.0317416531081046,0,0.0884988552963743,0,0,0,0,0,0.0388824639580716,0,0,0,-0.00872892342758229,0.139058555608184,0,0,0,0,0,0.045926208839639,0,0.0706669127718374,0,0,0,0,0,0,0,0,0,-0.126170213932311,0,-2.16840434497101e-19,0,0,0,0,0,0,0.115634833957004,0,0,0.0523246416247157,0,0,0,-0.00688571449086338,0.0271804198318626,0,0,0,0,0,0
X000568.SZ,0,0,3.46944695195361e-18,0,0,0.0659610495673238,0.118004819181265,0,0,0,0,0,0,0.113692714439187,0.0815824591849241,0,0,0,0,0,0,0,0.29542119215752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498501267789633,0,0,0,0,0,0,0,0.0592700127579587,0,0.0234580700714554,0,0,0.0207649748947314,0.00421638897355538,0,0,0,0,0,0
