,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X601877.SH,X000157.SZ,X002236.SZ,X300003.SZ,X000800.SZ,X600584.SH,X002414.SZ,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X002294.SZ,X000050.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0147485592255675,0,0,0,0,0,0,0.221196558328991,0,0,0.24889766169753,0,0,0,0,0,0,0.0395411544044461,0.00635629306940367,-8.67361737988404e-19,0,0,0,0,0,0,0.0146510297291255,0,0,0,0,0.0451182859385875,0,0,0.0477004951549301,0,0,0,0,0,0,0,0,0,0,0.0626347140899089,0,0,0,0,0.00227741312072137,0.0011370901299474,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0535589724734141,0,0.282312837514479,0,0.404930303024753,0,1.73472347597681e-18,0,0,0.101977249401714,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0150883236533328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977687922848942,0,0,0,0,0,0,0.0343472577921336,0.0423958169070901,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0210509459804367,0.171477550869915,0,0.0165992716201981,0,0,0,0,0,-0.128738121053858,0,0,0.0914239828386167,0,0,0,0,0,0,0,0,0,0,0,0.043507416738167,0.0624756706196884,0,0,0,0,0,0,0,0,0.13668409949703,0,0,0,0.102451862134624,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325602420661407,0,0,0,0,0,0,0.0586650047011608,0,0,0,0.000225651000527119,0.0783369173450667,0,0.0223661740414867,0,0,0,0,0.0644396121234427,0,0,0,0,0,0,0.022636942720198,0.0201821203853403,0,0.075171002473051,0.0536067160528369,0.088157988277596,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0969776981171098,0,0,0,0,0,0,0,0,0,0,0.0672976144526679,0,0,0,0.0368877398120361,0,0,0,4.33680868994202e-19,0,0,0,0,0.0606277999044015,0,0,0,0,0.154279444955585,0,0,0,0,0.0429678448999378,0,0.0819283442820733,0,0,0,0,0,0,0,0,0,0,0,0,0.0166097788038083,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0428029696271469,0,0,0,0.0135962279423265,0,0,0,0,0,0.0488996244109035,0,0,0.041264994125608,0,0,0,0,0,0,0,0,0,0.134544682951468,0,0,-0.0336966840093825,0,0,0,0,0,0,0,0,0.00942630336157656,0,0,0,0,0.108872877219437,0.0104467220732709,0,0,0.075566866816865,0,0,-0.0479406069020906,-0.0179780275976937,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.152630614741416,0,0,0,-0.0524973498102265,0,0,0,0,-0.0241093542233911,0.0952058421143286,0.0685005967174679,0,0,0,-0.00487612087305862,0,0,0.0992366004878196,0,-0.0580312818144347,0,0,0,0,0,0,0.040017268581725,1.73472347597681e-18,0,0,0.072934743851123,0,0.146224285241887,0,0,0,0,0,0,0,0,0,0,-0.0283689005748731,0.0238273441323137,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0366447674579769,0,0,0,-0.0115352140361476,0,0,0,0.40737089133932,0,0,0,0,0,0,0,0.0589064706250801,0,0,0.0178838854058495,0,0,0.311126463418485,0,0,0,0,-0.0198188079556602,0.0131886939229417,0,0,0,0,0,0,0,0,0,0,-0.0585097867206782,0,0,-0.0101169809556948,0.0327147208522567,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,-0.177205776710934,0,0,0.60510593739118,0,0,0,0,0,0,0.211050583548892,0,0,0.182384502814179,0.0117281773955769,0,0,0,0,-0.0524003305367045,0,0,0,0,0,0,-0.0639997482042977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00600189137903195,0.0117152063963611,0,0,0,0,0,0
X002304.SZ,0,0.300814453276495,0,0,0.0690135280854992,0,0,0,0.284704128070657,0,0,0.0753366922352964,0,0,0,0,0,0,0,0.0176391897013982,0,0,0,-0.0141480475214146,0,0,0,8.67361737988404e-19,0.160055895502374,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0496758606815861,0,0,0.0143755791309533,0,0,0,0,0.00450529847770737,0,0,0,0,0,0,0
