,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600066.SH,X600741.SH,X002292.SZ,X600118.SH,X002506.SZ,X002049.SZ,X600031.SH,X002236.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000559.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600867.SH,X600089.SH,X002294.SZ,X300003.SZ,X002007.SZ,X600177.SH,X002074.SZ,X002456.SZ,X601877.SH,X002085.SZ,X600498.SH,X002008.SZ,X000050.SZ,X300146.SZ,X600584.SH,X000869.SZ,X600582.SH,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,2.16840434497101e-19,0,0,0.198221049895534,0,0,0,0,0,0,0.0904202538356107,0,0.205995435566359,-0.00538724894842398,0,0.0119043829369634,0,0,0,0,0,0,0,0,0,0,0,0.135333396313488,0,0,0,-0.0990561473273976,0,0,0,0.0216334228663943,0,0,-0.000966971731265192,-0.0033670296206181,0,0,-1.73472347597681e-18,0,0,0,-2.16840434497101e-19,5.42101086242752e-20,0,0,0,0,0,0
X600104.SH,0,0,0,0.0215483731820143,0,0,0,0,-6.93889390390723e-18,0,0,0,0.151443650272495,0,0,0.539369930551305,0,0,-0.0396281169016533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276063609898449,0,0,0,0,0.0643403680289014,0,0,0,0,0,0,0,-0.0142657511766197,0.0123051527684781,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.277551864910967,0.177924438671315,0,0,0.118952566323638,0,0,0,-0.0604436638122101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623322774219935,0,0,0,0.00407487492885603,0.313104973039013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199708225721625,0.0263519774848312,0.112941803884707,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.239847938144844,0.0660637690824669,0,0.0964987293228932,0,0,0,0.0094452257451773,0,0,0,0,0,0,0,0,0.19467776533762,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.046814822650268,0.0586521993695808,0,0.237278535879056,0,-3.46944695195361e-18,0,0,0,0,-0.0189822355339753,0,0,0,0
X600276.SH,0,0,0.00976638815455104,0,0,0,0,0,0.0840950704969536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661369093214536,0,0.0245045957003887,0,0.0276095005457988,0,0,0,0,0,0.0385204075310606,0.109983885707016,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.048692127334062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.186910306073395,0.0190646555098931,0.0538025715223654,0.0675495099367285,0.0103836213831394,0,0,0.113548300915039,0,0.0873373803268436,0,0,-0.0130568842640134,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0312547890124039,0,0,0,0.105280625737175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237591952100916,0,0,0.17312211101785,0,0,0,0,0,0,0,0.0124295966102076,0,0.0339903580704589,0,0,0.0354478797903512,0,0.15039791050803,0,0,0,0,-0.00147289518775643,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634077720615021,0.175658576674542,0,0,0.235721747429657,0.0156200744430337,0,0,0,0,0,0,0,0,0,0.0704291977044949,0.093703814680604,0.0821335426191024,0.0648902551155529,0.0244446535230078,0,0,0,2.16840434497101e-19,0,0,0,1.73472347597681e-18,0,0,-0.00455869905262579,0,0,0,0,0,0
X000625.SZ,0,0,0.0246030747869365,0,0,0.0922632277239654,0,0,0,0,0,0,0.419451201281198,0,0,0,0,0,0,0,0,0,0,0,0,0.201184319428535,0,0,0,0,0,0,0,0,0.0371943275359607,0,0,0,0,0.0622033834113578,-0.0308579324595408,0,0,0,0,0,0,0.0856734652344465,0,-0.0538580232950482,-0.0142273051758771,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861068960740499,0,0,0.0553630607188318,0,0,0,0,0,0,0,0,0,0,0,0.114944356683766,0,0.0267383142092681,0,0,0,0,0.105982829187576,0,0.0257805664240668,0.0328504106045798,0,0,0.0461759222399466,0.186016308516856,0,0,0,0,0,0,0,-0.0241677364581988,0,0,0,0,0,0
