,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600741.SH,X600066.SH,X002292.SZ,X002506.SZ,X600118.SH,X002049.SZ,X600031.SH,X002236.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000559.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600089.SH,X600867.SH,X300003.SZ,X002294.SZ,X600177.SH,X002007.SZ,X002074.SZ,X002085.SZ,X601877.SH,X002456.SZ,X000869.SZ,X600582.SH,X600584.SH,X300146.SZ,X600498.SH,X002008.SZ,X002129.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0713189047330617,0.107701781675714,0,0,0,0,0,0,0,0,0.056071549015796,0.310063998643678,0,0,0,0,-0.0219130912698622,0,0,0,0,0,0,0,0,0,0,0,0.149682904003938,0,0,0,-0.078149513666017,0,0,0.00189805713668933,0,0,0,0,0,0,0,0,0.0130296490159407,0,0,0.0126334231619342,0,0,0,0,0,0
X600104.SH,0,0,0,0.124716478081292,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0860551998369187,0.0729126795931166,0.290374005700057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307903341532128,0,0.0449924814905319,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201355227917391,-0.000681614574265636,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.140706645327649,0,0,0.196461558641027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17045050037167,0,0,0.38372632130662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118369172364385,0.0408945197748956,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.238025467648044,0.0679619437424229,0.0946848092395667,0,-2.77555756156289e-17,0.00203130108393541,0,0.00972170463415723,0,0,0,0,0,0,0,0,0.195071672314855,0,0,0,0,0,0,0,0,0,0,0,0.237310019476569,0,0,0.0583163569474654,0,0,0,0.0460621715948892,0,0,0,0,-0.0199495934041946,0,0,0,0
X002304.SZ,0,0.0170051456638058,0,0,0,0,0,0,0,0,0,0,0,0.0274256651547949,0,0,-0.0303519090949486,-0.0582715366017645,0.0500415491576931,-0.0241872051281115,0,0,0,0,0,0,0,0.247036718429174,0,0,0,0.215903849560522,0,0,0,0,0,0.0427196968389137,0.089758281320859,0,0.14401682965647,0,0,0,0.0293097978975867,0,0,0,0,0,-0.0162945762249736,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.180914047126499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348475249721813,0,0,0,0,0,0,0,0,0,0,0.12928091546878,0,0.231786139106697,0,0,0,0.0672079481178169,0.0625327304162799,0,0,0,0,-0.00789912567116724,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.169290472140871,0,0,0,0,0,0,0,0,0,0.0299126255660107,-0.112013674126647,0,0,0,0,0,0,-0.0726428566405928,0,0,0,0,0,0,0,0,0,-0.0167395517953959,0,0,0,0.0208165386749922,0.104578365109665,0,0,0.0235331498259154,0,0.0730146368897479,0,-0.180123403950878,-0.0324004616965962,0.00740820346771351,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.241167659809956,0,0,0.164930198541522,0.0855757791044363,0,0,0,0,0,0,0,0,0,0,0.0624233764681458,0.000882167445471022,0.0415050268210149,0.0349056805420842,0,0,0,0.109189616282267,0,0,0.0364644722780544,0,0,0,-0.00675202270683789,0,0,0,0,0,0
X000625.SZ,0,0,0.0329213866112129,0,0,0.0712452760439582,0,0,0,0,0,0,0.39137163949975,0,0,0,-3.46944695195361e-18,0,0.0862269065909804,0,0,0,0,0,0,0.218007243154934,0.0276211070535759,0,0,0,0,0,0,0,0,0.0810558662710394,-0.0101340609851998,0.0564741864199167,0,0,0,0,0,0,-0.0415315913487176,0,0,0,0,-0.0361569858578101,-0.0149057588754048,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572497065772584,0,0,0.0718111603817869,0,0,0,0,0,0,0,0,0,0,0,0.168841402387561,0,0,0.0581515904096346,0,0,0.097825558779372,0,0,0,0.0108807442240433,0.0407137917634661,0,0.00410491800401832,0,0,0,0.00314003142390396,0,0.183537457511432,0,0,-0.0177610840407466,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110913971593417,0,0.097694376462339,0,0.0918648726145099,0.266652514242809,0,0,0,0,0,0.147815531826012,0,0,0,0,0,0,0,0,-0.117487471832062,0,-0.297913569219236,0,0,-0.25199396604708,0,-0.15614053002195,0,0,0,0,0,0,0,0,-0.0104364890061327,-0.138822241308013,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121463270178821,0,0,0,0,0.0194797535102127,0,0,0,0,0,0,0.111804439961387,0,0,0,0,0,0,0,0,0,0,0.0104646465855922,0,0.0527807032717936,0.0557261243604432,0,0,0,0.0304919178491523,0.0969876832346585,0.15119895760539,0,0.0533770543806015,0,0,-0.0249526912434483,0,0,0,0,0,0
X000100.SZ,0,0,0.0477132253155952,0,0,0,0,0,0.216333677208495,0,0,0,0,0,0,0,0,0.0522738599478406,0,0,0,0,0,0,0,0.00609326597570321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159382595872935,0,0.0110425517069296,0,0,0,0,0.18798680698298,0,0,0,-0.0298437372623925,0,0,0,0,0,0
X002241.SZ,0,0,0.0251894792965945,0,0,0,0,0,0,0,0,0.211366867584854,0,0,0,0,-0.0476112663217822,0.0605013823745929,0.279011474127637,0.0704430464128954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314719112387502,0,0,0,0,0,0,0,0.0871410876760887,0.222725474101347,0,0,0,-0.00892972640338704,0.00895348385694126,0,0,0,0,0,0
X600741.SH,0,0.259438425294655,0,0.232038719112563,0,0,0,0,0.0123214975224828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120744923360905,0,0,0.00745522820475088,0.0170392124704541,0,0,0,0,0.017194881309307,0,0,0,0.0987543323367455,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0.0350303152609022,0,0,0,0,0,0.197462726647465,0,0.20711721812281,0,0,0,0,0,-0.0045364397481969,0,0,-0.0315977834266872,0,0,0,0,0.0669770292262242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15336090403684,0,0,0.19943453084881,0,0,0,0.0928836430308919,0,0,0.0115844181931087,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11192623904301,0,0,0,0,0,0.0416672148954901,0,0,0,0,0,0,0,0,0,0,0,0,0.249311133195167,-0.247793162440584,0,0.18617714496474,0,0,0,0,0,0,0,0.349609162591885,0,0.0518424741457795,-0.138563899634721,0,0.00947570504363808,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169593634741432,0,0,0,0,0.0280282682624387,0,0,0,-0.0510038367100518,0,0,0,0,0,0.231232272066887,0,0.174450401914707,0,0,0,0.0913030338171438,0,0.169950110688366,0,0.244983751959145,0,0,0,0,0,0,0,0,0.0136579192836295,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0782308996288983,0,0.10652041153992,0,0,0,0,0,0,0,0,0,0.133804999627691,0,0,-0.047593140306625,0,-0.0342949539728872,0,0.220736529622306,0,0.021697804004289,0,0,0,0,0,0,0,0,0.0600857377548408,0,0,0,0,0.197863566443322,0,0,0,0.125752194653416,0,0,0,-6.93889390390723e-18,0,-0.00980336802532236,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987566033607283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.348870799748395,1.73472347597681e-18,0.137419046058785,0,-0.0656095313145676,0.00400835137761679,0,0,0.235287547877969,0,0,0,0.127314907096283,0,0,-0.0992249596055864,0.189391101534698,0,0,0,0,0,0
X600031.SH,0,0,0.0171989653073852,0,0,0,0,0,0,0.0944470833489633,0.0299669029697719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239835355298166,0,0,0,0,0.195270412320832,0.124722230397791,0,0,0,0.173027006869083,0,0.0368130439844701,0,0,0,0,0,0.0269250284716527,0,0,0,0.0273676185063159,0,0,0,-0.0134263608912731,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420436713663615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211505888283225,0.0230690972128723,0.15864404929756,0,0,0,0,0,0.332636160490443,0,0.15026327362732,0,0,-0.0623049704650278,-0.0170163509134875,0,0.251553174792667,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100823087313806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0.119492675030998,2.16840434497101e-19,0.161369953707893,0.100762074668677,0,0.238430788530101,0,0,0,0.0275738458729873,0,0,0,0,0.0235822144408579,3.46944695195361e-18,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077198894410593,0,0,0,0.583525523324886,0,0,0.0809446165063769,0,0,0,0.154912839582561,0,0,0,0,0,0,0,0,0,0,0.00534639440421788,0.0192369830297894,0,0,0,0,0,0,0.0243504405341257,0,0,0,0,0.0362962206263214,0.0234612240319757,0,0,0,0,0,0
X000157.SZ,0,0,0.116100447653672,0,0,0,0,0,0,0,0,0,0,0,0,0.199550452312788,-0.0449965066079952,0.00669933738635236,0,0,0.294474007557485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179464756593206,0,0,0,0,0.0540699849849684,0,0,0,0,0,0.0953136515051639,0.0907693022335875,0,0.00866232949959934,-0.0220348238162542,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0.0426831370682027,0,0,0,0,0,0,0.141791352550349,0.114278909251866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773426247886883,0.00389455696219498,0,0,0,0.220695073085267,0,0.106174290583968,0,0.141592060803438,0,-0.0323349710323067,0.0162663547849898,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149052136392665,0,0,0.133193550360906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.643800452592206,0,0,0.19405272751393,0,0,0,0,0,0,-0.155481216455997,0.248109312766765,0,-0.147105552461827,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0258451599428433,0,0,0,0,0,0,0.0709581988464303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951004316480687,0,0.129020854513592,0,0.044201944054033,0,0,0.0496941804668031,0,0,0,0,0.135356684357121,0.059900660924415,0,0,-0.0285942760395408,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.171428631359895,0,0,0,0,0,0,0.00787174904250375,0.078056543341836,0,-0.22149732861386,0,0,0,0,0,0.345633271655438,0,0,0,0,0,0,0,0,0,0,0,-0.0223676167680269,0,0.0995323245955607,-0.0679736601962542,0,0.15388854825813,0,0.0929101067523643,0.191301414860363,0,0.0393876817808811,0,-0.0422370443299964,0.0168374843548157,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0496865657207426,0,0,0,0,0,0,0.0270556988336379,0,0.156576420649635,0,0.238310674376783,0,0,0.0387064919204271,0,-1.73472347597681e-18,0,0,0,0,0.0989876167913861,0.0309239770120049,0,0,0,0,0,0,0,0.124341402497935,0,0,0,0,0,0,0,0,0,-0.034845584611462,-0.0418848240531957,0,0,0,0,0,0
X600089.SH,0,0,0,0.0178898760388808,0,0,0,0.13670890176774,0,0,0,0,0,0,0,0,0.0217694308001488,0,0,0,0.0650324813621959,0,0,0.0981050096280427,0.131224300983044,0.0412379501676626,0,0,0.0405804662783094,0,0,0,0,0,0.106942191761382,0.0422657219207921,0,0.0282262673048105,0,0.0734181208094456,0,0,0,0,0,0,0.06708527870197,0,0,0,0,0,0,0,0,0,0
X600867.SH,0,0,0.381601433905813,0.0380461289204923,0,0,0,0,0,0.00715364678883849,0,0,0,0.104695962420968,0,0,0,0.0867539310374845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683886509709247,0,0,0,0,0,0,0,0,0,0,0,0.079462991423179,0.04111367091582,0,0,-0.0253845991051995,0,0,0,0,0,0
X300003.SZ,0,0,0,-0.0303328391394897,0,0,0,0,0,0,0,0.0756639978419838,0,0.120168179495226,0,0,0.121908424759612,0,0,0,0,-0.0854701678251273,0,0,-0.155944212610151,0,0,0,0,0,0,0.138094364364129,0,0,0,0.192067276240128,0,0.266031334747486,0,0,0.0574860550666337,0,0,0.0120896540058906,0,0,-0.0320445851629589,0.0197167458391909,0,0.00216527581530592,-0.000275342814920448,-0.170454965471999,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807738697028414,0,-0.04392243775046,0,0.0264299078642308,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.245149313133006,0,0,0,0.10591130335272,0,0,0,0.130810268273677,0,0,0,6.93889390390723e-18,0,0,0.00147240961118102,0,0,0,0,0,0
X600177.SH,0,0,0.0622573104501195,0,0,0,0,0,0,0.0337382441581158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911635554359799,0,0,0,0,0,0,0,0,0,0,0.0372124021678821,0.0928084225587307,0.0154708611646865,0.124527063303517,0,0,0,0,0,0,0.309533655922783,0,0,0,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671537979849516,0,0,0,0,0,0,0,0,0.159180752630806,0,0,0.150837408301964,0,0,0,0,0,0.0909137839958906,0,0,0,0,0.178278966139228,0,0,0.0306283472779933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,-0.139352017833721,0,0,0,0,0,0,0,0,0,0,0,0.0779894119811241,0,0,0,0,0,0,0.0228030656450517,0,0.487221799224832,0,0,0,0,0,0,0,0,0,-0.126845632000069,0,-0.054012498441513,0,0,0.19847705069397,0,0,0,0,0.16696193348248,0,0.139204558054913,0,-0.0153524342646594,0.0522779162553249,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0.0824189397148254,0,0,0,0,0,0,0,0.0574211899006343,0.152840555890807,0.0688941562244371,0,0,0,0,0,0,0.114593827868544,0,0,0.113708708726101,0,0,0,0,0,0,0.129648400635017,0,0,0.0381021576745146,0,0,0,0,0,0,0,0,0.0879803520868578,0,0.0203346555704399,-0.0435738198508741,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0248962061392209,0,0,0.281061929606464,0,0.33388516566015,0,0,0.333981506847565,0,-0.0516993225258229,0,0,0,0.277506970945952,0,0,0,0,0,0,0,0,0,0,0,-0.0974697780810257,0,0,0,0,0,0.261128356682424,0,0,0.0318429917235336,-0.0696796070452832,0,0,0.149056994453844,0,0.252128043798809,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243397179686089,0,0,0.0419763173062471,0.153480502492078,0,0,0,0,0,0.239420843265865,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.10559290987207,0.0355403439962679,-3.46944695195361e-18,0,0.332559534558554,0,0,-0.0301635576568537,0,0,0,0,0,0
