,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X300124.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600702.SH,X000977.SZ,X002074.SZ,X600522.SH,X600584.SH,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.361392313596324,0,0,0,0.155253956476534,0,0,0,0,0,0,0.0120481323109875,0,0,0,0,0.169399762979258,0,0.0092725929081846,0.017562777519175,0,0,0,0,0,0,0,0,0,-0.075928734032822,0,0,0,0,0.0756757479982308,0.0149502980781121,0,0.0276272265746119,0.00610162848291373,0,0,0,0,0,0,0,0.116147938799159,6.93889390390723e-18,0,0,-0.00208365763950677,0.0241905615748974,0,0,0,0,0,0
X000858.SZ,0.0438894098895476,0,0,0.145827727573211,0,0.0673012567165478,0.0237062967967803,0,0,0,0,0,0,0,0,0.10859309247246,0,0,0.062698055941551,0,0,0,0,0,0,0,0.00356783860662485,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00154071692458003,0,0,0,0,0,0.0105110120577977,0,0,0.0403471597917589,0,0.0182075361935484,0,0,0,-0.0456239563785853,0.00813645110141677,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.107209992217201,0,0,0,0,0.124761201427171,0,0,0,0,0,0,0,-0.0223363523020369,0.108387217684719,0,0,0,-2.16840434497101e-19,0,0,0,0.139195148740194,0,0,0.100230098509119,0,0,0.0482683973236934,1.38777878078145e-17,0,0,0,0.274823392754848,0,0,0,0.12291822300012,0,0.0303266659912152,0,0,0,0,0,0,0
X000568.SZ,0,0.259635747382707,0,0,0,0,0.424651799103974,0,0,0,0,0,0.0591233386505963,0,0,0,0,0,0,0,0,0.00127444522684839,0,0,0,0,0.106018354079222,0,0,0,0,0,0,0,0,0.111008187188619,0.0109096164610727,0,0,-0.199241094145618,0,0,0,0,0,0.0780907858921177,0,0,0,0,0,-0.0748444157579249,0.0311048373992967,0,0,0,0,0,0
X600276.SH,0,0,0.0422498390100528,0,0,0.112564284491279,0,0.119961267996112,0,-0.0174447406869848,0,0,0.0244899314290092,0,0,0,-0.0412984765085047,0,0.184297606580513,0,0,0,0,0,0,0,0.0123668657600074,0,0,0,0,0,0,0,0,0,0,0.0249420889411747,0,0,0,0,0,0,0.516427059749813,0,0,0,0,0,0,0,-0.000367031214395155,0,0,0,0,0,0
X600809.SH,0,0.341956129993505,0,6.93889390390723e-18,0,0,0.208635202166784,0,0.169585843568264,0,0,0,0,0,-0.0270488320074798,0,0,0,0,0,0,0,0,0,-0.0257094396228307,0,0,-0.0310040282111706,0,0.0491246881232035,0,0,0,0,0.145815809391582,0,0,0,0,0,0,-0.0368958636576097,0,0,0,0,0,-0.0431938602178603,0,0,0,-0.0345586752934522,-0.0127016828696906,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.230446691996158,0,0.0942495899968436,0,0,0,0,0,0,0,0,-0.0440554751570049,0,0,0,0,0,-0.0162540902533063,0,0,0,-0.0472284706671205,0,0,0,0,-0.0382703815277362,0,0,0,0.18767078925363,0,0,0,0,0,0,0,0,-0.0447145215959618,-0.00606245005476907,0.0119773504659454,0,0,0,0,-0.00462921917826411,0.015926449438776,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00262113027863183,0,0.331470469023456,0,0,0,0,0,0,0,0.241434029324966,-0.36775402503709,0,0,0,0.0458896092536016,0,0,0,0,0,0,-0.0718367690858131,0,0.0932772698394093,0,0,0,0,0,0,0,0,0,0,0.150652886781225,0,0,0,0.0200168091162388,0,0,0,0,0,-0.25355223742668,0,0.125653825522588,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0202859409571687,0.477292544796757,0,0.0991653263991001,0,0.157604318847096,-0.206466031588905,0.0278852439163921,0,0.276028977986404,0,0,-0.385831676754482,0,0,0,0,0,0.0723468306868457,0,0,0,-0.249543056530089,0,0,0,0.00921116768202718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273375891710491,0,0,-0.046642651440651,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0494729245584023,0,0,0,0,0,0,0.23017685728054,0,0,0,0,0,0,0.0193823739654213,0,0,0,0.126515031076988,0,0,0,0,0,0.0947304138301102,0,-0.0363564839697082,0.0832024937625959,0,0.100420163999806,0,0,0,0,0,-0.189717432536601,0,0,0,0,0.0471803410688843,0,0,0,0,0,0
X600104.SH,0,0,0.0425853367194074,0,0,0,0,0,0.143700273990281,0,0,0.114859332300832,0,0,0,0,0,0,0,0,0.286381211988415,0,0,0,0,0.0282386113632126,0,0,0,-0.0177524186381953,0,0,0.00127181903756759,0.276075460234668,-0.0109636991555272,0,0.00536582698150812,-0.0103037449479629,0,0,0,0,0,0,0,0,0.00928144754340318,0,0,0,0,0,0,0,0,0,0,0,0
