,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X000338.SZ,X600372.SH,X002007.SZ,X002475.SZ,X002456.SZ,X000559.SZ,X002180.SZ,X600522.SH,X300003.SZ,X002506.SZ,X000157.SZ,X002074.SZ,X600867.SH,X002294.SZ,X002426.SZ,X600089.SH,X000981.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X000869.SZ,X600498.SH,X601877.SH,X002465.SZ,X002179.SZ,X000050.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.367709315604563,0,0.0857123931003112,0,0,0,0,0.263838117588317,0,0,0,0,0.094285531466329,0,0,0,0,0,0,0,0,0.013129969925082,0.0343810016659043,0,0,-0.0175597702282341,0,0.00677893607117114,-0.020162476597164,0,0,0,0.142848067352631,0,0,-0.125864511332884,0,0,0.187534165476279,0,-0.214344718886109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.104430713266858,0,0,0,0,0,0,0.240843786483666,0.0817213417888293,0,0.0903482108076387,0,0,0,0,0,0,0,0,0,0,-0.115656033788359,0,0,-0.0344126899191844,0,0,0.0543618434578653,0.00943988865387702,0,0,-0.0512703272122975,0,0,0,0,0,0,0,0,0,0,0,0.132219160414873,0,0,0,0,0,0,0.00613262322996642,0.0131752148748716,0,0,0,0,0,0
X002415.SZ,0.0142906328599843,0.0721977982565539,0,0,0,0,0,0,0.208186206118445,0,0,0,0,0,0.075293138407423,0,0,0,0,0,0,0,0.0853754309176469,0.195144368195499,0.156514544018084,0.0655170089790152,0,0,0,0,0,0,0,0.0829817285241062,0,0,-0.0630319040820631,0,0,0,6.93889390390723e-18,0.0304025321937886,0.0102838247230872,0,-0.0197774011755074,0,0,-0.019546767272493,0,0,0.0262877778184813,0,0,0,0,0,0,0
X000858.SZ,0.302242306478796,0,0,0,0.276518786975183,0,0,0,0.200159405856399,0,0.0158796633093821,0,0,0,0.224443844478439,0,0,0,0,-0.00859503373268932,0,0,0,-0.0426423617957589,0,0,0,0,-0.0152561865011512,0,0,0,0,0.0151968652410427,0,0,0.0326513844705652,0,0,0,0.0674675812365227,0,0.116481076856759,0,0,0,0,0,0,0,6.8400336360107e-05,-1.73472347597681e-18,0,0,0,0,0,0
X002304.SZ,0,0,0,0.644146879301111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122100993820119,0,0,0,0,0,-0.0464444654639647,0,0,0.0420223513506336,0.101709654300347,0,-0.0194207861367042,0,0,0,0,-0.00926106012992782,0,0,0.0320743509981883,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0325687239258116,0,0,0,0,0.20302711589958,0,0,0,0.0862927943758397,0.0120565811404233,0.0214022087828152,0,0,0,0,0.00945230851703456,0,0,0,0,0,0,0,0,-0.0240996244724448,-0.00181059866593908,0,0,0,0.031366066069243,0,0,0.0196828505534435,0,-0.037776360901713,0,0,0.00530765316160031,0,0,0,0,0,-0.0251268212335029,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0545981531836181,0,0,0.0530523871345428,0,0,0,0,0.0965166279830074,0,0,0,0,0,0.120871234308134,0.0118576196331399,0,0,0,0,0.00624716501539542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488798937102809,0.165526612418134,0,0,-0.0234728420012254,0.0200542409204487,0,0,0,0,0,0
X000625.SZ,0.131975321848475,0.0713033077915193,0,0,0,0,0,0,0.0792970177364595,0,0.0609463842478514,0,0.0371659299049509,0.0292843517862334,0,0.110492966188522,0,0,0,0.0823147481074467,0,0,0,0,0,-0.0199426716546821,0,-0.0227563131517714,0.00803602574857672,0.018593099982002,0,0,0,0,0,0,0,0,0,0,0,0,0.0294124290656154,0,0.0134226270662967,0,0,0,-0.198975610803798,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0732212252066554,0,0,0,0,0,0,0,0,0.00931095051103481,0,0,0,0,0,0,0,0,0,0,0,0.118951721671132,0,0,0,0.00461652225372188,0.147226278511594,0,0,0,0,0,0,0,0,0,0,0,0.0787408048328326,0.129268636425261,0,0,0,0.0685858468748635,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0409768895662494,0.109901022282967,0,0,0,0,0.0501854606353804,0,0,0,0,0,0,0,0,0,0,0.136590581114396,0,0,0,0,0,0,0.0789255222239963,0,0.0506601606039959,0.0248946067669732,0,0,0,0,0,0,0,0,0.0789555918328008,0,0,0.0326521629443976,0,0.0522910782617962,0.038608956734062,0,0,0.0293912352542679,0,0,0.00782107572387619,0,0,0,0,0,0,0
