,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000063.SZ,X000725.SZ,X600104.SH,X002371.SZ,X002129.SZ,X000596.SZ,X600031.SH,X003816.SZ,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X000100.SZ,X002241.SZ,X000661.SZ,X600584.SH,X600702.SH,X002180.SZ,X600522.SH,X601877.SH,X600460.SH,X300142.SZ,X000977.SZ,X000157.SZ,X600741.SH,X002074.SZ,X000733.SZ,X002463.SZ,X600183.SH,X300003.SZ,X000066.SZ,X002007.SZ,X600487.SH,X002294.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0274750846517534,0.0404208532901767,0.0969683887144175,0.176531926473712,0,0,0.116167082749046,0,0,0,0.036648587255229,0,0,0.0389329934413618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349554166322856,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366272949009782,0,0,0.0290230907849653,0,0,-0.0209055827484851,0.0395349774955697,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0503646814246857,0,0.491758956994811,0,0,0.109476349769942,0,0.0545174818209863,0,0,0,0,0,0,0,0,0.0677954762163531,0,0,0,0,0,0.0272468773830865,0,-0.0272657135388922,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.0669757095694219,0,0,0,0,0,0,-0.0270176208734243,-0.0126500762236873,0,0,0,0,0,0
X002415.SZ,0,0.0770253093347762,0,0,0,0,0,0.0585899303885276,0,0,0,0,0,0,0.0627591925184727,0,0,0,0,0.16271771593696,0,-0.0955073328443818,0,0,0,0,0.220368589476848,0,0,0,1.73472347597681e-18,0,0.0733577726042598,-0.127464718759618,0,0,0,0.047204825786668,0,0,0.0742198356272194,0,0,0,0,0,0,0,0,0,0,-0.0026886209631393,-0.023583122183538,0,0,0,0,0,0
X000568.SZ,0,0.370200456353039,0.261042668777629,0,0,0,0.324297586337719,0,0,0.052021317370072,0,0,0,0,0.11057354971974,0,0,0,0,0,0,0,0,-0.0097412071209923,0,0,0.0975628880727984,0,0,0.0777854678657091,-0.150892123756343,0,0,-0.0115979293006926,0,0,0,0,0,0,0,-0.100107079554902,0,0.0504716152636487,0,0,0,0,0,0,0,-0.0185734844660497,0.0322628041670504,0,0,0,0,0,0
X600809.SH,0,0,0,0.397155551779329,0,0.0134385437870427,0.11452957514987,0.0472311908998972,0,0,0,0.00769432718820648,0,0,0,0,0.157573395740841,0,0,0,0,0,0,0,0,0,0.0137260307603138,0,0,0,0,0,0.0324254855598226,0,0.0942744843300151,0,0,0,0,0,0,-0.0518611071027597,0,0,0,0,-0.0455948333559234,-0.0380006770180812,0,0,0,0.000918836362383238,0,0,0,0,0,0,0
X600276.SH,0,0.0128532084459452,0,0,0,0,0,-0.013296643704306,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0976633845963489,0.0290937295366264,0,0,0,0.060291563466878,0,0,0,0.0314645181744493,0.157013693045381,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.161046211439328,-4.33680868994202e-19,0,0.0509536018200974,0.100826571735036,0,0,-0.0109376842735833,0,0,0,0,0,0,0
X002304.SZ,0,0.362225274484144,0,0.402660254212764,0,0,0,0,0.0750403329321514,0,0,-0.0667603547343178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700755919776291,0.0601023185058209,0,0,0,0,0,0,0.0109079049291532,0,0,0,0,0,0,0,0,0,0,-0.0975502474928936,0,0,-0.0035564568203666,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.268933588338718,-0.0443431469532161,0,0,0,0,0,0,0,0.55048664764925,0,0,0,0,0,0,0,0,0.0990085420328945,0,0,0,0,0.111182909695718,0,0,0,-0.0228244973230257,0,0,0.0153573795409384,0,0,0,0,0,0.453037034414503,0,-0.0335111494909635,0,0.419019263486817,0.00612150016815599,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0255973985529339,0.162728208762979,0,0,0.274536512231249,0,0,0,0,0,0,-0.126866052242989,0,0,0,0,0,0,0,0,0,-0.320886821822135,0,0,0.066970329823287,0.186974335493482,0,0,0.022293259335958,0,0,0,0,0,0,0,0,0,0.0220077570546638,0,0,0,0,0,0,0,0.0161363487155244,0.0270227316768305,0,0,0,0,0,0
X000651.SZ,0,0.151901224442952,0,0,0,0,0,0,0.302866992448307,0,0,0,0,0,0,0,0,0,0,0,0.116158363462457,0.0216782319716281,0,0,0,0,0,0,-0.0126860369133791,0,0,0,0,0,0.00653126836620872,0,0,0,0,0.0140453457246182,0,0,0,0.0878417583790956,0,0,0,0,0,0,-0.0258349072161784,0,-0.00629430310063381,0,0,0,0,0,0
