,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000063.SZ,X002475.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X601877.SH,X600183.SH,X000100.SZ,X002007.SZ,X600703.SH,X002236.SZ,X300003.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600271.SH,X002241.SZ,X000625.SZ,X300124.SZ,X600498.SH,X600867.SH,X002463.SZ,X002129.SZ,X600177.SH,X002506.SZ,X002008.SZ,X300014.SZ,X300136.SZ,X600066.SH,X300146.SZ,X002049.SZ,X000050.SZ,X600487.SH,X002371.SZ,X000977.SZ,X600118.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.359008697819414,0.138338817329978,0,0,0.0933543149046596,0,0,0.0735029351897809,0,0.0923231102304436,0,0,0,-0.0867987655207567,0,0.0437212361678169,0,0,-0.0895383371629257,0,0,0.0676193977284578,0,0,0,0,0,0,0,0,-0.0622148291799224,0,0.0365707401444865,0,0,0,0,0,0,0,0,0,0.0565573567117325,0,0,0,0,0,0,0,-0.0124055954780704,0,0,0,0,0,0,0
X000858.SZ,0.0302664338582228,0,0,0,0,0,0,0,0.358621467982074,0,0.167548572077076,0,0,0,0,0.0145899122047797,0,0,0,0,0,0,-0.00900707695270357,0,0,0,-0.0107031079506389,0,0,0,0,0,0,0,-0.104086923010252,0.0151367080771951,0,0,0,0,0,0,0,0,0,0,0.132789268563765,0,0,0,0,-0.0132886624997321,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.214054059653786,0,0,0,0.12551197930591,0,0,0,0.107443730761303,0.105715867917618,0.0440647124553562,0,0,-0.00319005178981667,0,0.175042163755259,0,0,0.0502966919477964,0,0.0195970728664172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101197443713743,0,0,0,0,0,0,0,0,0,0.0260375776220188,-0.0135602385781669,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411959893356328,0,0,0.0217274926374763,0,0,0,0,0,0,0.0938477317090329,0,0,0,0.153302167671432,0,0,0,0,0,0,0,0,0,0,0,0.0447856261471979,0.173814909113306,0,0,0,0,0,0,0,-0.00932945720886191,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126470049094817,0,0,0,0,-0.0609711540532812,0,0.014979948184434,-0.0238401862996546,0,0.140196521365781,0.0482999862741941,0,0,0,0,0.211108567380712,0,0,0,0,0,0,0,0,0.0706974632333604,0,0,0,0,0,0,0,0.116661917976422,0,0,0,0,-0.0165145926767772,0,0,0,0,0,0
X002415.SZ,0,0.177794783853694,0,0,0,0,0,0,0,0,0.0121135495114101,0,0,0,0,0,0.0771954291610406,0,0,0,0,0,0,0.617948819087271,0,0,-0.0147210420626934,0,0,0.314540140704218,0,0,0,-0.00731141230669539,0,0,0,0,0,0,0,-0.0366370537761672,0,0,-0.0703033938234147,0,0,0,0,0,0,0.00849539294964565,0.00303378848695813,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0600616540797573,0,0,0,0,0.100319740656054,0,0,0,0,0,0.261176367887692,0.175909714702644,0,0,0,0,0,0,-0.0520851768876358,0,0,0,5.42101086242752e-20,0,0,0,0,0,-0.0194314266235272,0.00262946679438575,0,-0.033226485576078,0,0,0,0.0381232287791928,0,0,0,0,0,0,0,0,0,0,0.0719498169469672,-0.049565080941186,0.070710173909798,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.068113147122501,0,0,0,0,0.0753496694611143,0,0,0,0,0,0,0,0,0,0.199397300817485,0,0.0353018890256163,0.00122638936372056,0,0,0,0,0,0,0,0,0,-0.0228977993361504,0.0944327862876185,0,0,0,0,-0.0331800688088592,0,0,0,0,0.382930831646661,0,0,0,0,0,0,0,0.0574557531796217,0,0,0,0,0,0
X000568.SZ,0,0.741008231131327,0,0.0192430988868466,0,0,0,0,0,0,0,0,0,0,0,0,0.119784420629518,0.113121336526598,0,0.0117985497988212,0,0,0,0.0449567170951467,0,0,0,0,0,-0.0211704575193611,-0.0616758872305685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104324935937886,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.123618041475498,0,0.178180181477755,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.115589949324993,0,0,0,-0.0826472889769002,0,0.120920260008997,0,0,0.60065393761515,0,0.012347862582246,0,0,0,0,0,0,0,0,0.134094681119253,0,0,0,0,0,0,0,0.0226504662330812,0.108246811044771,0,0,0,0,0,0
X002475.SZ,0,-6.93889390390723e-18,0.394874203773292,0,0,0.308598018214769,0,0,0,0.0427648142018981,0,0,0,0,0.119170787850868,0,0.200232999584436,0,0,0,0,0,0.0758067933241809,0,0,0,0,0,0,0,0,0,0,0,0.0368811838477908,0,0,0,0.203036533444936,0,0,0,0,0.137584511181683,0,0,0,0,0,0,0,0,-0.0484083854957047,0,0,0,0,0,0
