,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X002475.SZ,X000559.SZ,X601877.SH,X000550.SZ,X002129.SZ,X000568.SZ,X002456.SZ,X600066.SH,X002294.SZ,X600271.SH,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X002038.SZ,X000400.SZ,X000869.SZ,X600839.SH,X600566.SH,X002049.SZ,X000977.SZ,X000800.SZ,X002008.SZ,X000623.SZ,X600177.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.00553786399380476,0,0,0.127005662931678,0,0.108382868504106,0,0.0563955428717044,0,0,0,0,0,0.304753515528053,0.0781797909769419,0,0,0,-0.0112256341388597,0,0,0.0590537187591499,0,0,0,0,0.0728481117468715,0,0,0,0,0.0389106006330416,0,0,0,0,0,-0.0499192849637402,0,0,0,0.0683339053475191,8.67361737988404e-19,0,0,0,0,0.00993834084944358,0.000378313793806481,0,0,0,0,0,0
X600519.SH,0.161880420637925,0,0,0,0.0315243530463239,0.0774572897257548,0.219412396989425,0,0,0,0,0,0,-0.00518636347293433,0,0,0,0,0,0,0,0,0.0293052707856501,0,0,0,0,0,0,0,0,0,-0.0631429353945007,0,0,0,0,0,0,0,0,-0.0151303688149548,0,0,0,0,0,0,0,0,0,-0.00835240554532669,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124204262237285,0.0311645752240575,0.0644700026508338,0,0,0,-0.0771793359356223,0,0,0.0708072101789297,0.0164414930393669,0,0,0,0,0,0,0.0324586633027794,0,0,0,0,0,0,0,0.014122723089088,0,0.00949596057663555,0,0.0672680753758761,0,0,0,0.047639849482284,-0.0229968595156987,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.108753816175177,0,0,0,0,0.222514551250351,0,0,0,0,0,0.0482281791158647,0,0,0,0,0,0,0,-0.0913039553890526,0,0.00034116086456483,0,0.177049761656361,0,0,0,0,0.0359072610391775,0,0,0.0394689805144896,0,0,0,0.0329180519887345,0,0,0,0,-0.0449205071186014,0,0,0.0423211004148899,0,0,0.00528529131499242,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0279042726361477,0,0,0,0,0,0,0,0,0.395504581052344,0,0,0,0,0,0.0426161997621378,0,-0.00574868098670313,0,0,0,0,0,0,0,0,0,0,0,0.0403866582008171,0,0,0,0.160565499462687,0,0,0.145411668558997,0,0,0,0,-0.060066130984331,0.0768344513304744,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24730056652779,0,0,0.0455825690914944,0,-0.033984135045754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929879019800377,0,0,0.280997311168042,0,0,0.0448613611503029,0,0,0,0,0,0,0,-0.00835752344351801,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.037445012350775,0,0.543471084428268,0,0,0,0,0,0,0,0,0,0,0,0.119784959377204,-4.33680868994202e-19,0.0220766803418714,0,0,-0.103606003003857,0,0,0,0,0,0,0,0,0,0,0,0.201417169502686,0,-0.0123937086058736,0,0,0,0,0,-0.0321067408963698,0,0,0,0,0,0,0,0,-0.00982224172439374,0.0172478440747495,0,0,0,0,0,0
X000625.SZ,0.271481364560404,0,0,0,0,0,-0.110021273868659,0,0,0,0,0,0,0,0,0,0.0222885555123414,0.0786983691824922,0,0,0,0,0,0.0166988104542893,0,0,0,0,0.0553863394251486,0,0.25069981821727,0.0766558995651932,0,0,0,-0.0301193209236788,0,0,0,0,0,0,0,0,0.0511630406516765,0,0,0,0,0,0,0.016833423975893,-0.0547670340844518,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0434194508256688,0,0,0,0,0,0,0,0,0.0488193705826006,0,0,0,0,0.0378369390216985,0.123944924331415,0,0.0644285155777044,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905357519024614,0,0,0,0.0624226741374878,-0.102631024611485,0,0,0.0416724813294199,0,0.0210917810243715,-0.0159532330638192,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.000335339388684531,0.0144303465442311,0,0,0.027984778779573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112796371694646,0.0207530201188488,0.00355437798405359,0,0.0636453947572254,0,0,0,0.00269075231424607,0,0.162844759398518,0,0,0,0.134814406112893,0,0,0.0436724723224188,0,0,0.0167808456333771,0,0,0,0,0,0.0099797523331532,0,0,0,0,0,0
