,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X000625.SZ,X000651.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X000661.SZ,X600089.SH,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600460.SH,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X601799.SH,X002236.SZ,X600563.SH,X600418.SH,X002176.SZ,X002414.SZ,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.196168945187433,0.0297102731577628,0,0,0,0,0,0,0,-0.0684368281504058,0,-0.0106874625943402,0.00436809468506295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04574034724394,0,0,0,0,0.106336462605625,0.0317360851219456,0,0,0,0,0,0,0,0,0,0,0.0205127609234261,0,0,0,0,0,0.00390407357499987,1.73472347597681e-18,0,0,0,0,0,0
X000858.SZ,0,0,0.349857772649128,0.07430436027801,0.00966592587443914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673845756195215,0,0.0641067595006642,0,0,0,0,0,0,0,0,0,-0.0205400021086312,0,0,0,0,0,0.175054224644082,0,0,0,-0.0266566326010005,0,0.00831136629690671,0,0.0609124222646591,0,0,0,-0.0480765024761843,0,0,0,0,0,0.00730483840276462,0,0
X600809.SH,0,0,0,0.525497111070373,0,0,0,0,0,0,0,-0.0352598316039952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463482455472,0,0.0332138244923869,0,0,0,0.105755917546111,0,0,0,0,0,0.0326896635789495,-0.0186729506373077,-0.210186612003394,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.0908862922216586,0.217077485754012,0,-0.0320962790113761,0.057427999725739,0.00500421480612461,0,0,0,0,0,0,0,-0.00752897772957978,0,0,0,0,6.93889390390723e-18,0,0,0,0.0436460280225672,0,0,0,0.0525284854900045,0.0113761384954515,0,0,0,0,0,0,0,0,0,0.320947698597187,0,0,-1.38777878078145e-17,0,0,-0.0565514553329141,0,0,0,0,0,0,-0.0351511431619953,0,0,0,0,-0.0508689401341885,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.160439129195004,0,0,-0.046056394195915,0.0421826014009735,0,0,0,0,0,0,0,0.133783492379741,0,0,0.0131435250460116,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0322251364199706,0.0460262768545474,0,0,0,0,0.770249537945391,0,0,-4.33680868994202e-19,0,0,0,0,0.115319373880155,0,0,0,0,0,0,0
X002304.SZ,0,0.074991930117374,0,0.25835390551578,0,0,0,0,0.0768584881807876,0,0,0,0,0,0,0,0,0,0,0.0542075884823969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108462393602008,0,0,0,0,0.0572114080604194,0,0,0,0,0,0.048597756677803,0.00129708270472038,0.0252147797069304,0,-0.0172659177038741,0,0,0,0,0,0,0,-0.0105582406897408,0,0
X002475.SZ,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0141612602636176,0,0,0,0,0,0,0,0,0,0,0.606096906914022,0.0438978060308752,0,0,0,0,0.000102798798630064,0,0.0425721065245778,0,0,0,0.0602078679777786,0,0,0,0,0,0,0,0,0,0,0.0881673860896932,0,0,0,0,0,-0.142592770400218,0,0,0,0,-0.0631770110609273,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.139981135114803,0,0,-0.141314897141405,0,0,0,0,0,0.00181284177547722,0,0,0,0.307867017741164,0,0,0.251742524681356,0,0,0,0,0,0,0,0,0,0,0.235503165402574,0.0424434174407748,0,0,0,0.0700630649382708,0,0.160814802247581,-0.214145973323668,0,0,0,0,0,0,0.149742823080152,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.042404531165534,0,0,0,-0.0410415742066718,0,0.498822109869595,0,0,0,0,0.0437200561688406,0,0,0,0.111619287115464,0.0545574704217199,0,0,0,0,0,0,-0.0854205735993299,-1.73472347597681e-18,0.0792971269683989,0,0,0,0,0,0,0,0,0,0,0.0491053958155543,0,0.0616792389934503,0,0,0.0235497364735687,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0499541664248111,0,0,0,0,0,0.116450685242668,0,-0.00137267065212722,0,0,0.0230773370595045,0,0,0,0,0,0,0,0.0980945229296383,0,0,0,0,0,0,0,0,0,0,0.0371559002305399,0.254101478730528,0,0,0.0942485980694734,0,0,0,0,0,0,0.15239763512226,0,3.46944695195361e-18,0.168949296599589,0,0,0.0645561638721031,0,0,0,0,4.33680868994202e-19,0,0
