,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X000661.SZ,X600809.SH,X600741.SH,X002241.SZ,X600703.SH,X000596.SZ,X300003.SZ,X600183.SH,X002007.SZ,X601877.SH,X002236.SZ,X000100.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X002008.SZ,X300136.SZ,X600271.SH,X002463.SZ,X000625.SZ,X000977.SZ,X300014.SZ,X002506.SZ,X600066.SH,X600177.SH,X002129.SZ,X002371.SZ,X002456.SZ,X600867.SH,X002049.SZ,X600498.SH,X002508.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.029019109199141,0,0,0.56968783261895,0,0,0,0,0,0.0597318167735822,0,0.0107210499807691,0,0,0,0,0,0.0105578705543176,0,0,0,0,0,0,0,0.060456612419252,0,0,0,0,0.00200774701496527,-0.0704610360775041,0,0,0,0.0700294498486383,-1.0842021724855e-19,0,0,0,0,-0.0714769095442976,0,0,-0.00128644557039832,0,0,0,0,0,0,0
X000858.SZ,0.164156709219719,0,0,0,0,0,0,0,0,0.0321538616451629,0.501755267405355,0,0,0,0,0,0.16004795144757,0,0,0,0.0466632515180468,0,0,0,0,0,0,0,0,-0.000871235795582488,0,0,0,0,0,0,0,0,-0.0252911936764252,0,0,0,0.00475768025119842,-2.16840434497101e-19,0.0542886341568589,0,0,0,0,0.0479939879281765,0,0.0237848815012895,-0.0246904757895903,0,0,0,-0.00874176962085781,0,0
X600276.SH,0,0,0,0,-0.0114517235748118,0,0,0.0675603358875076,0,0,0.229276302118532,0,0,0,0.0584567362568885,0.148157624359023,0,0.0927817551088313,0,0,0,0.0347203262867027,0,0,0,0,0,0,0.0169127503379301,0.00337345621320934,0,0,0.0705904812108742,0,0,0,0,0,-0.0525160872104936,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0200053860182248,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.101080182752847,0,0,0,0.310465495683207,0,0,-0.0248223335843265,0,0,0,0.0499740580076281,0,0,0,0,0,0,0.123687910797918,0,0,0,0,0,0,0,-0.0236543690988891,0.130425285262395,0,0,0.0260911655389048,-1.73472347597681e-18,0,0,0,0,0.146539056915825,0,0,-0.0129533092435126,0,0,0,0,0.0217939138240839,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.100705468793885,0,0,0,0,0,0,0.0607703358652284,-0.0350463267123814,0,0,0,0,0,0.0340148571357736,0.523365993305605,0,0,0,0,0,0,0,-0.00422084782064156,0,-0.0285626304759409,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0270991701449691,0,0.0170334701701826,0.110887759596225,0.0326742290746556,0.0249498712900229,0,0,0,0,0,0,-0.0435592164156652,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187831861932058,0,0,0,0,0,0,0.116757358131357,0,0,0,0,0,0,0,0,0.0075522493872451,0,0,0,0,0,0,0,0,0,0,0,0,0.0504364557319905,0,0.0504181427753925,0.00636276012642494,0,0.00155836333203267,0,0,0,0,0.00779665594820187,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0362040357704987,0,0,0,0,0,0.214363821821696,0,0,0,0,0.109755633348162,0,0,0,0,0,0,0,-0.395255064565988,0,-0.107352597223041,0,0,0,0,0,-0.108361843082828,0,0.0547776529353617,0,0,0,0,0,0,0,0,0,0,0,0.071869706697977,0,0.015101755890515,0.00660161348317869,0,0,0,0.128552799848497,0,0
X002475.SZ,0.033222532780562,0.149972339552045,0,0,0,0,0,0,0.0842570113044406,0.0179054275855883,0,0,0.247587604831433,-0.051499641525034,0.311792538390858,0,0,0.0335843279241198,0,0,0,0,0.0601871673962356,0,0,0,0,0,0,0.170916983933195,0,0,0.121147014020993,0.0917051329921406,0,0,0,-0.127858484268449,0,0,0,0,0,0,0.101266220015498,0,0,0,0,0,0,0.0220127770614521,0,0,0,0,0,0,0
X002304.SZ,0.0100335996242408,0,0.0973860315735788,0,0.133064690651087,0,0.175771723296373,0.0659482237645699,0,0,0.0786724901309067,0,0,0,0,0,0,0,0,0,0.148864501366098,0,0.0320891245418951,0,0,0,0,0,0,-0.0530669104951135,0,0,0.0128947850556034,0,0,0,0,0,-0.0123404846856656,0,0,0,0,0,0,0.125411815553959,0,0,0,0,0,-0.0581499405361655,0.0790664228276296,0,0,0,-0.020469102260298,0,0
X000063.SZ,0,0,0,0.185796710375602,0,0,0,0.11438131783515,0,0,0.230330363488135,0.550601297496087,0,0,0,0,0,0,0,0.0795700742889317,0,0,0,0,0,0.346969693518153,0,0.019043938673347,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424851091107179,0.000105612427863708,0,0,0,-0.102717110869188,0,0
X000568.SZ,0.247274571322141,0.393936636966009,0,0,0,0,0,0,0.137173576082656,0,0,0,0,0,0,0,0.0456072392824958,0,-0.0366686625218484,0,0.0818369872036328,0,-0.030894385922803,0,0,0,0,0.129473010768575,0.0960641157224345,-0.0126480058871771,0,0,-0.0409496303742699,0,0,0,0,0,0.028125465675144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017904367432238,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0542250992696461,0,0,0,0,0,0,0,0,0.112693994698263,0,0,0,0,0,0,0,0,0,0,0.0289826036435489,0,0,0.0356365960949889,0,0,0,0.0496198903549741,0,0.00350718347382097,0,0,0,0.0336997839897483,0,0.0389047138258584,0,0.0360427152725443,0,0,0.0562220559718207,0,0,0,0,0,0,-0.0305536056444284,0,0
X600031.SH,0,0,0,0,0,0,0,0.0671335207248264,0,0,0,0,0,0,0.335566169329485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478735225587705,0,0.103524782078468,0,0,0,0,0,0,0,-0.0259965871708289,0,0,0,0,0,0,0,0,0,0,-0.00891576545803447,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.13247346017552,0.0154073207557674,0,0,0,0,0,0,0.0188482052258196,0,-0.0590944612953225,0,0,0,0.0712922827779056,0,0,0,0,0,0,0,0,0,0,0,0.175442724644635,0,0,0.00033337410594569,0,0,0.0329685813552857,0,-0.162853239975216,0,0,0,0,0,0.0819976976139926,0.118372383791859,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.301456499955066,0,0,0,0,0.0378636427347299,-0.0254516803593798,0,0.0933117793034823,0,-0.0476158583732445,0,0,0,0.0612500361806026,0,0,0.150641555848761,0,0,0,0,0,0,0,0,-0.0334720757716052,0,0,0,-0.052544255175633,0,0,0,0,0,0,0,0,-0.0193246110175532,0,0,0,0,0,0,0
X000661.SZ,0,0,0.256935699194775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722759484640376,0,0,0,0,0,0,0,0,0,0.0219425150844194,0,0,0.266516636488524,0,0,0,0,0,0,0.0227721754662613,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217844408056578,0,0,0,0,-0.0602557296540355,0,0
