,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600690.SH,X002292.SZ,X600741.SH,X000100.SZ,X600066.SH,X002236.SZ,X600031.SH,X002506.SZ,X600118.SH,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X002074.SZ,X000568.SZ,X600177.SH,X300003.SZ,X000338.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002456.SZ,X600867.SH,X600498.SH,X002465.SZ,X002426.SZ,X601877.SH,X300001.SZ,X600699.SH,X002007.SZ,X000869.SZ,X002180.SZ,X000050.SZ,X002049.SZ,X002512.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.267544358219563,0,0.0310754900882064,0.264883090803638,0,0,0,0,0,0,-0.00136396875478721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298362048607147,0,-0.0104921032008559,0,0,0,0,0,0,-0.139466920345221,0,0,-0.0252209941723,0,0,0.108439700647703,0,0,0,0,-0.0529881125168644,0,-0.000238613701415267,0.00149193708336043,0,0,0,0,0,0
X600104.SH,0.0459830636827537,0,0.133784485193619,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.321702227792522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603873158196669,0,0,0,0.0978308649868902,0,0,0,0,0,-0.00407045318592646,0,0,0,0,0,0,0
X002415.SZ,0,0.0977688738242991,0,0,0,0,0,0,0,0,0,0,0,0,0.355561532567807,0,0,0,0.0158568689151066,0,0,0.0301310046832443,0,0,0,0.106166958396766,0,0,0,0,0.00235636209214417,0,0,0,0.087790468765084,0,0,0,0,0,0,0,0,0.0334618159801615,0,0.0577562430107778,0,0,0,0,0.041875261700291,0.0383674373253156,0,0,0,0,0,0
X000651.SZ,0.0325749358856629,0,0,0,0,0.0233244178850189,0,0,0.0314783083306129,0.090183633322435,0,0,0,0,0,0,0.00336208615043986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389036279353509,-0.0926148686580563,0,0.0475208299495934,0.0378922743873606,0,0,0,0.223653476483098,0,0,0,0,0,0.0594143189798113,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0240861546050554,0,0,0,0,0,0,0,0,0,0.180932244442317,0,0,0.00101428100723992,0,0,0,0,0,0,0,0,0,0,0,0,0.0489637392544076,0,0,0,0,0.0549075206173174,0.00539824200202327,0,0,0,0,0.0538655789720795,0,0,0.109212532758142,0,0.0263109816172384,0,0,0,0,0,0,0
X002304.SZ,0.224175191547309,0,0,0,0.39790325317171,0,0,0,0,0,0.17728631386425,0,0,0,0,0,0.0132788974369731,0,0,0,0,0,0,0,0,0,0.0817673147259074,0,0,0,0,0,0,0,0.092551269793883,0,0,0,0.00229357570364512,-1.73472347597681e-18,0,0,0,0.00852044699915958,0,0,0.0457407055025944,0,0,0,-0.00531923583252655,0.0112686387693573,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037486106490353,0,0,0,0,0,0,0.042035346673009,0,0.380608271714482,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0250250546215753,0,0,0,0,-3.46944695195361e-18,0,0,-0.0055224337000531,0,0,-0.0256540098055348,0,0,-0.00847939255919256,0.00305199312452934,-0.0190743327686903,0,0,0,0,0
X000725.SZ,0,0,0.121270979495712,0,0,0,0,0,0,0.123416572626738,0,0,0,0.0503091460679345,0.00045644619664689,0,0.112117504694746,0,0.0235228084474869,0,0,0.133610161430994,0,0,0,0,0,0.0707212720545809,0,0,0,0,0,0.102863694496166,0.0829834103701927,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0042766927908187,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.103972635772734,0,0,0,0,0.0344523300544845,0.104264757989825,0,0,0,0,0,0,0,0,0,0,0,0.00655911573619947,0,0,0,0,0.0991496067947966,0,0,0.0223277138250712,0,0,0,0,0,0,0,0,0,0.0373414994242374,0,0.187532727050235,0,0.00513398107300754,0.107613835500862,0,0,5.42101086242752e-20,0,0.00306757634280058,0,0,0,0,0,0,0
X000063.SZ,0.084021233311791,0,0,0,0,0.00459961189260538,0,0,0.0669116075318953,0,0,0,0.0289970377357167,0,0,0,0,0,0,0,0,0,0.11868875960153,0,0,0,0,0.303485051441199,0,0.0767438859467651,0,0,0,0.272312904046398,0,0,0,0,0.065132941198275,0,0,0,0,0,0,0,0,0,0,0,-0.0581710654371917,0,0,0,0,0,0,0
