,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600183.SH,X600741.SH,X000596.SZ,X002371.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X300142.SZ,X601877.SH,X000977.SZ,X300124.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X000625.SZ,X002129.SZ,X002463.SZ,X002456.SZ,X600118.SH,X002223.SZ,X600498.SH,X002179.SZ,X300136.SZ,X600271.SH,X002414.SZ,X002049.SZ,X000066.SZ,X600584.SH,X600522.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.376917080793597,0,0,0,0,0,0,0,0,0,0,0.105597042466574,0,0,0,0,0,0,0,0,0,0.071390998631603,0,0,0,0,0,0,0,0,0,0,0,0.030857845381075,0,0,0,0.0197142208763233,-0.0125685329747194,3.46944695195361e-18,0,0,0,0,-0.00413075611162342,0,0,-2.71050543121376e-20,0,0.0922570985629281,0.0109987097713361,0.00305720074140292,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0123857255769779,0,0,0,0.488060620930756,0.102482500139727,0,0,0,0.150150675730781,0,0,0,0,0.0301648580205224,0,0.0127332719170972,0,0,0.0228148961542311,0,0,0,0,0,0,0.0821773343436781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309322721143875,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.00238870881462909,0,0,0,0,0,0,0.0526146249039667,0,0,-0.0211432113841239,0.137525371148067,0,0.0655772940494072,0,0,0,0,0,1.73472347597681e-18,0,0.00893920377693019,0,0.101170961137518,0,0.0870613348987252,0,0,0,0,0,0,0.0093936915499698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.21091006073709,0,0,0,0.153828099640753,0.000101090335910959,0,0.130587710690844,0,0,0,0,0,0,0.217055605455986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294804068382219,0,0,0.0240118478912632,0,0,0,0,-0.0896697737125855,0,0,0,0,0,0,-0.0202408094667617,0.0307289947618509,0,0,0,0,0,-0.00367195136017495,-0.00182929164549052,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.114253262020252,0,0,0.0561250164291998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232631097139211,0.115773473493459,0,0,0.0447228726796159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108736125905331,0,0,0,0,0.0365769899464552,0,0,0,0,0,0.0283977929739459,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.348213426346039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149263329614001,0,0.0507502274546562,0,0.16386607090028,0.0690607293397324,0,0,0,0,0,0,0,0,0,0,0.00599038251460876,0,0,0,0,0.288080985748403,0,0,0,-0.0364684487320319,0,0,0,0,0.0127282245159717,-0.00102479739430053,0,-0.0887581598747088,0,0,0,0
X600104.SH,0,0.310524345424185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0359082380901042,0.0863658751599931,0,0,0,0.00948827962239052,0,0,0,0,0,0,0.175562976426644,0.083942850859474,0.0421233640384331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275188126153926,0.0388800415869987,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0414166276969714,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197586365225024,0.234840808192338,0,0.141797147447559,0,0,0,0.15045835908017,0,0,0,0,0,0,0,0.23158978806565,0,0,0,0,0.089120074838338,0.42664835675433,0,0.0990528452664318,0,0,0,0,0,-0.252800500188878,0,0,0.0301319954278532,0.0123019958662691,0,0,0,0,0,0
X600031.SH,0,0.0872688193826424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514403570667264,0,0,0,0,0,0,0,0,0.103442948113929,0,0,0,0,0.545418242553649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234080040167435,0,0,0,0,0,0.0100834112972376,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0989357436787069,0,0,0,0.131029020235891,0.0645332259977871,0,0,0.127336323857476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422610372726282,0,0.125375986603732,0,0,0,0,0,0,0,0,0,0.0897654937643391,0,0,0,0,0.0574844620472056,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.036936959448451,0,0,0,0.432844411855776,0.0547649613357154,0,0,0,0,0,0,0,0,0,0.013382762823608,0,0,0.0316931528314077,0,0,0,0,0,0,0,0.122415681836754,0.00777576470009912,0,0,0,0,0.0569139754516792,0,0,0,0,0,0,0,0,0,0,0.0354931038767599,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855969483125521,0,0,0.0628526193905218,0,0,0,-1.0842021724855e-19,0,0,0.109039155613227,0.380837353687897,0,0.00440722555294346,0,0,0,0,0,0,0,0,0,0,0.049269026648465,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0262872454473075,0,0,0.0561085062742597,0,0,0,0,0,0,0
X000568.SZ,0,0.163345033927974,0,0,0,0,0,0,0.071905309125648,0,0,0,0,0,8.67361737988404e-19,0,0,0.450515398818606,0,0,0.0204486691323108,0,0,0.00451420079843579,0,0,0,0,0,0,0,0,0,0,0.00318645329075662,0,0.0136116503482746,0,0,0,0,0,0,0,0,0.0476322406767866,0,0,0,0,0,0.0171999846649091,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00721220585170551,0,0,0.206117209775648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276901506214031,0,0,0,0.155272288736605,0,0,0,0,0,0,0.065226897887909,0,0,0,0,0,0.0416381260657451,-0.00712078101844099,0,0,0,0,0,0
