,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002129.SZ,X003816.SZ,X000725.SZ,X002049.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X002180.SZ,X600522.SH,X000661.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600460.SH,X600702.SH,X300003.SZ,X600884.SH,X600584.SH,X000980.SZ,X600487.SH,X000799.SZ,X002414.SZ,X601799.SH,X002176.SZ,X002223.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0400894045136551,0.324503183461287,0,0.0484562286509505,0,0,0.0954102141101184,0,0,0.0209307923551809,0,0,0.0320920960167495,0,0,-0.0242042404489575,0,0.0527150441478235,0,0,0,0,0,0,0,-0.0140586496567594,0,0,0,0,-0.186114003273929,0,0,0,0,0,0,0,-0.0626964291953486,0,0,0,0,0.156054809283906,0,0,0,0,0,0,0.0472912473418725,0,0,-0.0626627104199902,0,0,0,0
X000858.SZ,0.320686823788823,0,0,0,0.261990774805967,0.0745993885210007,0,0,0.114179435009437,0,0,0.1211584431283,0,0,0,0,0,0,0.046885572010144,0,0.00747751541331366,0,0,0,0,0,0.0733472906418635,0,0,0,0,0,0,0,0,0,0,0,0.0353404898643474,0,0,0,0,0,0,-0.019251231277521,0.0439386679807541,0,0,-0.0913713337069,0,-0.00247907624728526,0,0,0,0,0,0,0
X600809.SH,0.181919799100668,0,0,0,0.644847511112555,0,0.0318360093351921,0,0,-0.00157972684980711,0,0,0,0.105689618207861,0,0,0,0,0.0270974976056346,0,0,0,0,0,0,-0.100732090863181,0,0,0.0997839595011574,0.0592477403358187,0,-0.176812785265615,0,0,0,0,0,0,0,0.033897928384051,-0.138439470699633,0,0,0,0,0,0,0,0,0,0,-0.0162779544284714,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.096696911065944,0,0,-0.0981697575210588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000782396291824424,0,0,0.0820786418171972,0.230983053449577,0,0,0,0,0,0,0,0,0,0,0,0.217078201758378,0,-1.38777878078145e-17,0,0.151199407982292,0,0.0711289253459256,0,0.188401016481486,0,-0.021524889524419,0,0,0,0,0,0
X000568.SZ,0.414114754253585,0.0693270037138859,0.730842320492459,0,0,-0.0321613141907848,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275562083405342,0,0,0,0,0,0,0,0.0857080731870984,0.0702913700128841,0,0,0,0,0,0,0,0,0,0.0123112676041868,0,0,-0.0375570003295743,0.0358779341179127,0,0,0,0,0,0,-0.00793285515294517,0,0.00446243953699789,1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0.0126448710094352,0,0,0,0,0,0,0,0,-0.0385447906755546,0,0,0,0,0,0.0733411246794938,0,0,0,0,0,0,0,0,0,0,-0.224392095909938,0.0474864795708546,0.0310001312592649,0,0.0998913808480339,0,0,0,0,0,0,0,0.0557399119578275,0,0,0,0,0.199808458040339,-0.00637218404441804,0,0,0.196611605016373,-0.0552688806166657,0,0.0137891999231199,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0480463137264174,0,0,0,0,0.316421014664313,0.162003613916592,0,0,0,0,0,0,0,0.0889310400279123,0,0,0,0,0,0,0,0.100835227284469,0,0,0,0.0494243042948067,-0.0824051645415673,0,0,0,0,0,0,0,0.126825196885433,0,0,-0.101660228074311,-0.0854181045656325,0,0.214845885310738,-0.0340879046990125,0.0499633662903406,0.0201399918229258,0,0,0,0.0526895684460563,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.260619582131775,0,0,0,0,0,0,0.225493664772905,0,0.0572292393391498,0,0,0,0,0,0,0,0,0,0.124667419235898,0,0.102328881639387,-0.123226696480834,0.050015172103556,0,0,0.0402689088653673,0,0,0,0,0,0,0,0.0234862857795157,0,-5.42101086242752e-20,0,-0.0784299840007392,0,0,-0.0521909812519225,0,0,0,0,0,-0.024797560419113,0,0,0,0,0,0,0
X002304.SZ,0,0.258837787702314,0,0,0,0,0.0427998726937016,0,0,0,-0.110734980900851,0,0,0,0,0,0,0,0,0,0.0955591286954615,0,0,0,0,0,0.0306437823564604,0,0,0,0,0,0,0.102839937388892,0.069449750213301,0,0,0,0.202608226801645,0,0,0,0,0,0,-0.129953860339432,0.103884334316244,0,0.0450959861997239,-0.0692133328145271,0,0,-0.0450145696087965,0,0,0,0,0,0
X300124.SZ,0,0,-0.0321262727812602,0,0,0,0.127996487033599,0,0,0,0.0571516441838213,0,0,0,0,0,0.0147936053258324,0,0,0.125247844168813,-0.209082461175065,0,0,0,0,0,0,0,0,0,0,0,0.0423177661850258,0.220141238038401,0,0,0,0,0,0,0,0,-0.15753207323841,-0.150584885764409,0,0,0,0.165139845487626,0,0,0,0,-0.034321478886059,0,0,0,0,0,0
