,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000596.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X002129.SZ,X000157.SZ,X002179.SZ,X002049.SZ,X600741.SH,X600702.SH,X000799.SZ,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X600779.SH,X002414.SZ,X300146.SZ,X601799.SH,X300003.SZ,X600460.SH,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X002508.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.207180154539083,0,0,0,0,0,0.0187514864897831,0.00331806053155445,0,0,0,0,0,0,0,0,0,0,0,0.00806609281042222,0,0.0018984971397536,0.0512527157579455,0.104849275582699,0,0,0,0,0,0,0,0.0274551233393322,0,0,0,0,0.0606339548579483,0,0,0,0,0,0,0,0.0995553602298282,0,0,-0.170570168058873,0,0,0,0,0,0,0,0.00279549350864089,0,0
X000858.SZ,0,0,0,0.215316069595516,0,0.408503053864393,0,0.007769442033309,0.0151321044126105,0,0,0,0,0,0,0,0,0,0,0,0.0496289313767022,0,0,0,0,0,0,0,0.0266094716037141,0,0,0,0.115218736559223,0,0,0,0,0,0,0.0214880076964982,0,0,-0.0488163732522278,0,0,0.046138505053798,0,0,0,0,0,0,0,0,0,0,-0.00617700154324342,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.000596808354138041,0,0,0,0,0,0.0385132378463687,0,0,0,0,0,0.159789249130709,0,0.0579712107457435,0.0174426545793823,0,0,0,0,0.0215998777123341,0,0,0.0571297428275259,0,0.067630211882938,0,0,0,0,0,0.0194627113582403,0,0.0859593335717046,0,0,0,0,0,0,0,0,-0.0157829952056596,0,0,0,0,0.00237912667407032,0,0
X600276.SH,0,0.0489119187732504,0,0,0,0.00803173337941339,0,0.100421632429083,0.0575324604613197,0,0,0,-0.0987793937818335,0,0,0,0,0,0,0,0.0320336275711652,0,0,0,0,0,0,0,0.0136464939379923,0.179920904533297,0,0,0,0,0,0,0,0,0,-0.104291345004826,0.143927113023847,0,0,0,0,0,0,0,0,0,0,0.15920594683294,0,0,0,0,0.0131700355844172,0,0
X600809.SH,0,0,0,0,0,0.0893031065659256,-0.0425155319804367,0,0,0,0,0,0,0,0,0.114627343675091,0,0,0,0,0,0.0463750973105718,0.0138960142491387,0,0,0,0.0926258059721496,0,0.0465561364696933,0.107275497744472,0,0.0641272167335736,0.474577330425287,0,0,0,0,0,0,0,0.0699948996274243,0,0,0,0,0,0,0,0,0,0,0.0099853615634047,0,0,0,0,-0.0299101375893183,0,0
X000568.SZ,0,0.324890790758569,0,0,0.244918131004726,0,0,0.139868079728943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133129612242373,0.098352224116367,0.0464315331062161,0.0797395364017561,0.0226115953154894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263322847679521,0,0,0,0,0,0,0,0,0,0,0.00177039213225035,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0141604630997621,0,0.105250406321186,0,0,0,0,0.0658031011950741,0,0,0,0,0,0,0.0092245920118986,0,0.194986525656411,0,-0.0285842740429564,8.67361737988404e-19,0.120021482700741,0,0,0,0.0507229993991158,0,0,0,0,-0.0272270373921143,0.0545888728489165,0,0,-0.0590731323288993,-1.73472347597681e-18,-0.03774467164936,0,0,0,0,0,0.0504667400302842,0,0,0,0,0,0,0,-0.00911766893057755,0,0
X002304.SZ,0,0,0,0,0.245139749113452,0.0638633619665702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285467563813229,0,0,0,0,0,0.0444133187337881,0,0,0,0.0839303761759222,0,0,0,0,0,0,0,0.0653773755664455,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824416139585541,-0.0446668240702383,0,0,0,0.0128945918727221,0,0
X002475.SZ,0.015151514698823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197617310011795,0,0,0.214832041669048,0,0.199278152869894,0.0727430229606192,-0.168834658448604,-0.0486578293326281,0.221738130602182,0,0,0.149199110909656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766746732009357,0,0.00794633128438605,0,0,0,0,0,0,0,0,0.0452574559455251,0,0,0,0,-0.0600597660837027,0,0
X600690.SH,0,0,0,0,0,0,0.089295041015614,0,0.0465899570569042,0,0,0,0.209886453701049,0,0,0.0843579879133497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423152317611886,0.0425730462570591,0,0.317820245742174,0.0849047143083979,0,0,0,0,6.93889390390723e-18,0,0.0445606777108917,0,0,0.110854188905861,-0.151731621063519,0,0,0,0,0,0,0,0,0,0.0214527481466464,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.316968593800431,0,0,0,0,0,0.369463518877553,0.372472268653167,0,0,0,0,0.0689941979379252,0,0,0,0,0,0,0.294880023353946,0.11167863430678,0,0,0,0,0,0,0,0,0,0,0.102663036494374,0,0,0,0,0,0,-0.0670793138918158,0,0,0,-0.0597865343853412,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.176045931627939,0,0.0276251453312643,0,0,0,0,0,0,0.0396324966119822,0,0,0,0,0,0.0479882679481318,-0.0962401977894601,0,0.0228998803922795,0.120606840607245,0,0,0,0,0,0.0581567420946779,-0.0987069694055399,0,0,0,0,0,0,-0.0210611058680129,0,0,1.73472347597681e-18,0,0,0.0448323327210351,0,0.10608239879416,0,0.0129499996321106,0,0.0800283554203964,0,0,0,0,0.00760298046853005,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114639163768663,0.0094666342562151,0,0.337512163425991,0,0.108095287957215,0,0,0,0,0,0,0,0.0386142712322864,0,0,0,0.0809481213751686,0,0,0,0,0.0576495424667183,0,0,0,0,0,0,0,0,0,-0.068701107366439,0,0,0,0.019272414798408,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.0693112365653362,0,0,0,0,0,0,0,0.573690946948663,0,0,0,0,0.0823159999274286,0.192034229302073,0,0,0,0,0,0,0,0,0,0.231669983137523,0,0,0,0,0,0,0,0,0.000268090664248408,0,0,0,0,0.279411521301135,0,0,0,0.737595881217614,0,0,0.166048103165468,0,0,0,-0.137670180995767,0,0
X000661.SZ,0,0,0,0,0,0,0.227955083463335,0,0.0244917946911085,0,0,0,0,0,0,0.109862026649341,0,0,0,0,0,0,0,0,0,0.332445226057849,0.123716755790893,0,0.0998843614259334,0,0,0,0.135364089788336,0,0,0,0,-0.146405259955491,0,0,0.304283079310039,0,0,0,0,0,0,0,0,0,0,-0.0887193097308654,0,0,0,0,0.0357527112210984,0,0
X300124.SZ,0,0,0,0,-1.73472347597681e-18,0.234091511776283,0,0,0,0,0.168624128556548,0,0,0.237420468882115,0,0,0,0,0,0,0,0.00979903604672802,0,0,0.13065894370365,0,0,0,-0.225403724314956,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.211873854183298,0.191630791996134,0,0,0,0,-0.0349297994572797,0,0,0,0,0,0,0
X000338.SZ,0,0.246088027083884,0,0,0,0,0,0,0,0,0,0,0,0.0490793241075249,-0.123158503419523,0,0,0,0,0,0,0.0635839788998975,0,0,0,0,-0.0103018902162615,0.0112442896633512,0,0,0,0,0,0,0,0,0,0,0,0.0533969583861165,0,0,0,0,0,0.168730812217242,0.0359270077571871,0,0.0103497990936835,0,0,0,0.0308654944525939,0,0,0,-0.00346684385171968,0,0
