,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X002241.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X000157.SZ,X300124.SZ,X300142.SZ,X002007.SZ,X600183.SH,X300014.SZ,X000625.SZ,X000066.SZ,X002371.SZ,X300136.SZ,X002456.SZ,X002179.SZ,X600271.SH,X002008.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600177.SH,X002180.SZ,X000050.SZ,X002129.SZ,X600498.SH,X002508.SZ,X002049.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.128494901748798,0.0881591475768193,0,0,0,0,0.134484134235561,0,0,0.615782743092746,0,0,0.0266638849667717,0,0,0.0830732848932691,0,0,0.0283749829752858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00973209791031053,0,0,-0.0214781867023505,0,0,0,0,0.00122828275840952,0,0,0,-0.00443692485142168,0,0
X000858.SZ,0,0,0,0.017594661629609,0,0,0.0482717965566712,0,0,0,0,0,0,0,0.531023709444373,0,0,0,0,0.034218780575136,0.033156194186189,0,0,0,0,0,0,0,0,0.0384586512491442,0,0,0.0281749551782521,0.0113322812899308,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00140536993290845,0,0,0,0,-0.0145753784971104,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0735401910146219,0,0,0,0,0.31759810070455,0,0,0,0,0,-0.0478470633458722,0,0,0.0341418943514622,0,0.0485733323958534,0,0,0,0,0,-0.127089385572626,0,0,0,-0.0424686750034177,0.0374724024014575,0.0431057848464333,0,0,0,-0.0384374249357081,0,0,0,0.104458264238969,0,0.089089492074476,0,0,0,0,0,0,0.00843233660595568,0,0,0,-0.0381166699718703,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299401724448138,0,0.0978034476569738,0,0,0.0908053449840417,-0.048913662296766,0,0.0142140983353657,0,0,0,0,0.0273766796654371,0,0,0.0733585684788157,0.0118532431877525,0,0,0,0,0,0.0417059881521451,0,-0.0666248008354707,0,0,0,0,0,0,0,0,0,0,0.0183456736723919,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.139100814773638,0,0,0,0,0.0527040898505797,0,0,0.0462273378072981,0,0,0,1.73472347597681e-18,0,0,0.564902788986619,0,0,0,0,0.0770966176395056,0,0,0,0,0,0,0,-0.0443487753941577,0,0,0.029113128863045,0,0.0450457737338685,0,0,0,0,0,0,-0.0438616118251276,0,0,0,0.0921444717473112,-0.0501723779994113,0,0,0,-0.0886182431104706,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846486567339941,0,0.102820376675773,-0.0257021940942523,0,0,0,0,0,0,0.000938257026019349,0,0,0,0.0325971581849858,0,-0.0414338850135878,-0.0800443818291151,0,0,0,0,0,0.0467103191801535,0,0,0,0,-0.00503693820557683,0.0183493622280946,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0179891085497078,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983575462160086,0,0,0,0,-0.0760719631440657,0.340522182078162,0,0,0,0,0,0,0,0,0,0.028232257286358,0,-0.110407719611659,0.214843306011785,0,0,0,0,0,0.294613740964099,0.00255844948120541,-0.0421851524208847,0,0,0,-0.111564572662976,0,0,0,0,0,0,-0.0124082593523296,0.0458788176274993,0,0,0,0.0491231706250657,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.109904981999542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048238492710056,0,0.0341119841405664,-0.033182840280137,0.106015124257521,0,0,0,0,0.118932835236341,0,0,0,0,0.218916458230584,0,0,0,0,0,0,0.0807632672805446,2.03105491604153e-05,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0814936168019976,0,0,0,0.0698725204053657,0,0,0,0,0.0359611445740699,-0.0234318090416346,0,0,0,0,0.0407258667212978,0,0.145563523136627,0,0,0,0,0,0,0,0,0.0841041382457643,-0.0278626899998914,0,0,-0.00374922565105051,0,0,0,0,0,0.0321415266834646,0,0,0,0,0,-0.0474117097653361,0,0,0.0194890114304163,0,0,-0.00870031803799483,0.0187662120645077,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0394829257708377,0,0,0,0,0,0,0,0,0,0,0,0.00878460641417177,0,0,0.155063586649786,0,0,0,0,0,0,0,0,0.0445478173334378,0,0.032076345129823,0,0,0.0260126487494814,0,0,0,0.0497608735675149,0,0.0865305801187372,0,0,0.0711303322109768,0.0762848909298902,0,0,0,0,0,0,-0.0032272975426274,0,0,0,0.0463460396111242,0,0
X000063.SZ,0,0,0,0,0,0,0.0144537773458995,0,0,0,0,0,0,0,0,0.257545577755205,0,0,0,0.00621306334808924,0,0.108852846170617,0,-0.128561044949467,0,0,0,0,0,0.00244641691996702,0,0,0,0.161888209652862,0.136834451857254,0,0,0,0,0,0.0771998450709953,0,0,0,0,0.179540066107303,0,0.119840884254134,0,0,0,0.00948412351770741,0,0,0,0,0,0,0
X600031.SH,0.062014651574367,0,0,0,0,0,0.144247748585039,0,0,0,-0.1481453777675,0,0,0.0385589236605698,0,0,0,0.090508842195071,0,0.0553102411941281,0.085427782829891,0,0,0,0,0,0,0,0,0,0.0168305659129293,0,0,-0.0212800678118211,0,0,0,0,0,0,0,0,0,-0.0578672826996036,0,0,0,0.0835253650499843,0,0,0,0,0.0568838075719492,0,0,0,0.068409222769199,0,0
X600690.SH,0,0,0.33400010581746,0,0,0,0,0.119100423993733,0,0,0,0,0,0,0,0.0189704207739654,0,0,0.0285720272608324,-0.0591518257273612,0,0,0,0.102263438671907,0,0,0,0,1.73472347597681e-18,0.0805090429790647,0,0,0,-0.0147683536669295,0,0,0,0,0,0,0,0,0,0,0.130784839199023,0,0,-0.111053650368659,0,0,0,0.0510605690095025,0,0,0,0,0.0346230284456219,0,0
X000338.SZ,0,0,0,0,0,0,0.153986650336234,0,0,0,0,0.131289063372693,0,0,-0.0499685883033761,-0.10238690587726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114168864595975,0,0,0,0,0,0,0.0551515614892595,0,0,0,0,0,0,0,0,0,0,0,0.0301402268805324,0.0111504337699479,0,0,0,-0.0190780329063611,0,0
X000568.SZ,0.202322121081528,0.569922345536313,-0.0361170958932904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619441655155743,0,0,0,0,-0.02425885273808,0,0,0,0,0,0,0.0185534332765669,0,0,0.0404297936731306,0,0,-0.0176239617465505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282045927761236,0,0.00752315992688467,0,0,0,0.00101573485338099,0,0
X000661.SZ,0,0,0,0.265067757486667,0,0,0,0,0,-0.0423134550801134,0,0,0.117805372636848,0,0.0657119393867162,0,0,0.0881999330313112,0,0,0,0,0,0,0,0,0,0.153017814774987,0.130064872138362,0.0643148585857272,0,0,0,0,0,0.0211576543724602,0,0,0,-0.173138641285476,0,0,0,0.0231806235917416,0,0,0,0,0,0,0,0.0287659256069059,-0.0247783475342756,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.246767203058087,0,0.128813402393217,0,0,0,0,0,0.0391839195016985,0,0,0.0237148178078646,0,-0.0474274419158994,0.146718896901263,0,-0.166835718045478,0.0879788685904114,0,0,0,0,0.10557286867837,0,0,0,0,0.190836167759049,0,0,0,0,0.0925913247071776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109133126101638,0.0238789108113359,0,0,0,0.0482621132908927,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236624521300803,0.0424186902984554,0,0,0,0.061101255078803,0.187489498407743,0,0,0.111247516379723,0,0,0,0,0,0,0.127147217242332,0,0,0,0,8.26076105918214e-05,0,0,0,0,0,0,0,0,-0.0148154872189114,0,0,0,0,0,0,0.0574747269009107,-0.0166569698875865,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16545103502061,0,0,0.140990104137516,0,0,0.187135830482944,0,0.199077670430877,0,0,0,0.119183005998307,0.000902227606318648,0.16091570975491,0,-0.0255427450157663,0.417556868204684,0,0,0,0,0,0,0.0606187850159265,0.0163072356517232,0,0,0,-0.0389606946743856,0,0
X002241.SZ,0,0,0,0.0987672658606149,0,0,0.134524315155818,0,0,0,0,0.059260270714538,0,0,0,0.155712718537081,0,0,0.169604275598586,0,0,0,0,0.113575569105203,0,0,0,0,0,0,0.0919487122296196,0,0,0,0.0488892669893375,0.0792680748385015,0,0,0,0,0.241499478644769,0,0,0.148708368795307,0,0,0,0.0644148559450649,0,0,0,0,0.0391139762116769,0,0,0,0,0,0
X000596.SZ,0.24157421704135,0,0,0,0,0,0,0,0,0,0,0.126369875936346,0.0859927581417115,0,-3.46944695195361e-18,0,0,0.202664003882742,0,0,0,0,0,0.065636472516671,0,0.0256343642592997,0,0,0,0,0,0,0,0,-0.0784649908381889,0,0,0,0,0,0.0536131188982626,0,0,0,0,0,0,0,0,0,0,-0.00786112436517734,0.0385570314537634,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.374322306376984,0,0,0,0,0,0,0,0,0,0.0351261205441673,0,0,0,0,0,-0.231428545243143,0,0,0,0,0.0299998325479719,-0.0761806837483973,0.0582147149462943,-0.0997481735538955,0,0.0161772360011773,0,0,0,0,0,0,0,0,0.494561352207866,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.834887009614958,-0.300470549499268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452476108549282,0,0,0,0,0.0639022582022633,0,-0.0993800540322497,0.0293754978658068,0.059870038056086,0,0,0.0961474000475507,0,0.0594624008826365,0,0.0731329044524913,0,0,0,0,0,0,0,0.0668132570907417,-0.0528976136076229,0,0,0,-0.101429811342866,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.158082659621172,0.165652081774984,0,0.117124475462235,0,0.282433514375383,0,0.124916703926457,0.0663011366134233,0,0,0,0,0,0,0,0,-0.13665643448168,0,-0.0342657775363884,0.0332415039712907,0.229338419920531,0,0,0,0,0,0,0,0,0,0.0490189430873914,0,0,0,0,0,0,0,0,-0.0349020205610065,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0.269540896994702,0,0,0,0,0,0,0.0543272471685199,0,0,0,0,0,-0.0929810745776973,-0.0762007068508646,0,0,0.124179878014666,0,0,0,0,0,0,0,0,0,0,-0.000467684997034798,0.0518319939070836,0.0295273087955011,0,0,0,0.10405232710455,0,0,0,0,-8.67361737988404e-19,0.0576539991766599,0,0,0,0,0,0,-0.0234652285770331,0,0,0,0.00719044358167088,0,0
X000157.SZ,0,0,0.0352249456360851,0.0619691313667438,0,0,0,0,0,0,0,0.0827704130861314,0.150982219386556,0,0,0,0,0,0.086082770885947,-0.0491231678894885,0.01443488468467,0,0,0,0,0,0,0,0,0,0,-0.0425679259159093,0,0,-0.0321062507562182,0,0,0,0,0.000801082301268402,0,0,0,0,0.0602253319265186,0,0,0,0.0737837547997223,0,0,0.014030075349228,0,0,0,0,0.000886535670229527,0,0
X300124.SZ,0,0,0,0,0,0,-0.118026749871236,0,0,0,0,0,0.161843266016694,0,0,0,0.179589140433371,-0.205118466776851,0,0,0.10340690304764,0.09733059620972,0,0,0.036752455776966,0,0,0,0.0682906417198288,0.142182483748656,0.0213259758501706,0,0,0,0,0.118344301239449,0,0,0,0,0,0,0,0,0,0,0,0.00387227527463804,0,0,0,0,0,0,0,0,-0.0239501897713819,0,0
X300142.SZ,0,0,0,0.0234080275946865,0,0,0.209386251409469,0,0,0,0,0,0,0,0,0,0,0,0,0.000281345776065551,0,0,0,0,0,0,0,0,0.113746860310181,0,0.0949525383656092,0.128513191144465,0.104343423328522,0,0,0.0578950471909049,0,0,0.0014311311173603,0,0,-0.0376650502536095,0,0.00278797999948592,0,0.0531083832623822,0,0,0,0,0,0,0.0303019422752312,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192687698218729,-0.102898393460163,0,0.00222853687384398,0,0,0,0,0,0,0,0,0.322990234141115,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.140785786637994,0,0,0,0,0,0,0,0,0,0,0,0.0104535704817541,0.00260762467625657,0,0,0,-0.0165937138887333,0,0
