,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X000338.SZ,X002475.SZ,X002236.SZ,X300003.SZ,X601877.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600809.SH,X600066.SH,X600867.SH,X000100.SZ,X600271.SH,X002456.SZ,X600487.SH,X002294.SZ,X600566.SH,X000981.SZ,X002241.SZ,X002180.SZ,X002049.SZ,X000661.SZ,X000157.SZ,X300142.SZ,X000596.SZ,X002179.SZ,X600584.SH,X600498.SH,X002508.SZ,X300136.SZ,X600522.SH,X000050.SZ,X002129.SZ,X000977.SZ,X600707.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0319981669715566,0,0.472620281294722,0,0,0.0524923707069451,0,0,0,0,0.0496794794796199,0,0,0,0,0,0,0,0,0,0,0,0.0177459096737886,0,0,-0.0157160645115555,0.0495559587325692,0,0,0,0,-0.020728412180825,-0.00100173330219089,0,0,0,0.0856026058816441,0,0,0,0,-0.0629816838478711,0.0444612138419357,0,0,0,0,0,0,0.0187852269371434,-0.0259166427267923,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.294222123231153,0,0,0,0,0,0.141028888262716,0,0,0,0,0,0,0,0,-0.160445711568299,0,0,0,0,0,0,-0.105513914804411,0,0,0,-0.0123038609963808,0,0,0,-0.0251450871828175,0,0.106738625015828,0,-0.055008075638314,0,0.165537033888013,0,0,-0.0268796994565675,-0.005687292333086,0,0.204361623712701,0,0,0,0
X002415.SZ,0.268944195302169,0,0,0,0,0,0,0,0,0.117267441512381,0,0,0,0.0655566534585518,0,0.0904592336521215,0.226974383658402,0,0,0,0.128655823915078,0,0,0,0,0,-0.00353271472311279,0.12336051335686,0.204336685357259,0,0,0,0.0286578702454365,0,-0.010643810770365,0,0,0,0,0,0,0,0,0.0682025509692711,0,0,0,0,0,0,0,0,0.0232763955708368,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.370124331143194,0,0,0,0,0.138114452745829,0,0,0,0,0.0343924117548689,0,0.0890620951849675,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010630902981835,0,0.309237836953459,0,0,0,-0.245260551223313,0,0,-0.0327233331807204,0.0307782156143156,0,0,0,0,0,0
X000858.SZ,0.255973796921127,0,0,0.151080703468158,0,0,0.0138482981429111,0,0,0.126408300744,0.445610846762882,0.0487052902664253,0,0,0.0673152627331338,-0.097460916726322,0.0641338118475371,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0164417219706226,0,0,0,0,0,0,0.048184208360143,0,0,0,-0.0187777743849063,0,0,-0.0830258064267305,0,0,-0.0393005043783437,0,0,0,0,0,0,0,0.012397051630001,-0.00822539892181249,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0280531160445836,0,0.0296821768156093,0,0,0.145675221676879,0.0686389208674426,0,0,0,-0.194915511280345,0,0,0.44182229627236,0.0877851254114132,0,0,0,0.0825821535484601,0,0,0,0,0,0.0512112173614776,0,0.0314407000338527,0,0,0,0,0.199700017154392,0,0,0,0,0,0,0.0396104465472033,0,0,0,0,0,0,0,0,-0.0389922017046114,0.0238664318508058,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0509867454086105,0,0,0,0.010545772442197,0.389194883441029,0,0.192138410430634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713966916128969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308499968196987,0,0,0,0,0,0,0,0,0.0154986650818773,-0.0372215890560938,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.306187249321755,0,0,0,0,0,0.169496737971212,0,0,0.0600785415652847,0,0,0,0,0,0,0,0.163023672454369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958575491251298,0,0,0,0,-0.0628884749604973,0,0,0.260797015209155,0,-0.0366629524665194,0.0587779965482121,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.588554513465184,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0718278275508606,0,0.269547031626298,0,0.158407843831315,0,0,0,0,-0.111507511688376,0,0,0.270480689843955,0,0,0,0,-0.00392296371052118,0,0,0.170663181929868,0,0,0,0,0.0162312650963897,0.0438238387089689,0,0,0,0,0,0
X600690.SH,0,0,0,0.161544947857364,0.234231981307305,0,0.0697545303257139,0.0389947430614591,0,0,0,0,0.209053313903845,0,0,0,0.0366759418551583,0,0,0,0,0,0,0.0355390519413464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102022507546539,0,0.012694961831189,0.0901892489963761,0,0,0,0,0,0,0,0,0.0283633736042263,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.618696577955719,0,0.0420032209498638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294632392692979,0,0.0556104086369744,0,0.117678553367127,0,0,0,0,0,0,0,0,0,-0.015962246872968,0,0,0,0,0,0,0.0589209303369557,0,0.0361461009517462,0,0,0,0,0,0,0,0.0252783309570132,0.00981898874100556,0,0,0,0,0,0
X600703.SH,0,0,0.285691818557254,0,0,0,-0.203431307442471,0,0,0,0,0,0,0,0,0,0.234950413799661,0,0.263438112681037,-0.167953219535036,0,0,0,0,0,0,0,0.0579281285538155,0.198325868191401,0,0,-0.15935150713416,0,-0.0737742834325508,0.123704226457625,0,0,0,0,0,0.211828570801621,0,0,0,0,0,-0.0569250618825597,0,0,0,0,-0.0317134632251371,0.0238467391734685,0,0,0,0,0,0
X600741.SH,0,0.484166486607008,0,0,0,0,0.163895088478464,0,0,0.0135434680406692,0.122656983437149,0,0,0.14673004164,0,-0.112633621814461,0,0,-0.0639462345881563,0.10761168265328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036654332901451,0,0,0,0,0,0,-0.0562797071527307,-0.0186797623276479,0,0,0,0,0,0.0538898672265997,0,-0.0385074738728248,-0.0560553393873433,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0248176416898658,0.112020462823512,0.0800102785055872,0,0.188067929136317,0.0362324757073688,0.0240863036105056,0,0,0,0.241881244466218,0,0.0071111637385937,0,0,0,0,0,0,0,0,0,0.0373872995442211,-0.074019067405579,0,0,0,0,0,0,0,0.00488358744522719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082956408773326,0,0,0.197960905620917,0,0,0,0
X000338.SZ,0,0,0,0.031953742881576,0,0,0,0.276991659379238,0,0,0.0820101420287826,-0.0270146764438401,0,0.413243332313783,0,0,0.0488830044347153,0,0,0,0,0.0400224340638297,0,0,0,0,0.197360547979631,0,0,0,0,0,0,0,-0.0192843435703101,0,0,0,0,0,0,0,0,0.00313724188066462,0,0,0,-0.0217812216270343,0,0,0,-0.00129868559472356,0.0265291307795377,0,0,0,0,0,0
X002475.SZ,0,0.0483961487217331,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0208221734310063,0,0,0,0,0,0,0,0.0961052142319988,0.285409655119089,0,0,0,0,0,0.0965044535760038,-0.0344247670501102,0,0,0,0,0,-0.225289935566148,0,0.0286662804985429,0.124783178701709,0,0,0,0.13875157269546,0,0,0,-0.00275978897391379,0.0333664678778975,0,0,0,0,0,0
X002236.SZ,0,0,0.0745458163300665,0,0.0408230276989363,0.342923401413488,0,0,0,0,0,0,0,0,0.103823055329677,0,0,0,0,0,0.597339387329741,0,0.100421509698725,0,0,0,0,0.0663962920725814,0,0,0,-0.285661904793028,0,0,0,0,0,0,0,0,0,0,0,0.400454469277854,0,-0.134006457294231,0,0.17627882059226,0,0,0,0.0328604313290647,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.101536012878302,0,0.267699894901694,0,0,0,0,0,0,0,0,0,0,0.0628041715000588,0,0,0,0.0193717159854441,0,0.225874777333051,0,0.0147871011009246,0,0,0,0,0,0,0,0.163536650239209,0,0,0,0,0,0,0.131440157800902,0,0,0,0,-0.0162449464322191,0,0,0,0,-0.00639362557667418,0,0,0,0,0,0,0
X601877.SH,0,0.245198228858908,0,0,0,0,-0.0671482050980095,0,0,0,0,0,0,0.0814287112110255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171947318726574,0.237182956962484,0,0,0,0,-0.0707527967424451,0,0,0,0,0,0.205179398702675,0,0,0,0,0.0152332032428829,0,0.0762646680319621,0,0,0,0.0367675762651478,0.0387397274307019,0,0,0,0,0,0
X300124.SZ,0,0,0,0.119157453501457,0,0.0273833375074007,0,0,0,0,0,0,0.0382237690602186,0,0.124222062403003,0,0,0.0387419368345662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259713950725721,0,0,0,0,0,0,0.0531720323833248,0,0,0,0,0,0.0745148098993777,0.061349132428722,0,0,0,-0.0492910807432837,-0.0390959865702541,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0.290784381080246,0,0,0,0,0,0.00793974392337087,0,0,0.0832417678236193,0,0,0,0,0,0,0.136456935024933,0,0.045998632231662,0.246031331518225,0,0,0,0,0,0,0,0,0,0.0455200589196687,0,0,0,0,0,0,0,0.125203096973039,-0.10911066522106,0,0,-0.0558514389565119,0.0135490521682603,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.140474122673267,0,0,0,0,0,0,0.0576136613171664,0,0,0,0.0251849972106523,0.091698064496526,0,0,0,0,0,0,0.0200320701490149,0,0,0,0,0,0,0.0257258017424571,0,0,0,0,0,0,0.0475023672366309,0,0,0.0544597328239557,0,0.0102653848027134,0.0545927289012887,0,0,0.259203597457638,0,0,-0.0502690097201577,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.253023221728459,0,-0.494779354520784,0,0.348909703849348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052453987974284,0,0.0969022067999418,0,0,0,0,0,0,0,0,0,0,0,0.105650388458915,0,0.201150850273989,0,0,0.747744554298423,-0.130426302832842,0,0,0,0,0.0243144307659173,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0540640648330759,0,0,0.0399439954236651,0,0,0,0.0886342499830979,0,0.00437254283561198,0,0.0523411404305852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179773552683877,0,0,0,0,0,0.0166101749123405,0.0428360322064683,0,0,0,0,0,0.196001598072331,0,0,0,-0.0458139770590094,0.0165936893274566,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0459791454669493,0.203082454125648,0,0,0,0.184884704239233,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.153338915776444,0,-0.0253526959215646,0,-0.144445156344724,0,0,0.355139086005412,0,0.394741059358764,0,0,0,0,0,-0.0655319545326496,0,0,0,-0.0413820113297069,0,0,0,0.0187496950463049,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.269762206351083,0.159483835661819,0,0,0,0,0,0.0783311374416659,0,-0.0136576666309372,0,0,0,-0.0182908395730982,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,-0.0279362076174486,0,0,0,0,0,0,0.0101849564811531,-0.0212129589860803,0.0431904166092551,0,0.0492052034674216,0,0,0,0,0,0.00324036108161191,-0.0217735094557427,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0670247512186842,0,0.466522656295783,0.0386236680475142,0,0,0,0,0.0834048561413972,0,-0.203837150046072,-0.09901764135148,0,0,0,0,0,0,0,0,0,1.46943904926533e-05,0,0,0,0,0.391531242234522,0.216373134054535,0,0,-0.210817191480842,0,0,0,-0.0847525462767868,0.325912709821846,0,0,0,-0.0190472636970612,0,0,0,0,0,0,0
X002456.SZ,0,-0.0017113156338539,0,0,0,0,0,0,0,-0.101383379073367,0,0.213887854785922,0,0,0,0.398417286251311,0,0,-0.0970425714103791,0,0,0,0,0,0,0,0.0535390809657511,0,0,0,0,0,0.138492676785984,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0452329647544958,0.19364500953054,0.193700179513197,-0.0499170241765497,0.00486901672263909,0.0590917298387953,0,0,0,0.0114299780781796,0.0716227003933646,0,0,0,0,0,0
