,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X300003.SZ,X600183.SH,X002371.SZ,X002007.SZ,X000596.SZ,X600741.SH,X300014.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X000157.SZ,X002236.SZ,X002463.SZ,X000800.SZ,X002129.SZ,X000625.SZ,X600118.SH,X002456.SZ,X600498.SH,X300136.SZ,X002179.SZ,X002223.SZ,X002049.SZ,X600271.SH,X600584.SH,X000066.SZ,X002414.SZ,X600522.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.267448996814846,0,0,0,0,0,0,0,0,0.0552493516636444,0,0,0.299799879262078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289602036937534,0,0,0,0,0,0,0,0.0476867608628761,0.0201829205839162,0,0.00153848294611931,0,0,0,-0.0561409028991456,0,0,0,0,0,0,0.0438998306606535,0.0130719004734318,0.00703411626524592,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.201031009663106,0.0254904033559255,0.00574481909767819,0,0,0,0,0.197446098876978,0,0,0.186464119129085,0,0,0,0,0,0.19980190445071,0,0,0,0,0,0,0,0,0,0,0,0,0.0231677381129858,0,0,0,0.0173614162034255,0,0,0,0,0.0218524043525385,0,0,0,0,0,0,0.0042995179890045,0.0033376469199416,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0497718414956662,0,0,0,0.109665390309036,-0.0165681494421827,0,0,0,0.060750182690575,0,0,0,0,-0.000381598038756,0.0115075864553996,0.0932925138051654,0,0,0.111339992889917,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057245416258771,-0.00168161877246414,0,0,0,0,0,0
X000651.SZ,0,0.256518238433825,0,0,0,0.101559529714429,0,0,0.117553794329067,0,0,0,0,0,0.0402344156811022,0.119912520614259,0,0,0,0,0,0,0,0,0,0,0,0.0524879733061528,0,0,0,0,0,0,0,0,0,0,-0.0772524997953332,0,0,0,0,0.0629910967079778,0,0,0,0,0,0,0,0,0.00385647997619853,0,0,0,0,0,0
X002415.SZ,0,0.11956716696482,0,0,0,0,0,0,0.00150953148094467,0,0,0,0,0.0811080381052173,0,0,0,0,0,0,0,0,0.16627580288818,0,0.110717930402277,0,0,0,0,0,0,0,0,0,0,0,0.0521484206655626,0,0,0.0780099480734871,0,0,0,0.162053475195721,0,0,0,0,0,0,0,0.0117290074992099,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.267457209441333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042396933188565,0,0,0.120697681913777,0.127161391563437,0.167186418325328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296186324864098,0,0,0,0,0,0,0,0,0,0,0.0182696591025161,-0.00566162105244033,0,0,0,0,0,0
X600104.SH,0,0.253990421236914,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.178697345794951,0,0,0,0,0,0,0,0,0.00121740645794459,0,0,0,0.0887773757148831,0.139437213384041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275486532027662,0.0360715720742311,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174535527052551,0,-3.46944695195361e-18,0,0,0.122509259336753,0,0,0,0,0,0,0,0,0,0,0,0.202125697590651,0.0157402653027003,0,0.441820685857131,0.256788859222057,0,0.0445312613941263,0,0,0,0,0.0120713023637379,-0.293877712612425,0,0,0.0403463322151807,0.00978630090848205,0,0,0,0,0,0
X600031.SH,0,0.115700597070909,0,0,0,0,0.0217950890633833,0,0,0,0.0539066383130747,0,0,0,0,0,0,0,0,0.0367632511545709,0,0,0,0,0.061068949814841,0,0,0,0,0,0,0.516894738395246,0,0,0,0,0,0,0,0,0,0,0,0.0292527642843515,0,0,0,0,0,0,0,0.00898182627639678,0.00412054651260907,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0883685567314713,0,0,0,0.0975904931035837,0,0,0,0,0.129571564022311,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0165988619600131,0,0.00818057574422107,0.116552074183709,0,0,0,0,0,0,0.0219717974279009,0,0,0.0248186344449222,0,0.13318912007968,0,0,0.0373950613805407,-0.0264828671982844,0,0,0,0,0,0
