,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002241.SZ,X600271.SH,X600741.SH,X600066.SH,X000568.SZ,X000100.SZ,X600118.SH,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X000338.SZ,X000157.SZ,X300124.SZ,X002456.SZ,X002085.SZ,X000050.SZ,X002007.SZ,X002180.SZ,X600867.SH,X002249.SZ,X002294.SZ,X002426.SZ,X600089.SH,X000869.SZ,X002049.SZ,X002465.SZ,X002508.SZ,X600699.SH,X002179.SZ,X600522.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.455602507749305,0,0,0,0,0,0.0698862859656326,0,0,0,0,0,0,0,0,0,0,0,0,0.0736784755969525,0,0,0,0,0,0,0,0,0,0.0423937994239634,0.06008872124222,0.0875840431558285,0.0538240783012346,-0.0568793696424726,0,0,-0.110664887332961,0,0,-0.0989842527917975,0,0,0,0,0,0,0,-0.0751330739923829,0.110519867850117,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0588730732341658,0,0,0.136093898918653,0,0,0,0.0328517380447902,0,0,0,0,0,0,0,0,0,0.101207326059582,0,0,0,-0.00688034851747714,0,0,0,0,0,0,0,0.0571874950807735,0,0,0,0,0,1.73472347597681e-18,0,0,-3.46944695195361e-18,0,0,-0.014322205697984,0,0,0,0.148150036466902,-0.00942972081818636,-0.00669656788918031,0,0,0,0.0176645679486624,0,0
X002415.SZ,0,0,0,0,0.173872040609087,0,0,0,0,0,0,0,0,0,0,0,0,0.0918213941046189,0,0,0.0922946168089114,0.0128984216777505,0.11739458428677,0,0,0,0,0,0,0,0,0.00366193987723846,0,0.0437181798588785,0,0,0,0.0114705679106324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291052485497026,0,0,0,0,0,0
X000858.SZ,0.00146065903464809,0,0,0,0.250538577824317,0,0,0,0,0.206475815378039,0.00273667460695071,0,0.0432555134727166,0,0,0.0395313054298244,0,0,0,0,0,0,0,0,0,0.0778573678474634,0,-0.000673702789067473,0,0,0,-2.16840434497101e-19,0,0,0,-0.026109865555028,0,0,0,0.0597847006127384,0,0,0,0,0,0,0,0,0.00779726577766091,0,0,-0.0117970013063292,0,0,0,0,0,0
X002304.SZ,0.00323738298677163,0,0,0.773995309792657,0,0,0,0,0,0,0,0,-0.0405868790855991,0,0,0.351518547837505,0,0,0,0,0,0,0,0,0,-0.0442373615992438,0,0.0599590190182234,0,0,0,0,0,-0.0166645470178889,0,-0.0784950070753538,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.041838013477454,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0348114366555935,-0.0751780359976387,0,0,0,0.0862214234671982,0,0,0,0,0,0,0,0.0325117288222761,0,0,0,0.13770159032276,0,0,0,-0.0890078556333788,0.0198865588340961,0,0,0,-0.0347831289297148,0,0,0,0.0150186393519796,0,0,0.0208406206864168,0,0.0137447100478735,0,0.0357686487475969,0,0.0590442988062537,0,-0.0111343743152558,0,0.176613117204736,0,0,0,0,0
X000725.SZ,-0.0163612189383518,0,0,0,-0.00277325639492987,0,0,0,0,0,0.0873942452508319,0,0,0,0,0,0.213346304184978,0,0.0735661694397136,0,0,0,0,0.175717822860209,0,0,5.42101086242752e-20,0,0.0204620214974848,0,0,0.0459946813463354,0,0.0108719635368532,0.0297069594715684,0,0,0,0,0,0,0,0,0.0451710103895461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.24441796212007,0,0,0,0,0.046103813415643,0,0,0.170579966169113,0,0.0637650990300333,0,0,0,0,0,0,0,0.119679726116022,0,-0.363513270572045,0,0.15553417961067,-0.00957844646331496,0,0,0,0,0,0,0.169114240014925,0,0,0,0.0238086701932353,0,0.0734552469787721,0,0,0.150984329035422,0,0,0,0,0.080453625290621,-0.281708126692015,0,0.0614957109812694,0.0456838302488048,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.308808148223955,0,0,0.252881847145771,0,0,0,0,0,0,0,0,0,0,0.0654831728183141,0.169696492112231,0,0.120024536106348,0,0,0.187316049764284,0,0,0,0,0,0,0,0,0.0138451727465323,0,0.0551050968722469,0,0,0,0,0,0,0.0524295443735954,0,0,-1.73472347597681e-18,0,0,0,0,-0.112405969376968,0,0,0.00162102786468477,0,0.0380621254407529,0,0
X600690.SH,0,0,0,0.18567272723269,0,0,0,0,0,0,0,0,0,0,0,-0.0396746724866409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597714062145065,0.00651206464594898,0.0529914476847957,0,0,0,0,0,0.0739794513446186,0,0,0.0691901538143201,0.0508352014093134,0.112017852105557,0,0,0,0,0.0179409709817182,0,0,0,0,0,0
