,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002371.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X000977.SZ,X002236.SZ,X000661.SZ,X600741.SH,X002241.SZ,X600584.SH,X000157.SZ,X601877.SH,X600522.SH,X600702.SH,X002074.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X600460.SH,X002007.SZ,X000800.SZ,X002463.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.254169718211501,0.175891192644887,0,0.0389107195185646,0,0,0,0,0,-0.0258783557787605,0,0,0,0,0,0,0,0.0257552218672039,0,0.0640526670546243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493045971271913,0,0,0,0,0,0,0,-0.0661498477503691,0,0,0,0,-0.0353586888580552,0,0.0612276357025302,0,0,0,0,0,0
X000858.SZ,0.0328213576041677,0,0.587002441476357,0,0,0.00979425644409612,0.0442355119876361,0,0.0887792274606435,0,0,0,0,0,0,0.0973626815860773,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108963788894961,0,0,0,0,-0.0240661035333462,0,0,0,0.0811491398311067,0,0,0,0,0,0,0,0,0,0,0,0,0.013857713279768,0,0.0181995736210263,0,0,0,0,0,0
X000568.SZ,0.338666021576641,0.115873340308264,0,0,0,0,0,0,0,0.128474208111028,0,0,0,0,0,0,0,0.109714313037373,0.100765344011958,0,0,0,0,-0.00802260189370733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27763171992936,0,0,0,0,0,0,0,0.00270980651306679,0,0,0,-0.0778626535235608,0,-0.0147160906623477,0,0,0,0,0,0,0
X002415.SZ,0,0,0.00900054416183319,0,0,0,0,0,0,0,0,0,0,0,0,0.337348609539591,-0.262596390774005,0,0,0.190067658358982,0,0,-0.0702538055439894,0.162882273869029,0,0,0,0,0,0.303021257252537,0.0712116027271058,0,0,0,0,0,-0.0353306178627815,0.00972800900917209,0,0.0862131371504821,0,0,0,0,0,-0.0929661890635202,0,0,0,0,0,0,-0.0110505292675162,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0355232376558054,0,0,0,0,0,0.147868175095725,0,0,0.00535879110832934,0,0,0,-0.202008058128041,0.0279070064455473,0,0.0565041664730346,0,0.0927434398436759,0,0,0,0,0,0,0,0.186105160173979,-0.020986304132657,0,0,0,0,0,0,0,-0.197543105104692,0,0,0,0.19912412466427,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.127102054010841,0,0,0,0,0,0,0,0,0,0.0588383032983066,0,-0.0144855556715446,0,0.0673342576550769,0,0,0,0,0,0,0,0,0,0,0,0,0.144156173424333,0.162812501573246,0,0,0,0,0,-0.382174894908392,0,0,0,0,0,0,0.339989967111907,0.0159823314543876,0.115414415805289,0,0,0,0,0,0
X600690.SH,0,0,0,0.0562487735576966,0.250208463624967,0,0,-0.00484235972420673,0.322418598256377,0,0,0,0,0.0844070879610714,0,0.000916028818501582,0.00427839654403,0,0,0,0,0,0,0,0,0,0,0,0.0470150687153246,0,0,0,0,0,0,0,0.0170692269761987,0,0,-0.0878910398449221,0.0623322848328797,0.113104402853643,0,0,0,-0.0649761971927223,0,0,-0.0313981026340322,0,0,0.0245831711096459,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.0868779255895401,0,0,0,0,0,0.126763745979938,0,0,0,0,0,0,-0.0541964321880201,0,0.230066518288834,0,0,0.0690300891550396,0,0,0,0,0.0182533593341577,0,-0.143884706907651,0,0.684637614604937,0.31510961963134,0,0,-0.188534829442236,0.0175845501143038,0,0.108421589842884,0,0,0,0,0,0,0.152219709582569,0,0,0,0,0.0609211960911486,-0.104621212299237,0,0,0,0,0,0
X000651.SZ,0,0,0.0665787720456089,0,0,0,0.180511366043393,0,0,0.461982368163048,0,0,0,0,0,0,0,0,0,0,0.18412270606913,-0.620839473139202,0,-0.0336381101132505,0,0,0,0,-0.00577675408112504,-0.0267312807665686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299127254549295,0,0,0.179008301127777,0,0,0.0219191824434555,0,0,0,0,0,0,0
X002304.SZ,0,0.0884333745357602,0.317156593752871,0,0,0,0,0,0.0738083464754694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177488470869995,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0136292176878307,0,0,0,0,0,0,0,0.0257275921331839,0,0,0.0126601392855602,0,0.0147787429988201,0.0178365706665317,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,-0.00351861095809152,0,0,0.0189317781629037,0,0,0.0263772145447547,0,0,0,0,0,-0.144513882366513,0,0,0.266977559854523,0,0,0,0,0,0,0,0.21106552203955,0.140034905057997,0,0,0,0,0,0,0.018237018049345,0,0,0,0,0,0,0,-0.188223146465303,0,0,0,0.347076874376733,0,0,0.0225596190962266,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.241735540357654,0,0,0.0996018176800633,0,0,0.0165096766072048,0,0,0,0,0.0604677951411775,0,0,0.0674095685275963,0,0,0,0,0,0,-0.300691461278252,0,0,-0.0700439062461026,0,0,0,0,0,0.047254232600435,-0.101545431057737,0,0,0,0.404354496532414,0,0,0,0,0,0,0,0,0,0,0,0.0701153053307086,-3.46944695195361e-18,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076191125573829,0.192294101737477,0.120316853150203,0,-0.0165711483062151,0,0,0,0,0,0,0.0575974900085739,0,0,-0.0326861060584195,0,0,0,0,0,0,0,0,0,0,0,-0.0225569316529727,0.0784817879903255,0,0,0,0,0.0767564553146128,0,0.0406821470534284,0.0280994043356885,0.0347824132279409,-0.0108171178086099,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324874282962324,-0.0623756953317359,-0.178043477265352,0,0,0,0,0.28589804597777,0,0,0.0132060103551733,0,0,0,0,0.0796267293781128,0.161435263717052,0,0,0,0,0,0,0,0,0,0,0.0399134395044102,0.0730410341193043,0,0,0,0.180523157995707,0.0251058392015629,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0985981021614088,0,0,0,0,0.0538888584442229,0,0,0,0,-0.0492437663364306,0,0,0.14058317379956,0,0,0.203907636369941,0,0,0,0,0.0425515917246983,0,0,0,0,0,0,0.00321780381194157,0,0,0,0,0,0,0,0,0.010169300541994,-0.0222364531606599,0,0,0,0.164567632446693,0.0303629660996916,0,0.0432604096685589,0,0,0,0,0
X600031.SH,0,0.0679940796454381,0,0.0844356881687106,0,0,0,0,0,0,0,0,0,0,0,0,0.110539503370838,3.46944695195361e-18,0,0,0,0.0255700816419795,0,0,0,0,0.0371965515548049,0,-0.0238440325454679,0,0,0,0,0,0.159283171881084,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112656412946725,0,0,0,0,0
X000625.SZ,0,0,0.0295904087596225,0,0,0,0,0,0,0,0.0683257502735986,0,0,0,0,0,0,0,0,0,0,0.138714882805066,0,0,0,0,0,0,0.129855883842738,0.0253572472927351,0.0046456705957681,0.0591390764698478,0,0,0,0.0141594759229461,0,0,0.00605589987147388,0,0,0,0,0,0.268383659403576,0.0139278203359515,0,0,0.00899744821216063,0,0,-0.0155432546267725,0,0,0,0,0,0,0
X000596.SZ,0,0,0.0379816465421107,0,0,0,0,0.056919822054649,0,0.439411965304528,0,0,0,0,0,0.192197856822563,0,0,0,0,-0.118942850076417,0,0,-0.0868715892520918,0,0,0.0219417279379873,0,-0.0398958584580625,0.0247740331695559,0,0,0,-0.110184724661035,0,0,0,0.224714464904196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332619144742057,-0.0744656478692067,0,0,0,0,0,0
X002371.SZ,0,0,0,0.172041264747181,0.361299935324417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154654350421651,0,-0.366383862995407,0,0.0237816232454361,0,0.0744592479142959,0.118995591262211,0,0.121014046090177,0,0,-0.0131800172214265,0,0,0,0,0,0.263066927431337,0,0,0,0,0.02947765000291,0,0,0,-0.523997084385529,0,0,0,0,0,0.0356245213797623,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310124581102843,0,0,0,0,0,0,0,0,0,0,0.186612643512549,0,-0.0520791554581256,-0.0522333511301009,0.0354307055235704,0,0,0,0,0,0,-6.7762635780344e-21,0.605327610690277,0,0,0,0,-0.123680693280995,0,-0.00970346991788584,0,0,0,0.103348686694306,0,-0.0324085697359741,0,0,0,0,0,0,0
X002129.SZ,0,0,0,-0.0059343480526592,0,-0.116361903392969,0,0.13122074896988,0,0,0,0,-0.0382151806932825,0,0,0,0,0,0,0,0,0,0,0.0454024475938412,0,-0.308482281380341,0,0,0,0,0,0,0,0,0,0.0972323535932651,0.062464536682016,0,0,0,0,0,0,0,0,0.033474916976737,0,0,-0.0777344882984816,0,0,0.0421134079136442,1.73472347597681e-18,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246480972832958,0.0294441080020365,0,0,0,0.115615278703463,0,0,0,0,0,0,0,0.0149916724646703,0,0,0,0,0,0,0,0.0704127829306031,0.0645371087253021,0.0980090945155103,0,0,0,0,0,0,0,0.0521263083369331,0,0.171272896140175,0,0,0.0108435657851845,0.0304904127046293,0,0,0,0,0,0
X002179.SZ,0,0,0,-0.030960197564789,0,0,-0.0857754262540629,0,0,0,0.0146336530214198,0,0,-0.0257121084313431,0,0,0,0,0.0672954108607903,0,0,0,0,-0.0924582675883607,0,0,-0.1501470034387,0,-0.0326879521631662,0,0,0,0,0,0,0,0,0,0,0,0.392803605318838,0,0,0,0,0,-0.117230056156985,0,0,0,0,0,-0.00718701468523843,0.0550061695750653,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.248852586226812,0,0,0,0,0,0,0,0,0,-0.0560755560481705,0,-0.347260235100457,0,0.511844474911844,-0.142466819669168,0,0,0,0,0,0,0,-0.168845738299487,0,0.0405865069462615,0,0,0.322308119782858,0,0,0,0,0,0,0,0,0,0,0,0.114211945590174,0,0,0,0,0,0.0243027354405349,-0.253678671670935,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0352664593540754,0.0617451535282555,0,0.047348609022453,0,0,0,0,0,0,0.126641382343767,0,0.0316687525974191,0.0149941705573624,0,0.0846403088059869,0,0.286770438339392,0,0,0,0,0.111014026981237,0.163977819976344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283532152366192,0,0,0.0122698327269471,0,0,0,0,0,0,0
X000100.SZ,0,0,-0.0606248744819191,0,0,0.0259455215077096,0,0,0.0495742424199303,0,0,0,0.183645406523804,0.307350503824795,0,0,0,0,0,0,0,0,0,0.071357313835862,0,0,0,0,-0.0105093232348601,0.0136502583791104,0,0,0,0,0,0,0,0,0,0.131008070920796,0.064722733609956,0,0,0,0,0,0,0.00277715802123897,0,0,0.145829388107609,-0.000361675539892066,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0.0268365343822823,0,0,0.0603435260390493,0,0,0,0,0,0,0.0872531867239972,0.0598567074094257,0,0,0,0,0,0.0582035475763645,0,0,0,0,0,0,0,0,0,0,0,-0.105244810252955,0.114549751489955,0,0.138897952393702,0.374570897410868,0.0608030074276375,0.173578198933272,0,0,0,-0.0483150642236764,0,0,0,0,0.124123086074799,1.73472347597681e-18,-0.0313087524527231,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0528633164949617,0.0456357718641918,0,0,0,0,0.0491581806610813,0,0,0,0,0,0,0,0.20377184290436,0,0.0232264505189718,0,0,0.0222297494293477,0,0,0.188026480101274,0,0,0,0,0,0.0309130269386042,0,0,0,0.0272990277124077,0,0,0.00792500474749126,0,0,0,0,0,0.00578213503156816,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,-0.0129361506874003,0,0,0,0,0,0,0,0,0,-0.144467914493142,0,0.638806044322671,0,0,0,0,0,0,0,0,0,0.416820215299067,0,0,0,0.295188735358252,0,0,0.119924866263658,0,0,0,0,0,0,0,0,0.147805731102989,0,0,0,-0.855108154062583,0,0.0770421694577888,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.426297643360167,0,0,0,0.101792588882682,0,0,0.0100947555388911,0,0,0,0,0,0,0,0,-0.140864966191625,0,0,0,0,0,-0.152488359855212,0,0,0.469575107704713,0,0,0,0.179894432593647,0,0,0,0,0,0,0.0601314855980369,-0.219483356035039,0,0,0,0,0.010845432431822,0.277980546443338,0,0,0,0,-0.00835753081600151,0,0,0,0,0,0,0
