,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X600183.SH,X300003.SZ,X002007.SZ,X002371.SZ,X000596.SZ,X600741.SH,X300014.SZ,X000100.SZ,X002241.SZ,X000977.SZ,X300142.SZ,X601877.SH,X300124.SZ,X000157.SZ,X002236.SZ,X002463.SZ,X000800.SZ,X000625.SZ,X002129.SZ,X600118.SH,X002456.SZ,X300136.SZ,X002223.SZ,X600498.SH,X002179.SZ,X600271.SH,X002049.SZ,X000066.SZ,X600584.SH,X600522.SH,X002414.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.364487883477407,0,0,0,0,0,0,0,0,0,0,0,0.175657691402393,0,0,0.0189710848096582,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0439820909516643,0,0.0260025141264267,0,0,0,0,0,0,-0.020429687395618,0,0,-0.0176039306907706,0,0,0.0736952679316535,0.0120146207115309,0.00478709523850627,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.154281662349484,0,0.0616462886984453,0,0,0,0,0.159084082759112,0,0,0.205968315498427,0,0,0,0,0,0.182482907522249,0,0,0,0,0.00449191607107492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111306745350512,0,0,0,0,0,0.0062760499903808,0,0.00907937805217507,0.013772729801793,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0289671198077236,0,0,0,0.0667206979239381,-0.00908942223683712,0,0,0.0665519520941111,0,0,0,-1.73472347597681e-18,0,0,0.0846881963886152,0,0,0,0.134653063900898,0,0,0,0,0,0.00379628303507882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790298706644343,-0.00151305600712821,0,0,0,0,0,0
X000651.SZ,0,0.238323957723098,0,0,0,0.0883555740805672,0.0076448138702281,0,0.108937620567614,0,0,0,0,0,0.0533889526997296,0.156283269299067,0,0,0,0,0,0,0,0,0,0,0,0,0.0443281007496271,0,0,0,0,0,0,0,0,0,-0.0767669362947205,0,0,0,0,0,0.0584893120785764,0,0,0,0,0,0,0,0.00199426144867913,0,0,0,0,0,0
X002415.SZ,0,0.119567166964819,0,0,0,0,0,0,0.00150953148094515,0,0,0,0,0.0811080381052167,0,0,0,0,0,0,0,0,0.16627580288818,0,0.110717930402277,0,0,0,0,0,0,0,0,0,0,0.0521484206655625,0,0,0,0,0,0.0780099480734873,0,0,0.162053475195721,0,0,0,0,0,0,0.01172900749921,2.16840434497101e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.346091123010112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668423157234245,0,0.126000838135489,0.105075146912063,0,0.148108421583846,0,0,0,0,0,0,0,0,0,0,0,0,0.294940635555413,0,0,0,0,0,-0.0390814462506197,0,0,0,0,0,0.0160851350409583,-0.00547769736936078,0,0,0,0,0,0
X600104.SH,0,0.217271276831868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194806345663923,0,0.0170037366036149,0,0,0,0,0,0,0,0,0,0.0238230009033387,0.117926048604042,0.0744346320902659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274010865644042,0.0313147580122738,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185060866583399,0,-0.00209756538419202,-0.0101056066034618,0,0,0.118545238404281,0,0,0,0,0,0,0,0,0,0,0.2313163276598,0,0.00289428429650473,0,0.221866589369725,0.0733130726344934,0.474548704023677,0,0,0,0,0,-0.270119026905142,0,0,0,0.0444788981221122,0.00993303513457311,0,0,0,0,0,0
X600031.SH,0,0.0438597026394704,0,0.215446613819635,0,0.0283799836633128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461872274914458,0,0,0,0,0,0,0.425142987652292,0,0,0,0.0929569209587994,0,0,0,0,0,0,0,0.035038542971018,0.0186739034745084,0,0,0,0,0,0,0.018572963269297,0.0145309739757938,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.24986537499975,0,0,0,0,0.0351424945562835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299163115509454,0.0682513042579956,0,0,0,0,0,0,0,0,0,0.0964969044026953,0.130982637868668,0.0871674714245451,0,0,0,0.0238666839705905,-0.0265872587746344,0,0,0,0,0,0
