,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X002008.SZ,X300124.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600066.SH,X600271.SH,X600487.SH,X002294.SZ,X000100.SZ,X000981.SZ,X600566.SH,X000596.SZ,X300142.SZ,X002241.SZ,X300136.SZ,X000661.SZ,X002508.SZ,X000050.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X002038.SZ,X002179.SZ,X002049.SZ,X600522.SH,X600089.SH,X600177.SH,X000977.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00237213246247419,0.372334554492067,0.106219533615954,0.0897522549203721,0,0,0,0,0.0566321986978273,0,0.0286043970432783,0,0,0,0,0,0.021853183010302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.43499462427753,0,0,0,0,0,0,0,0,-0.0197242776668506,-0.166303631024538,0,0,0,0,0.0335392291978386,0,0,0,0.023956312678014,0,0.0667398325375864,0,0,0,-0.110688814021158,0,0,0,0,0,0,-0.0409826242749877,0.0994170281089097,0,0,0,0,0,2.16840434497101e-19,0,0,0.272000743754845,0,0,0,0
X002415.SZ,0.0703406417265882,0,0,0.0118818184572829,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0796611511840166,0.0124690079543876,0,0,0,0,0.212208686869848,0,0,0,0,0,0,-0.0382850491386126,0.300099579892663,0.000267850693117727,0,-0.0810030453763351,0.149572298977975,0,0.00930690619156691,0.152224742303534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.150832934471974,0,0,0,0.188229324643981,0,0,0,0,0,0.556271660853461,0,0,-0.0436685624995811,0.0261820691604261,0,0,0.0855412489452899,0,0,0,0,0,-0.0810387930142179,0,0,0,0,0,0,0,0,0,0,0,-0.0272797751072655,0,0,0,0.105609257550688,0,0,0,0,0,0,0,0,0,0,0,0.00783522663580597,-0.0160260933413773,0,0,0,0,0,0
X000651.SZ,0,0,0,0.327304757396451,0,0,-0.0241751598897027,0,0,0.475927217337468,0,0.106621377198609,0,0,0.0199382226367145,0,0,0,0,-0.0858872227130395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492052921476871,0,0.00825543106331954,0,0.19123277354093,0,0,0,0,0,0,0.247468076436887,0,0,-0.120315045141453,0,0,0.0360886920289957,0.0672331749370329,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.00742652114801792,0,0,0,0.102517336274321,0,0,0,0,0.326144050087575,0,0,0,0,0,0.123837436577117,0,0.0213332740335211,0,0,-0.0411650850203711,0,0,0,0,0.0510439187492642,0,0,0,0,0.193496827140777,0,0,0,0,0,0.0831941874219496,0,0,0,0,0,0,0,0,-0.0541820471398821,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0868377485782751,0,0.0284120190428165,0,0,0,0.147725385431271,0.256179287835128,0,0.290115260678656,0,0,0,0,0,0,-0.0498932180427869,0,0.0175704029196962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290359423476226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184197093242824,0.012712883853041,0,0,0,0,0,0
X000725.SZ,0,0,0.0363907889816592,0,0,0,0,0,0.128767767934642,0,0,0,0,0,0.0824224367993537,0.10081862256525,0,0.281055336390856,0,0,0,0,0,0,0,0.104246288887692,0,0,0,0.304398659663703,0,0,0,0,0,0,0,0.0429674528558149,0,-0.124849622594787,0,0,0,0,0,0,0.186692044884285,0,-0.0714297736946108,0,0,0,0.0759107234238393,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.059078928739649,0,0,0,0,0,0,0,0.0125876013519964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129500635081277,0.264872424438575,0,0,0.0981358679573629,0.113472456156045,0,0,0.0754332074941844,0,0.166309709486844,0,0,0,0,0,0,-0.0115931977108855,0.0119637860077398,0,0,0,0,0,0
X600690.SH,0.0772933042535404,0,0,0.240663051379265,0.287255581161032,0,0.162255832526388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116086854160759,0,0.00555446603045395,0,-0.0252883888337678,0,0,-0.0435725347586103,-0.108504407211436,0,0,0,0,0,0,0,-0.00142432259022555,-0.0129857802380358,0,0,0,0,0,0
