,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X601877.SH,X000157.SZ,X300014.SZ,X300124.SZ,X600183.SH,X300142.SZ,X000066.SZ,X002007.SZ,X000625.SZ,X002371.SZ,X002456.SZ,X300136.SZ,X002008.SZ,X002179.SZ,X600271.SH,X002463.SZ,X000977.SZ,X600584.SH,X002180.SZ,X000050.SZ,X600177.SH,X002129.SZ,X002049.SZ,X600498.SH,X600066.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.161952928666958,0.0706917862093831,0,0,0,0,0.139118176622881,0,0,0.584435009910046,0,0,0,0.0420411932808182,0,0,0.0301137922691095,0.0971043440935107,0,0,0,-0.021024300740568,0,0,0,0,0,0,0,0,0,0,0,0,-0.00982142245225499,0,0,0,0,0,0,0,0,0,-0.0423399758201572,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0575632314391999,0,0,0,0,0,0,0,0.544925895672602,0,0.00690054436871724,0,0,0.0141013017339429,0,0.00157864435997764,0.0395818437903537,0,0,0,0,0,0,0,0.0058208328899288,0,0,0.0213352337563038,0,0,0.0425789141546293,0,0,0,0.0244759756010161,0,0,0,0,0,0,0,0,0,0,-0.0149144505876358,0,0,0,0,-0.0049518827509894,0,0
X000651.SZ,0,0,0,0,0,0,0,0.154451014905378,0,0.00975938397450265,0,0,0.372455662537938,0,0,0,-0.112959931911921,0,0,0,0.141242657307219,0,0,0,0,0,0,0,-0.175252874787892,0,0.0147118845620851,0,0,0,-3.46944695195361e-18,0.0461209205307503,0,0,0,0,0,0,0.0170979832530207,0,0,0.0741738963231125,0.00861690123474868,0,0,0,0,0.0136096567774794,0.0116604340678996,0,0,0,-0.0153985316190177,0,0
X600276.SH,0,0,0,0,0,0,4.10454773310549e-05,0,0,0,0,0,0,0,0,0.337780530806805,0,0,0,0.0389009911497087,-0.0171008774857689,0,0.115623419383274,0,0,0,0,0,0,0,0.0276819438477394,0,0.0458348815603238,0.0329575179752532,0,0,0.0112242440074065,0,0,0,-0.0946714367606508,0,0,0,0,0,0,0,0,0,0,0,-0.0380775544444733,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.107646023522501,0,0,0,0,0.0536529787517169,0,0,0.0500374560742318,0,0,0,0,0,0.0231768084794369,0,0.544873861552337,0,0,0,0,0,0.0618952535494199,0,0,0,0.0065674124970407,-0.0284287302739988,0,0,0,0,0,0.0428392793460779,0,0,0,0,0,0,0,0,-0.0734004564799236,0,0.101445501661239,-0.0583520656978061,0,0,0,-0.101789291698298,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133755591674352,0.0534196167604839,0,-0.0478951734894458,0,0,0,0,0,0,0.0101050353219736,0,0.0203227928220786,0,-0.0292797427492954,0,0,-0.0666798471427736,0,0,0,0,0,0.00999465081459208,-0.0316253105461674,0,0,-0.00164962860626024,0,0.0500574685553296,0,0,0,0,0,0.00207099450775998,0,0,0,0,-0.00334789793654953,0,0
X002475.SZ,0,0,-0.00845124756985677,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577971858338099,0,0,0.251783197044881,0,0,0,0,0,0,0.0104743310223395,0,0.00768331856971205,0,0.205338029505556,0,0,-0.115123535557009,0,0,0.368351248022384,0,0,0.0875821865754014,-0.0764275196920805,0,0,0,0,0,0,0,0,0,0,-0.0378205417200306,0,0,0,0,0.0386082078439121,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.113092502184572,0,0.0639517351270313,0,0,0,0,0,0,-0.0137265360092614,0,0.0928674739429179,0,0,0,3.46944695195361e-18,-0.0457815710892245,0,0,0,0,0,0,-0.116704683523108,0,0.127323922227693,0,0,0,0.0810144428238824,0.0308089928994836,0,0.0104181625788983,0.236955283038877,0,0,0,0,0,0,0,0.0796267655445859,0,0,0,0,-0.02886061361251,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183834087921411,0,0,0,0,0,0.03848104486131,0,0,0,0.0347938653478769,0,0,0,0,0.0238690216958481,0,0,0,0.0657035315171889,0.0219654966636995,0.123246162853608,0,0.0230858828369559,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0366413561124886,0,0
X002304.SZ,0,0,0,0,0,0,0,0.100917930818871,0,0,0,0,0,-0.00045849118896044,0,0,0,0,0,-0.0205452420623436,0,0.0348935187340107,0.212888707182991,0,0,0,0,0,0.0788582912210525,0,0,0.0748089083290299,0,-0.0207812669896672,0,0,0,0,0,0,0.0156226876948336,0,0,0,0,-1.73472347597681e-18,0.0106235602609673,0,0,0,0,-0.0110453155607435,0.0146059128328744,0,0,0,0,0,0
