,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600703.SH,X000596.SZ,X300003.SZ,X600183.SH,X002007.SZ,X002236.SZ,X601877.SH,X000066.SZ,X000157.SZ,X300142.SZ,X000100.SZ,X002179.SZ,X002008.SZ,X300124.SZ,X300136.SZ,X002463.SZ,X600271.SH,X300014.SZ,X000625.SZ,X000977.SZ,X600867.SH,X002506.SZ,X600177.SH,X002129.SZ,X002371.SZ,X002049.SZ,X600066.SH,X600498.SH,X002456.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0799059280374345,0,0,0,0.590315333474179,0,0,0,-0.0282388934281841,0,-0.0587537926596189,0,0,0.0851594017843407,0,0,0,0,0,0,0,0,0,0,0.00771222922533805,0,0,0,0,-0.0132843842091426,0,0,0,0.080663531331215,0,0.0216017715256678,0,0,0,0,0,0,0.00207688708251049,0,0.0132017589986966,0.00112095495710243,0,0,0,0.0233386242953376,0,0
X000858.SZ,0.158602990996046,0,0,0,0,0,0,0,0,0.0185325791898994,0,0.523667729664146,0,0,0,0,0.167836350220933,0,0,0,0.0274031262258693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208349193219933,0,0,0,0,0,0.0132979384716217,0.000202304482926715,0,0,0,0.0524099197012096,0,0.0501091123786839,0,0.0161728462602826,-0.0147404128293835,0,0,0,-0.00909785179182028,0,0
X600276.SH,0,0,0,0,0,0,0,0.0831637960278062,0.00075853457498949,0,0,0.218412598236027,0,0,0,0.11889845905384,0,0.140665274506984,0,0,0,0.00779781735665981,0,0,0,0,0.017769780275781,0,0.0307795235974061,0,0,0.012757709541292,0,0,0,0,-0.0346001173089905,0,0,0,0.0659821285939861,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0248492105670839,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286460973198707,0,0,-0.0695272479955785,0,0,0,0.0200989242827057,0,0,0.0788611351612789,0,0,0,0,0,0.0964958420797307,0,-0.045519307172502,0,0,0,0,0,0.0394837495056893,0,4.33680868994202e-19,0,0,0,0,0,-0.00422724115354576,0,0,-0.0213344969442276,0,0,0,0,0.0194233685864301,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0361933094185118,0,0,0.0631985723462602,0,0,0,0.0965883653293734,0,0,-0.0441898311979917,0,0,0,0,0,0.528337664124365,0.0734886789889357,0,0,0,0,0,0.00768689698005235,0,-0.0236390897494734,-0.0106366426772387,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.017816469611236,0,0.0662244927822114,0,0.0273756678208583,0,0,0,0,-0.018358446197316,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0138940790552744,0,0,0.17593680601472,0,0,0,0,0,0,-0.0134635732542296,0,0,0.122872828430191,-0.0119552029186937,0,0,0,0,0.0439974992575261,0,0,0,0,-4.33680868994202e-19,0,0,-0.0221047455944503,0,0,0.0156761501918697,0,0.0319159994818228,0,0,0,0,0.0250227681307306,0,0.0102587187069926,0,0,0,0,0.0160496409994976,0,0
X003816.SZ,0,0,0.246393272784563,0,0,0,0,0.00372082290078811,0,0,0,0,0,0,0.0240353036278717,0,0,0,0,0.0417297499147788,0,0.0566024719179565,-0.0628901537965537,0,0,0,-0.163439192595721,-0.241373051884581,0,0,0,0,0,0.0193038126765607,-0.057431107567284,0,-0.0484411897947045,0,0,0,0,0,0,0,0.152562044750454,0,0,0,0,0,0,0,0.010549166677688,0,0,0,0.0939562263321216,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.026229050511624,0,0.126362186827499,0,0,0,0.0518241478426368,0,0,0,0,0,0,0.0284117236836522,-0.0839546539978502,0,0,0,0,0,0,0,0.173360318806084,0,0.0825643643656679,0,0,0,0,-0.0112575562739921,0,0,0,0,0,0.0804841296415786,0,0,0.220899181003499,0,0,0,0.0337958766405115,0,0,0,0,-0.0357122903982631,0,0
X002304.SZ,0.0451927667192675,0,0.0980684465936245,0,0.104195716107766,0,0.185049653611255,0.00512283335349933,0,0,0,0.0659971001177062,0,0,0,3.46944695195361e-18,0,0,0,0,0.107087015360097,0,0.0936331091046261,0,0,0,-0.0592709510211648,0,0,0,0,0,0,0,0,0,-0.00984157324739247,0,0,0.171620543872185,0,0,-0.00818650229566476,0,0,0,0,0,0,0,0,-0.000825193212352866,0,0,0,0,-0.0747902656101946,0,0
X000063.SZ,0,0,0,0.301384167427476,0,0,0,0.189954007990817,0,0,0.479972883543458,0.135959808380836,0,0,0,0,0.0481735858207449,0,0,0,0,0,0,0,0.265760650777353,0,0.0846945377147836,0,0,0,0,-0.112485324677734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450256267960902,0.041739324686104,0,0,0,-0.0817592121861187,0,0
