,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600271.SH,X600118.SH,X000100.SZ,X000559.SZ,X600372.SH,X600066.SH,X000157.SZ,X002475.SZ,X002236.SZ,X002292.SZ,X002241.SZ,X600741.SH,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X000568.SZ,X600177.SH,X002074.SZ,X002129.SZ,X300003.SZ,X002294.SZ,X600867.SH,X000977.SZ,X600582.SH,X002276.SZ,X000800.SZ,X002506.SZ,X000869.SZ,X600498.SH,X002008.SZ,X002085.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.571346441025609,0,0,0,0,0.113907339870708,0,0,0,0,0,0,-0.0149979114431748,0,0,0,0,0,0,0,0,0.0400175718048839,0,0,0,0,0,0,0,0.0680189248228772,0,-0.0336286396271984,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0462913883373719,0,0,0,0,0,0,0,0.0809353714049063,0.143205734523678,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.198877767039294,0,0,0,0,0,0,-0.0297181574549195,0,0,0,0,0,0.122508022898746,0,0,0.171024506589788,0,0.0457598644280421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257202782587089,0,0,0,0,-0.0314813169179306,0,-0.0670379879219969,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.161253991484139,0,0,0,0.100972593455586,0,0,0,0,0,0,0.156780042947983,0,0,0,0,0.0939219856442138,0,0,0,0.0647807521715234,0,0,0,0,0,0,0,0,0.0522885668048602,0,0.0604980803136802,0,-0.145327239276363,0,0,0.0256110702265529,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0042853526320416,0,0.0349662747366407,0.0649506450792045,0.0802171204172678,0,0.0224679588605856,0.222114075537818,0,0,0,0.19324714684124,0,0,0,0,0.0442239388475467,0,0.00867782656576216,-3.46944695195361e-18,0,0,0,0,0,0,0.0592184959401981,0,0.00189843939620291,0,0,0,0,0,0,0,0.0322466943840471,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420301066912459,0,0,0,0,0.0186671443266683,0,0.0129455695012766,0,0,0,0,0.00321276197175785,0,0,0.134742608966108,0.0334461190603679,0,0,0,0,0,-4.33680868994202e-19,0.0439830140789175,0,1.73472347597681e-18,0,0,0,0,0.0879745296210759,0,0,-0.0414079118452339,0.000935992227533176,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.198004277932127,0.176616451957771,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.177729679611299,0,0,0.200619571450676,0,0,0.0613673170562821,0,0,0,0,-0.132655844843985,0,0,0,0,0,0,0,0.0222963719125031,0,0.0928008690815116,0,0,0,0,0,-0.014613233203008,-0.0663948486353172,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045089717132893,0,0,0.229747107132556,0,0,0,0,0,0,0,-0.031145757247454,0,0,0.223435741273131,0,0,0.0871032052872197,-0.115007436480937,0,0,0,0.123332699627368,0,0,0,0,0,0.0845862908607342,0,0,0,0,0,0
X002304.SZ,0,0.186537836433609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0438491725456039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393646738299951,0,0,1.73472347597681e-18,0,0,-0.03156409304168,0.0183900160723728,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0131920715459779,0,0,0.0964888319440939,0,0,0,0,0,0,0,0,0,0,0,0,0.0989738320072556,0.183576115412712,0,0.211810362802597,0,0,0,0.0799477053218072,0,0,0.0451369156471982,0,0,0,0,0,0,0.0194702055546328,0.00412726202057203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.19795429664126,0,0,0,0,0,0,0,0,0,0,0,0,0.0502465917183636,0,0.176132378150855,0,0,0,0,0,0,0.104003340955529,0,0.136249238987769,0,0,0.0760601859259444,0,0,0,0,0,0,0,0,0.0662409137229352,0,0,0,0.0451773467337793,0,0.0221880073481041,0,0.0330414994985075,0,0,0,0,0,0,0,0,0,0
