,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X600066.SH,X600741.SH,X002292.SZ,X600031.SH,X002475.SZ,X002049.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000157.SZ,X000559.SZ,X600372.SH,X000338.SZ,X000568.SZ,X300003.SZ,X002085.SZ,X600177.SH,X002294.SZ,X600089.SH,X002074.SZ,X300124.SZ,X600867.SH,X600582.SH,X000066.SZ,X002180.SZ,X002465.SZ,X002007.SZ,X601877.SH,X600498.SH,X000869.SZ,X002456.SZ,X000050.SZ,X002512.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0746044805708226,0.138217591576213,0,0.268206767059792,0,0,0,0,0,0,0,0,0,0,-0.0661355032383427,0,0,0,0,0,0.0514121970533892,0,0,0.0531569887333986,0,0,0,0,-0.0141076000732022,0,0,-0.0352888556673158,0,0,0,0,0,0,-0.02204810532138,0,0,0.0527251532166995,0.189951635888013,-0.00710738393711666,0,0,0,0,-0.0239623892006971,0,0.0545986849683605,0,0,0,0,0
X600104.SH,0,0,0.274464074827143,0,0,0,0,0,0,0,0,0,0,0,0.238789914782544,0.025491610602436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197036761860424,0,0,0,0.0751099462428128,0,0,0,0,0,-0.002736876900066,0,0,0,0,0,0
X002415.SZ,0,0.279521598963603,0,0,0,0,0,0,0,0,0,0.318779361821715,0,0,0.0755787335941676,0,0,0,0,0,0,0,0.00465802335363283,0,0,0,0,0,0,0.0178192808975355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212595805777134,0,0,0,0,0.0202686335237776,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.466236340099084,0,0,0,0.0264055802780758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10209824099331,3.46944695195361e-18,0,0.00737401997570541,0,0,0,0,0,0.0412679730062872,0.00929820144954165,0.14314862891438,0,0,0.0138184691447911,0,0,0,0,0,0,0
X002304.SZ,0.138771604571605,0,0.0808332513140674,0,0,0,0,0,0,0.0735946623786497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308204014143493,0,0,0.115995992055248,0.0586043533518936,0,0,0,0,0.0323467938951151,0,0,0.0971782213365355,0,0,0,0.0695763548358242,0.076364601531135,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0319313648800884,0,0,0,0,0.103674839588966,0,0,0,3.46944695195361e-18,0,0,0.028901932852061,0,0,0,0,0,0,0,0,0.0353693415272581,0,0,0.342756744045271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413135253741662,0.147936756958969,0.117213263274752,0.00750622005049778,0,0,0.0108784984038925,0,0.0180452941540517,-0.0312178454135503,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0205917405899404,0.0828741453064619,0,0.0151699440327027,0,0,0,1.73472347597681e-18,0,0,0,0,0.0795165748809461,0,0,0,0,0,0.0241171091792985,0,0,0.0161042244992885,0,0,0.0998482477179734,0.109761474725818,0,0,0,0.0105806457579035,0.019188677899762,0,0,0,0,0,0,0.00147975478976881,0.0176315553396738,0,0,0,0,0,0
X000725.SZ,0,0,0.0496084426002898,0,0,0,0,0,0,0,0,0.117135691471494,0,0,0,0,0,0,0,0,0.051747875030503,0,0,0.0570548961998402,0.0114179350328983,0,0,0,0,0.0151062261665233,0.103665691442697,0,0.302194211517651,0.0785918092001663,0.0879681363629368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.255201732123149,0,0,0,0,0,0,0,0.0938436926467154,0,0,0,0.0325845381304571,0,0,0,0,0,0.10742740381464,0,0,0.00657321777628676,0,0,0,0,0.0603836213864316,0.0258011208224289,0,0,0,0,0,0,0,0,0.0662212074725682,0.14095875070296,0.0151819286779263,0,0,0,0.0593837835078371,0.0836608745473724,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.00720122328289236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243958097679939,0,0.020506532707571,0,0,0.0235968248535024,0.118188663600835,0,0,0.140254085419377,0.0470742136050319,0.0618703819431935,0,0,0.00333503376111879,0,0.18581201150474,0,0,0,0,0,0,0,0,0.00489171803275916,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.336976097282087,0,0,0,0,0,0,0,0,0,0,0,-0.0301419510211242,0,0,0,0.132908343010052,0,0,0,0.600388683770918,0,0.160964512069327,0,0,0.185212277231928,0,0,0,0,0,0,0,0,0,-0.0307256960307815,0.0464095432886084,0,-0.494679895175757,0,0,0.0690991518999686,-0.0784579120570716,0,-0.113769455165573,0,-0.00285094334102819,-0.156230561985388,0,0,0,0,0,0
X000100.SZ,0,0,0.0484825793805825,0,0,0,0,0,0.21149302161267,0,0,0,0.0401452155779568,0,0,0,0,0,0,0,0,0.115064885130787,0,0,0.0738476086583572,0,0,0,0,0,0,0,0,0,0,0,0.0223832722693893,0,0,0,0,0.0459787781722825,0.0235394641475246,0,0.138758489840338,0,0,0,0,0.02499186686223,-0.0242576668427003,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399681241773866,0,0,0,0,0,0,0,0,0.09166414318737,0,0,0,0,0.147163412534559,0.123805591173688,0,0,0.0256322379295642,0,0,0,0,4.42429540934881e-05,0,0,0.0416150609455801,0.0419790256280188,0,0.0443943168438341,0.213463060249885,0,0,0,0,0,0,0,0,0,0,0
