,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X002475.SZ,X600276.SH,X000651.SZ,X000568.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000625.SZ,X000338.SZ,X600031.SH,X000063.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X002463.SZ,X000157.SZ,X002241.SZ,X600703.SH,X600066.SH,X600372.SH,X600584.SH,X000977.SZ,X002028.SZ,X600522.SH,X002236.SZ,X000921.SZ,X600741.SH,X002049.SZ,X600183.SH,X601877.SH,X000661.SZ,X002223.SZ,X600487.SH,X002180.SZ,X002129.SZ,X000800.SZ,X002156.SZ,X600060.SH,X600418.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.087402086763166,0,0,0,0.310741698570073,0,0,0,0,0,0,0,0,0,0,0,0,-0.101159300394895,0,0,0,0,0,0,0,0,-0.0239774811703409,0.0193759840974773,0,0,0,0,0,-0.0602114303159981,0,0,-0.0284669644466482,0,0,-0.0413778624403621,0.0214815168715416,0,0.068192852056277,0,0,0,0,-0.0119854654643864,0,0,0,0,0,0,0
X000858.SZ,0.0703332977079181,0,0.027225119466589,0,0,0,0,0,0.496233402136911,0,0,0,0.0710457154114342,0,-0.02636703516774,0,0,0,0.039783074451119,0,0,0,0,0,0,-0.0122766104247314,0,0,0,0,0,0,0,0,0,0,0.110060293623991,0,0,0,0.0369510239506459,0,0,0,0,0,0.0693994571864505,0,0,0,0,-0.0334322639732537,-0.0351213911658758,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0334896297429601,0.0787027090303793,0,0,0,0,0,0,0,-0.169785558889713,0,0,0,0,0,0.0280198922393768,0,0.077198664147134,0,0,0,0,0,0,0,0,0.00809368902331015,0,0,0.0330528481209727,0,0,0,0.115330509912538,0,0,0,0,0,0.126522163313238,0,0,0,0.0453451621559426,0,0,0,-3.46944695195361e-18,-0.192256569625897,0,0,0.0158780966999574,0,0
X600690.SH,0,0,0,0,0,0,0,0.0881957649581489,0,0,0,0,0,0,0,0,0.0235875393158267,0,0,0,0,0,0.00901161598537008,0,0,0,0,0,0,0,0,0,0.0133008420731238,0,-0.0248747774807251,0.232403210645936,0,0,0.0146563675786229,0,0,0,0,-0.143882566559535,0,0,0,0,0,0,0,0.0416759184358977,0.0224740881423208,0,0,0,0.153937531079266,0,0
X600809.SH,0,0.0455777154449127,0,0,0,0.00553650185398705,0,0,0.0563997611955397,0,0.102218898864039,0,0,0,0,0,-0.0228001450242268,-0.0439437493320524,0,0.24588221520402,0,0,-0.0371690602398845,0,0,-0.0355024019173383,0,0,0.0491634749161422,0,-0.0456351315268451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355347679107852,0,0,-0.00402316808246097,0,0,0,0,0.0153533680332493,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203124993704682,0,0,0,8.67361737988404e-19,0,0.19025965618489,0,0,0,0,0.208901393870703,0,0,0.0107938052318614,0,0,0,0,0,0,0,0,0,0.0315672368083365,0,0.0875342590615803,0,0.0515710039211507,0,0,0.0667120102395866,0.00620301429723547,-0.11531994212232,0,0,0,0,0
X600276.SH,0,0,0,-0.099999488381361,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0182948135203088,0,0,0.299753766920899,0,0,0,0,0,0,0,0,-0.167471049509764,0,0,0,0.293525663173051,0,0,0,0.14235582844786,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179514230423184,0,-0.0401518756233686,-0.259513595444729,0,0,0,0
X000651.SZ,0,0,0,0.0697816243791138,0,0,0,0,0,0,0,0,0,0,-0.0805590122725129,0,0,0,0,0,0,0,0.0154762112473805,0.258552774896582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011608076687448,0,0,0.225671462657317,0,-0.0578199520193795,0,0,-0.032718054286205,0.072778276355705,0,0,-0.0155856524457817,0,0
X000568.SZ,0,0.814932136966004,0,0,0,-0.0236494336333766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177248798794898,0,0,0,0,0,0,0,0,0.0472072934537468,0,0,-0.0175372471717167,0,0,0,0,0,0,-0.0086660404168573,0,0,-0.0448405936329939,-0.119395533588384,-0.0781885052243342,0,0,0,0,-0.0586217536738079,0.167519576261276,0,0,-0.0273573850194802,0,0,0,-0.031889359547572,0,0
X003816.SZ,0,0,-0.0728188116867548,0,0,0,0,0,0,0,0.000833436475494026,0,0,0,0,0,0,0,-0.0412629884646999,0,0,0,0,0,-0.239668442905274,0,0,0,0.0147075127017986,0,-0.018431719107639,0,0.123306942372305,0.0878140827013054,0,0,0,0,-0.083579866749821,0,0,0,0,0,0,0,0.0131522716811306,0,0,0,0,0.015798697570427,-0.0325992191592309,0,0,0,0,0,0
